KEYCODE,ht,df
16,275,83.0
68,160,193.0
79,71,239.0
32,81,136.0
89,80,160.0
79,88,112.0
85,72,160.0
32,112,256.0
87,96,224.0
65,96,160.0
78,72,152.0
84,104,105.0
32,87,135.0
84,72,120.0
79,88,216.0
32,72,128.0
69,64,192.0
65,96,97.0
84,87,239.0
32,72,200.0
76,120,224.0
85,72,192.0
78,80,280.0
67,80,128.0
72,64,200.0
32,56,112.0
83,72,144.0
79,88,176.0
77,80,112.0
69,64,192.0
87,88,152.0
72,80,112.0
69,88,200.0
82,56,168.0
69,72,152.0
32,80,416.0
66,64,128.0
69,72,208.0
70,56,112.0
79,80,160.0
82,64,192.0
69,64,144.0
32,64,288.0
16,1376,1272.0
191,56,3736.0
8,56,19288.0
16,423,296.0
84,72,216.0
72,56,112.0
69,87,200.0
82,64,480.0
69,136,360.0
222,64,160.0
83,104,376.0
32,88,224.0
66,64,128.0
69,72,176.0
69,56,120.0
78,72,200.0
32,72,160.0
65,64,112.0
32,80,152.0
83,80,240.0
72,88,200.0
79,96,160.0
82,56,304.0
84,72,184.0
65,80,136.0
71,80,168.0
69,80,152.0
32,80,199.0
79,105,241.0
70,80,152.0
32,80,888.0
66,64,135.0
76,65,185.0
79,72,152.0
79,72,176.0
68,40,152.0
32,72,167.0
73,88,177.0
78,56,168.0
32,71,111.0
84,81,313.0
73,40,712.0
8,56,255.0
72,97,153.0
73,72,127.0
83,89,160.0
32,89,137.0
65,88,224.0
82,80,144.0
69,72,240.0
65,72,736.0
190,56,7072.0
16,200,103.0
79,97,193.0
85,79,183.0
82,80,168.0
32,64,144.0
70,72,145.0
79,135,432.0
82,80,208.0
67,79,231.0
69,72,217.0
83,47,144.0
32,96,144.0
65,111,175.0
82,81,152.0
69,89,161.0
32,63,120.0
82,71,191.0
69,65,264.0
65,72,224.0
68,56,128.0
89,80,249.0
32,79,143.0
84,89,112.0
79,97,248.0
32,96,160.0
67,73,97.0
79,95,183.0
77,72,112.0
69,80,112.0
32,113,192.0
73,88,192.0
77,64,168.0
77,64,160.0
69,65,209.0
68,47,135.0
73,64,160.0
65,73,705.0
65,95,311.0
84,80,176.0
76,73,128.0
89,73,969.0
190,47,3880.0
16,159,128.0
84,63,408.0
72,96,96.0
69,80,183.0
32,64,257.0
80,95,208.0
65,63,192.0
82,80,216.0
84,64,335.0
73,64,145.0
65,79,128.0
76,79,231.0
32,89,168.0
76,144,184.0
73,89,176.0
83,64,177.0
83,55,488.0
8,111,175.0
84,64,200.0
32,80,217.0
65,71,465.0
78,70,174.0
78,65,168.0
79,96,232.0
85,72,216.0
78,64,344.0
67,64,144.0
77,56,120.0
69,80,144.0
78,80,136.0
84,56,104.0
32,88,264.0
67,80,160.0
65,80,160.0
77,72,168.0
69,88,425.0
190,71,9336.0
16,391,279.0
68,88,160.0
79,96,248.0
85,40,264.0
71,64,248.0
32,88,328.0
67,64,208.0
72,80,184.0
65,112,160.0
80,88,248.0
77,80,136.0
65,104,168.0
78,56,200.0
32,72,168.0
87,88,184.0
73,80,216.0
76,80,112.0
76,96,288.0
76,32,224.0
32,64,192.0
76,80,264.0
73,64,176.0
75,80,144.0
69,64,248.0
76,72,400.0
69,80,152.0
89,64,296.0
32,88,1008.0
71,96,200.0
69,64,1272.0
84,64,248.0
32,56,120.0
84,56,120.0
72,80,120.0
69,72,144.0
32,88,224.0
83,80,112.0
84,88,144.0
65,72,128.0
82,72,184.0
84,72,288.0
32,88,528.0
73,88,240.0
78,88,256.0
32,80,264.0
66,72,152.0
69,88,152.0
78,56,160.0
78,80,144.0
69,72,192.0
84,72,584.0
84,56,360.0
32,72,352.0
83,72,128.0
32,72,152.0
65,80,176.0
66,64,488.0
83,56,248.0
69,80,184.0
78,80,152.0
67,56,208.0
69,64,360.0
190,56,4832.0
16,312,200.0
73,64,248.0
32,104,120.0
87,88,160.0
73,80,232.0
76,64,144.0
76,80,248.0
32,144,144.0
76,88,216.0
73,56,176.0
75,64,88.0
69,80,128.0
76,88,296.0
89,85,960.0
32,96,512.0
78,80,168.0
79,88,224.0
84,88,136.0
32,72,192.0
66,72,120.0
69,72,144.0
32,64,168.0
65,80,248.0
86,56,288.0
65,80,200.0
73,56,216.0
76,64,120.0
65,88,224.0
66,72,496.0
76,64,128.0
69,80,192.0
190,56,5008.0
16,328,200.0
65,128,416.0
32,72,224.0
