KEYCODE,ht,df
16,145,60.0
72,95,165.0
73,74,144.0
83,137,97.0
84,120,140.0
79,84,146.0
82,98,138.0
89,94,134.0
32,54,184.0
82,104,94.0
69,130,390.0
80,64,204.0
69,121,151.0
65,121,272.0
84,81,161.0
69,89,173.0
68,83,123.0
32,87,97.0
73,110,120.0
84,77,247.0
83,118,81.0
69,128,109.0
76,82,162.0
70,110,120.0
32,67,157.0
76,101,91.0
65,120,120.0
83,124,174.0
84,100,140.0
32,71,201.0
83,157,117.0
69,132,172.0
65,125,135.0
83,141,141.0
79,113,87.0
78,100,130.0
32,111,71.0
87,72,102.0
72,55,175.0
69,91,211.0
78,96,176.0
32,68,138.0
16,147,70.0
84,87,199.0
69,95,105.0
78,64,124.0
69,152,202.0
82,72,232.0
73,64,146.0
70,109,129.0
69,128,158.0
32,63,190.0
66,60,152.0
69,105,923.0
65,145,105.0
84,110,140.0
32,67,197.0
16,138,80.0
77,98,198.0
65,90,192.0
68,99,199.0
82,94,104.0
73,96,146.0
68,114,214.0
190,81,4154.0
16,167,70.0
82,107,257.0
69,125,335.0
67,97,137.0
79,137,127.0
78,84,344.0
70,58,78.0
73,97,197.0
71,83,163.0
85,68,181.0
82,103,79.0
69,128,112.0
32,80,120.0
89,104,75.0
79,141,119.0
85,67,87.0
82,110,132.0
32,105,155.0
68,104,61.0
73,74,145.0
83,99,129.0
75,110,152.0
32,76,176.0
76,96,86.0
65,141,161.0
89,60,220.0
79,104,94.0
85,99,149.0
84,75,155.0
190,87,6904.0
16,148,80.0
71,88,248.0
69,120,120.0
78,56,161.0
69,143,94.0
82,105,350.0
8,51,121.0
8,54,104.0
65,147,83.0
82,154,325.0
79,53,223.0
188,77,127.0
32,84,115.0
87,123,69.0
69,134,124.0
32,64,124.0
72,76,40.0
65,124,98.0
86,114,92.0
69,126,102.0
32,80,232.0
70,104,94.0
73,111,252.0
88,76,446.0
8,56,322.0
69,90,200.0
68,87,77.0
32,88,128.0
84,67,57.0
72,61,81.0
69,103,95.0
32,72,257.0
80,78,78.0
82,74,124.0
73,67,177.0
67,92,132.0
73,139,109.0
78,92,82.0
71,75,135.0
32,100,220.0
73,131,54.0
78,127,127.0
32,169,147.0
79,150,104.0
85,114,154.0
82,84,132.0
32,80,263.0
83,81,60.0
89,80,140.0
83,150,160.0
84,81,171.0
69,109,109.0
77,92,232.0
190,80,5737.0
16,135,50.0
84,105,175.0
69,153,126.0
83,187,177.0
84,104,174.0
83,130,161.0
32,70,221.0
16,156,60.0
77,86,166.0
79,98,88.0
78,73,113.0
68,137,104.0
65,134,124.0
89,113,123.0
32,67,157.0
83,93,57.0
72,92,122.0
79,102,112.0
87,146,121.0
69,127,237.0
68,104,144.0
32,100,100.0
78,120,100.0
79,111,142.0
32,90,160.0
83,157,110.0
84,107,207.0
82,100,132.0
85,82,152.0
67,80,210.0
84,51,111.0
85,89,249.0
82,75,147.0
65,142,132.0
76,91,141.0
32,67,167.0
68,128,112.0
65,120,112.0
77,66,96.0
65,124,264.0
71,58,148.0
69,87,127.0
32,82,104.0
84,93,83.0
79,98,74.0
32,97,167.0
72,87,77.0
73,110,120.0
83,101,91.0
32,80,240.0
83,129,105.0
72,79,104.0
79,112,96.0
85,128,104.0
76,79,119.0
68,74,224.0
69,137,101.0
82,124,124.0
