KEYCODE,ht,df
16,288,208.0
66,92,189.0
65,118,1110.0
82,81,131.0
82,83,201.0
89,93,121.0
32,109,618.0
8,81,590.0
188,84,100.0
32,74,982.0
72,61,181.0
79,92,449.0
80,86,157.0
69,56,123.0
32,102,169.0
84,83,92.0
72,82,99.0
65,94,103.0
84,89,97.0
32,53,160.0
89,83,181.0
79,131,240.0
32,133,480.0
8,88,530.0
89,82,329.0
8,80,212.0
85,89,220.0
32,93,240.0
72,92,120.0
65,103,197.0
68,75,193.0
32,93,142.0
65,91,108.0
32,83,170.0
71,119,281.0
82,62,440.0
8,82,1111.0
69,73,189.0
65,73,291.0
84,58,176.0
32,92,483.0
16,314,227.0
67,113,135.0
72,93,298.0
82,65,223.0
73,59,109.0
83,103,300.0
84,72,291.0
77,81,120.0
65,70,216.0
83,78,750.0
190,87,3153.0
16,414,305.0
78,80,184.0
79,85,124.0
87,49,132.0
32,68,138.0
73,84,150.0
32,94,210.0
16,844,291.0
8,71,142.0
8,61,207.0
73,65,152.0
32,81,330.0
8,72,149.0
8,62,149.0
32,114,544.0
82,100,150.0
69,90,186.0
65,64,74.0
76,71,110.0
76,141,401.0
32,102,439.0
8,72,440.0
84,62,270.0
8,64,106.0
89,66,142.0
32,65,534.0
70,91,197.0
69,54,134.0
69,51,74.0
76,96,284.0
32,73,267.0
16,206,23.0
73,92,649.0
222,75,531.0
16,285,189.0
77,55,183.0
32,72,360.0
65,96,368.0
8,52,141.0
8,64,152.0
8,69,288.0
77,83,191.0
32,82,251.0
65,86,130.0
76,88,269.0
73,82,202.0
86,100,239.0
69,104,221.0
32,123,521.0
8,49,259.0
188,93,351.0
32,80,429.0
78,82,686.0
79,77,171.0
84,74,114.0
32,62,89.0
76,91,254.0
73,90,177.0
75,75,92.0
69,48,127.0
32,69,414.0
66,82,198.0
69,82,219.0
70,74,231.0
79,70,456.0
82,87,315.0
69,77,380.0
16,242,420.0
190,112,2763.0
16,272,176.0
67,67,113.0
79,92,250.0
78,64,532.0
83,80,259.0
84,81,290.0
82,72,520.0
85,74,760.0
67,93,841.0
84,81,116.0
73,86,163.0
79,78,161.0
78,104,319.0
32,85,158.0
79,54,151.0
78,65,99.0
32,98,55.0
84,78,59.0
72,72,110.0
69,71,96.0
32,94,280.0
67,75,106.0
79,89,168.0
77,74,349.0
80,160,241.0
76,95,460.0
69,104,278.0
90,75,24.0
88,72,462.0
8,91,197.0
8,70,120.0
90,104,442.0
8,80,481.0
67,111,496.0
8,76,122.0
88,84,217.0
32,95,312.0
87,74,35.0
69,11,93.0
73,101,304.0
76,34,319.0
8,60,161.0
8,63,140.0
8,71,271.0
73,90,233.0
76,79,159.0
76,71,198.0
32,114,383.0
66,59,228.0
69,81,992.0
