KEYCODE,ht,df
16,392,304.0
84,112,280.0
72,81,121.0
69,96,336.0
82,95,152.0
69,95,1423.0
222,88,1168.0
83,88,224.0
32,80,1024.0
66,128,160.0
69,88,176.0
69,64,800.0
78,112,224.0
32,122,563.0
65,62,181.0
32,96,920.0
65,56,352.0
72,80,424.0
79,72,312.0
82,72,256.0
84,63,135.0
65,80,553.0
71,96,144.0
69,88,224.0
32,103,712.0
79,71,264.0
70,63,168.0
32,87,496.0
66,88,288.0
76,79,240.0
79,56,136.0
79,71,551.0
68,80,232.0
32,96,744.0
73,80,192.0
78,128,192.0
32,104,832.0
84,72,176.0
72,88,392.0
73,88,208.0
83,80,496.0
32,88,528.0
65,72,184.0
82,72,168.0
69,88,152.0
65,80,1392.0
190,80,4632.0
16,336,296.0
73,111,224.0
32,112,976.0
87,79,200.0
79,88,248.0
85,71,416.0
76,80,1056.0
68,79,1216.0
78,71,400.0
59,55,992.0
8,63,223.0
222,80,432.0
84,80,928.0
32,56,448.0
87,72,257.0
79,71,343.0
82,72,153.0
82,63,495.0
89,72,368.0
32,88,552.0
65,95,216.0
66,88,432.0
79,96,216.0
85,89,280.0
84,72,503.0
32,129,640.0
67,89,201.0
79,96,224.0
77,120,232.0
73,87,200.0
78,128,496.0
71,136,352.0
32,105,473.0
73,86,215.0
78,103,216.0
32,120,656.0
84,103,176.0
79,112,441.0
68,94,126.0
65,88,369.0
89,79,2511.0
16,328,296.0
73,97,465.0
84,79,663.0
222,88,304.0
83,96,632.0
32,72,960.0
74,104,280.0
85,88,352.0
83,96,240.0
84,104,392.0
32,112,688.0
86,96,160.0
69,80,192.0
82,72,384.0
89,102,263.0
32,105,857.0
67,80,464.0
79,72,352.0
78,79,384.0
70,104,311.0
85,88,329.0
83,103,456.0
73,87,224.0
78,95,255.0
71,88,721.0
32,72,463.0
65,88,224.0
84,72,169.0
32,96,447.0
70,105,209.0
73,96,168.0
82,80,424.0
83,79,168.0
84,79,632.0
190,71,2175.0
16,720,616.0
77,128,824.0
73,88,1136.0
67,96,888.0
72,72,424.0
69,80,1688.0
8,96,312.0
65,88,232.0
69,72,656.0
76,112,432.0
32,80,399.0
87,89,161.0
65,72,209.0
83,77,359.0
32,57,753.0
71,81,207.0
82,64,168.0
69,80,160.0
65,72,88.0
84,88,408.0
32,79,1160.0
84,80,176.0
72,96,384.0
73,96,232.0
83,112,176.0
32,112,848.0
16,799,248.0
65,103,407.0
77,104,913.0
190,80,1335.0
16,2344,2176.0
85,80,240.0
78,96,1768.0
84,41,240.0
73,96,232.0
76,80,752.0
8,72,160.0
8,80,448.0
8,72,808.0
73,88,216.0
76,112,768.0
32,88,680.0
72,88,192.0
69,72,168.0
32,112,824.0
67,96,112.0
65,88,328.0
78,104,240.0
32,120,976.0
80,96,393.0
82,111,191.0
65,80,256.0
67,104,216.0
84,88,416.0
73,112,432.0
67,119,880.0
69,103,216.0
32,129,551.0
70,80,232.0
79,108,32.0
73,40,64.0
82,88,305.0
32,143,935.0
65,134,208.0
32,120,920.0
67,80,240.0
79,88,272.0
85,104,272.0
80,96,232.0
76,112,360.0
69,112,543.0
32,129,513.0
79,120,392.0
70,112,208.0
32,144,1058.0
87,86,246.0
69,87,184.0
69,56,152.0
75,152,415.0
83,104,296.0
32,136,608.0
8,137,361.0
188,136,200.0
32,152,888.0
69,72,559.0
8,96,336.0
87,81,121.0
69,136,351.0
32,153,1161.0
87,95,272.0
79,104,424.0
78,111,768.0
222,95,359.0
84,96,217.0
32,119,1103.0
72,120,128.0
65,112,584.0
86,120,200.0
69,98,560.0
32,112,880.0
72,88,273.0
73,95,359.0
77,144,1166.0
190,66,3498.0
73,133,5224.0
16,359,232.0
73,135,296.0
78,151,552.0
32,111,969.0
73,79,190.0
83,89,273.0
79,80,200.0
76,111,215.0
65,104,225.0
84,71,384.0
73,79,159.0
79,80,201.0
78,103,1079.0
188,104,185.0
32,127,559.0
65,72,233.0
76,71,159.0
76,88,160.0
32,120,625.0
79,95,327.0
70,88,169.0
32,111,631.0
84,72,167.0
72,116,113.0
69,64,216.0
83,80,152.0
69,89,281.0
32,119,687.0
84,72,176.0
72,88,248.0
73,88,512.0
78,96,288.0
71,104,416.0
83,120,616.0
32,72,376.0
65,80,184.0
82,72,184.0
69,72,208.0
32,112,2320.0
84,80,208.0
82,79,584.0
73,80,672.0
86,88,312.0
73,79,184.0
65,71,191.0
76,89,1281.0
190,47,2615.0
16,576,536.0
84,88,200.0
72,128,112.0
69,128,208.0
32,144,872.0
78,88,240.0
73,112,464.0
71,80,112.0
72,121,240.0
84,96,264.0
32,136,768.0
80,88,560.0
82,96,216.0
79,88,224.0
77,104,216.0
73,88,304.0
83,56,208.0
72,96,312.0
69,88,176.0
68,96,472.0
32,160,586.0
84,102,1358.0
79,88,264.0
32,111,464.0
66,80,184.0
69,104,328.0
32,103,624.0
76,71,167.0
79,73,201.0
77,71,448.0
8,79,303.0
78,96,273.0
71,79,559.0
190,80,1992.0
16,1232,1256.0
87,96,232.0
69,80,681.0
32,71,815.0
68,80,176.0
79,80,256.0
78,80,888.0
222,80,313.0
84,79,639.0
32,72,456.0
72,79,207.0
65,72,401.0
86,96,184.0
69,80,192.0
32,120,384.0
65,120,240.0
78,104,488.0
89,96,240.0
32,112,944.0
65,112,496.0
66,96,248.0
73,96,240.0
76,128,704.0
73,95,192.0
84,71,256.0
89,95,208.0
32,119,968.0
84,87,199.0
79,112,200.0
32,128,1056.0
86,88,192.0
69,80,408.0
84,80,440.0
79,112,216.0
32,112,1000.0
84,80,224.0
72,96,776.0
69,104,473.0
73,111,439.0
82,104,624.0
32,80,1472.0
68,72,176.0
69,72,240.0
67,104,312.0
73,96,216.0
83,80,328.0
73,88,208.0
79,96,232.0
78,120,1024.0
83,80,944.0
190,80,2016.0
16,1399,1392.0
87,71,224.0
69,79,519.0
32,96,416.0
65,80,136.0
82,80,192.0
69,80,200.0
32,112,672.0
79,88,624.0
78,104,176.0
32,120,641.0
