KEYCODE,ht,df
16,186,78.0
73,124,584.0
83,207,78.0
32,207,1636.0
16,614,531.0
67,145,1351.0
65,206,769.0
83,108,186.0
83,138,247.0
65,203,234.0
78,203,234.0
68,218,422.0
82,213,276.0
65,218,530.0
32,129,347.0
84,203,126.0
72,171,171.0
69,270,166.0
82,213,229.0
69,154,232.0
32,220,876.0
84,176,191.0
79,124,264.0
68,189,189.0
65,247,232.0
89,157,875.0
16,2434,2356.0
191,125,6714.0
16,708,345.0
65,254,1716.0
68,256,256.0
83,240,65.0
32,159,471.0
8,108,295.0
8,98,176.0
8,120,338.0
68,244,193.0
32,189,454.0
8,102,196.0
8,76,138.0
8,103,1779.0
83,246,200.0
32,169,921.0
8,103,165.0
8,135,747.0
16,307,203.0
65,197,1028.0
83,233,233.0
32,203,627.0
83,192,207.0
79,93,171.0
79,136,136.0
77,149,242.0
32,157,705.0
8,90,184.0
8,88,825.0
78,158,236.0
32,156,390.0
83,196,523.0
8,159,205.0
65,154,169.0
83,271,153.0
32,212,776.0
87,228,140.0
69,259,244.0
32,203,1064.0
65,249,191.0
82,258,199.0
69,220,184.0
32,182,685.0
68,212,258.0
79,174,299.0
78,239,207.0
69,199,1296.0
32,157,767.0
189,141,250.0
32,188,719.0
87,194,154.0
69,227,2706.0
186,176,974.0
8,167,856.0
16,315,234.0
186,159,1163.0
8,97,1384.0
186,130,1197.0
8,98,647.0
222,72,1968.0
75,87,135.0
75,115,712.0
8,105,339.0
8,99,1432.0
76,100,146.0
76,151,198.0
32,169,1469.0
71,206,136.0
73,102,352.0
86,252,190.0
69,187,579.0
32,146,473.0
89,137,122.0
79,134,118.0
85,99,333.0
32,114,869.0
65,254,206.0
32,78,642.0
67,162,146.0
65,199,292.0
76,96,159.0
76,120,339.0
190,168,6404.0
16,359,219.0
68,187,813.0
68,143,252.0
85,125,845.0
8,83,161.0
8,87,856.0
85,97,175.0
68,153,418.0
32,182,1201.0
8,88,166.0
8,89,151.0
8,151,1187.0
73,160,223.0
68,187,421.0
32,168,480.0
89,127,94.0
79,144,129.0
85,87,555.0
32,113,316.0
83,255,520.0
69,204,204.0
84,216,264.0
32,158,643.0
85,270,192.0
80,234,265.0
32,172,390.0
77,119,262.0
89,124,155.0
32,197,731.0
67,199,685.0
79,150,228.0
82,172,641.0
80,114,177.0
79,130,751.0
82,190,154.0
65,196,212.0
84,155,186.0
69,167,1311.0
32,142,251.0
65,203,468.0
67,125,171.0
67,168,183.0
79,206,136.0
85,164,619.0
78,222,206.0
84,209,582.0
32,186,468.0
70,211,129.0
79,144,207.0
82,218,468.0
32,152,449.0
77,138,138.0
69,180,948.0
16,741,683.0
191,120,4942.0
16,458,311.0
90,179,1040.0
65,329,251.0
82,171,923.0
8,150,839.0
67,145,239.0
75,202,233.0
32,172,5016.0
67,140,265.0
82,205,566.0
8,108,171.0
8,78,1251.0
16,906,548.0
67,218,875.0
82,364,618.0
79,114,648.0
67,161,519.0
75,97,190.0
69,154,559.0
84,100,148.0
84,133,320.0
32,163,304.0
77,126,111.0
65,237,268.0
89,145,239.0
32,125,406.0
66,182,182.0
69,239,152.0
32,134,589.0
85,97,456.0
83,154,232.0
69,124,264.0
68,173,173.0
32,168,324.0
73,198,146.0
78,149,212.0
32,139,577.0
71,175,159.0
79,129,347.0
65,201,294.0
76,237,1115.0
189,147,2175.0
76,198,153.0
73,120,449.0
78,166,166.0
69,168,120.0
32,119,760.0
83,232,264.0
73,126,425.0
84,166,197.0
85,121,1420.0
65,176,271.0
84,160,145.0
73,166,118.0
79,286,208.0
78,205,1787.0
83,169,544.0
190,253,6495.0
16,316,203.0
76,175,600.0
79,114,160.0
79,72,181.0
75,153,481.0
32,202,734.0
70,210,154.0
79,219,181.0
82,255,137.0
32,133,1072.0
16,644,487.0
77,125,1378.0
67,146,834.0
16,628,487.0
67,141,1648.0
65,205,205.0
82,185,860.0
68,99,193.0
69,137,325.0
76,114,160.0
76,119,135.0
32,163,163.0
74,50,140.0
84,200,130.0
79,148,148.0
32,151,1202.0
8,99,177.0
8,60,138.0
8,88,166.0
8,104,1155.0
84,186,129.0
79,152,152.0
32,163,571.0
80,112,221.0
76,110,346.0
65,222,237.0
89,170,203.0
32,138,543.0
87,176,457.0
69,153,356.0
76,66,144.0
76,138,185.0
32,151,479.0
84,186,218.0
73,139,170.0
83,246,514.0
8,92,170.0
8,104,638.0
72,160,160.0
73,106,106.0
83,236,176.0
32,169,372.0
87,162,366.0
69,87,134.0
69,133,273.0
75,189,220.0
32,187,359.0
65,222,222.0
78,188,173.0
68,273,198.0
32,153,717.0
67,169,153.0
65,213,586.0
84,132,743.0
67,186,170.0
72,120,276.0
32,127,1255.0
65,278,496.0
32,188,220.0
76,201,279.0
79,174,221.0
84,185,295.0
32,206,578.0
79,148,163.0
70,233,104.0
32,161,519.0
80,177,255.0
65,219,499.0
83,93,156.0
83,136,167.0
69,120,230.0
83,216,604.0
190,322,6074.0
16,262,143.0
72,134,572.0
69,129,223.0
32,155,626.0
87,161,239.0
65,220,268.0
83,229,155.0
32,152,920.0
82,194,179.0
69,184,558.0
67,191,975.0
79,121,433.0
71,137,464.0
78,228,171.0
73,135,639.0
90,175,270.0
69,127,236.0
68,203,250.0
32,172,421.0
73,188,136.0
78,165,227.0
32,155,389.0
72,133,149.0
73,135,104.0
