KEYCODE,ht,df
16,208,128.0
87,117,185.0
69,148,198.0
32,106,384.0
83,127,328.0
79,74,381.0
78,107,1423.0
192,53,583.0
84,154,189.0
32,95,276.0
83,143,200.0
69,122,214.0
69,148,187.0
77,107,218.0
32,95,161.0
84,154,58.0
79,101,180.0
32,106,197.0
72,114,108.0
65,139,303.0
86,138,209.0
69,164,197.0
32,133,252.0
65,143,133.0
78,159,275.0
89,112,216.0
32,74,418.0
80,95,210.0
79,79,191.0
83,138,154.0
73,80,371.0
84,153,148.0
73,74,468.0
86,96,168.0
69,169,271.0
32,101,230.0
73,79,471.0
78,114,392.0
67,159,138.0
79,106,164.0
77,111,116.0
69,170,401.0
32,111,222.0
84,148,205.0
72,91,135.0
69,165,194.0
82,127,173.0
69,165,769.0
190,85,5871.0
16,276,165.0
73,100,314.0
84,154,645.0
192,111,182.0
83,165,230.0
32,96,323.0
78,138,133.0
79,90,175.0
84,149,257.0
32,111,248.0
87,154,203.0
79,122,236.0
82,149,160.0
75,95,196.0
73,74,106.0
78,90,135.0
71,148,138.0
32,111,896.0
86,101,192.0
69,202,236.0
82,138,112.0
89,85,157.0
32,106,143.0
87,143,195.0
69,143,224.0
76,101,146.0
76,95,610.0
190,80,4449.0
16,589,490.0
89,120,190.0
79,122,180.0
85,85,183.0
32,80,285.0
67,117,156.0
65,122,74.0
78,95,179.0
32,127,217.0
84,170,357.0
65,165,160.0
76,105,172.0
75,112,253.0
32,106,183.0
84,154,58.0
79,101,192.0
32,96,214.0
16,276,192.0
66,116,257.0
69,175,361.0
67,154,273.0
75,101,464.0
89,74,816.0
16,493,387.0
49,149,7882.0
16,244,106.0
79,106,472.0
80,138,227.0
69,154,143.0
78,90,253.0
73,106,153.0
78,106,195.0
71,138,291.0
32,111,134.0
79,102,148.0
78,95,183.0
32,111,181.0
84,154,96.0
72,116,148.0
69,143,133.0
32,106,418.0
66,95,225.0
65,143,263.0
67,101,96.0
75,106,296.0
32,106,220.0
78,85,140.0
79,74,667.0
78,90,440.0
69,164,396.0
32,117,729.0
83,170,160.0
72,85,80.0
69,154,198.0
32,90,541.0
66,122,127.0
73,101,320.0
82,128,267.0
68,149,264.0
73,122,467.0
69,143,226.0
68,159,347.0
32,122,253.0
84,156,106.0
72,104,162.0
69,165,307.0
32,121,459.0
49,122,187.0
49,107,345.0
84,160,128.0
72,101,221.0
32,100,586.0
65,165,117.0
78,101,164.0
68,170,195.0
32,90,639.0
66,128,133.0
79,139,852.0
71,144,296.0
69,170,375.0
89,84,155.0
69,128,205.0
68,149,189.0
32,101,415.0
84,149,96.0
72,90,152.0
69,160,195.0
32,101,302.0
78,111,101.0
69,143,473.0
88,122,263.0
84,144,722.0
190,84,5964.0
16,357,303.0
87,123,180.0
69,149,650.0
192,79,225.0
82,128,157.0
69,154,182.0
32,90,201.0
78,117,168.0
79,69,97.0
84,143,189.0
32,90,174.0
65,132,210.0
32,112,194.0
76,107,215.0
79,101,267.0
86,117,669.0
75,95,302.0
32,86,1196.0
71,122,443.0
79,96,248.0
82,143,188.0
32,101,182.0
84,143,85.0
72,90,133.0
69,138,96.0
32,117,176.0
80,80,179.0
79,96,209.0
76,106,195.0
69,160,529.0
190,79,5422.0
16,154,96.0
84,148,363.0
69,173,242.0
76,59,113.0
76,90,188.0
32,97,146.0
72,85,90.0
69,170,154.0
82,117,214.0
32,106,475.0
84,159,101.0
79,100,186.0
32,96,522.0
71,106,188.0
69,150,205.0
84,143,138.0
32,168,157.0
77,127,235.0
89,79,193.0
32,69,266.0
78,101,692.0
8,90,369.0
69,122,334.0
88,148,127.0
80,95,215.0
69,128,166.0
78,111,336.0
83,136,165.0
69,150,249.0
32,100,637.0
82,122,172.0
69,160,343.0
80,101,211.0
79,107,199.0
82,133,210.0
84,106,155.0
32,96,353.0
68,159,101.0
79,90,150.0
78,106,175.0
69,127,508.0
190,90,6620.0
16,473,373.0
67,116,198.0
65,154,165.0
78,96,195.0
32,95,211.0
89,96,155.0
79,133,156.0
85,79,198.0
32,85,251.0
72,131,320.0
69,175,170.0
76,106,212.0
80,90,272.0
32,101,227.0
77,112,101.0
69,160,211.0
32,101,232.0
72,95,125.0
69,181,219.0
82,143,185.0
69,176,630.0
16,811,540.0
191,69,4866.0
16,217,196.0
84,122,259.0
82,127,122.0
73,112,128.0
69,142,202.0
68,127,132.0
32,91,260.0
82,117,156.0
69,159,291.0
65,143,240.0
67,171,160.0
72,90,164.0
73,79,129.0
78,90,163.0
71,159,155.0
32,111,308.0
89,91,153.0
79,106,157.0
85,74,170.0
32,85,185.0
69,167,267.0
65,122,211.0
82,127,122.0
76,128,212.0
73,111,180.0
69,154,188.0
82,117,1094.0
190,101,3893.0
16,168,88.0
83,149,298.0
79,80,257.0
82,122,193.0
82,111,80.0
89,74,131.0
32,101,311.0
70,149,112.0
79,106,156.0
82,95,90.0
32,96,199.0
84,96,64.0
72,90,156.0
69,138,149.0
32,79,203.0
85,79,192.0
78,85,268.0
70,157,357.0
82,117,267.0
