KEYCODE,ht,df
16,223,303.0
73,103,152.0
82,71,440.0
8,79,167.0
8,56,240.0
16,224,185.0
73,79,272.0
84,95,159.0
32,88,91.0
83,69,341.0
72,96,240.0
79,72,192.0
85,64,248.0
76,56,144.0
68,144,545.0
32,119,120.0
83,135,79.0
65,136,137.0
86,151,103.0
69,168,128.0
32,136,121.0
84,111,112.0
72,87,111.0
69,128,72.0
32,105,328.0
84,136,137.0
65,175,167.0
88,120,121.0
80,79,167.0
65,120,208.0
89,112,136.0
69,216,120.0
82,120,456.0
83,136,136.0
32,72,152.0
65,152,112.0
32,88,184.0
86,128,200.0
79,72,456.0
8,56,136.0
8,64,64.0
67,80,96.0
79,72,184.0
78,72,88.0
83,112,112.0
73,64,168.0
68,112,200.0
69,144,192.0
82,128,128.0
65,112,192.0
66,64,112.0
76,32,296.0
69,144,272.0
32,112,144.0
65,120,104.0
77,72,192.0
79,64,200.0
85,56,193.0
78,72,128.0
84,72,232.0
32,88,136.0
79,72,112.0
70,160,104.0
32,104,144.0
77,72,216.0
79,64,208.0
78,72,480.0
69,120,360.0
89,88,288.0
190,64,3008.0
16,519,432.0
72,63,192.0
69,151,152.0
32,103,104.0
69,87,199.0
88,112,272.0
84,120,96.0
69,144,216.0
78,80,96.0
68,129,88.0
69,128,104.0
68,184,185.0
32,111,631.0
16,152,64.0
70,89,312.0
82,137,96.0
69,113,416.0
85,88,304.0
68,128,168.0
73,48,120.0
65,136,256.0
78,80,353.0
32,111,407.0
84,112,184.0
72,72,176.0
69,96,152.0
79,57,160.0
84,48,456.0
8,64,32.0
82,64,184.0
89,112,208.0
32,80,136.0
73,64,200.0
78,56,104.0
84,96,208.0
79,88,192.0
32,112,384.0
65,112,160.0
68,88,136.0
79,64,752.0
76,72,240.0
69,96,224.0
83,120,176.0
67,144,256.0
78,64,112.0
69,96,176.0
67,128,296.0
8,64,160.0
8,56,137.0
8,71,87.0
69,120,144.0
78,64,80.0
67,112,472.0
69,96,288.0
32,105,105.0
65,128,129.0
66,47,48.0
68,135,111.0
32,88,296.0
8,64,152.0
8,80,176.0
8,72,152.0
8,112,344.0
78,72,48.0
68,152,128.0
32,112,360.0
65,136,256.0
68,112,240.0
85,72,272.0
76,64,408.0
84,95,304.0
72,71,240.0
79,63,128.0
79,71,95.0
68,72,129.0
190,55,2935.0
16,272,168.0
73,56,184.0
32,72,152.0
72,56,48.0
65,120,209.0
86,151,167.0
69,144,120.0
32,112,192.0
78,72,216.0
79,80,81.0
32,103,183.0
80,64,88.0
69,80,176.0
82,96,304.0
8,56,144.0
8,64,136.0
8,72,24.0
69,112,49.0
82,87,167.0
83,104,56.0
79,80,232.0
78,72,96.0
65,184,160.0
76,80,160.0
32,112,448.0
84,88,184.0
82,88,88.0
65,128,112.0
78,80,80.0
83,168,112.0
65,120,312.0
67,112,552.0
84,64,128.0
73,104,48.0
79,96,632.0
78,88,112.0
83,128,176.0
32,144,128.0
87,120,168.0
73,72,96.0
84,120,176.0
72,72,224.0
32,80,416.0
65,96,112.0
78,80,144.0
84,64,512.0
8,72,168.0
8,80,48.0
89,104,256.0
32,96,112.0
16,224,120.0
69,80,288.0
78,72,352.0
82,72,72.0
79,88,208.0
78,96,144.0
32,96,257.0
16,120,456.0
69,112,80.0
78,79,127.0
