KEYCODE,ht,df
66,141,94.0
69,143,127.0
78,208,209.0
32,55,95.0
67,152,392.0
79,152,106.0
85,158,198.0
76,160,176.0
68,104,176.0
32,144,225.0
84,135,111.0
69,144,312.0
76,120,200.0
76,128,224.0
32,104,240.0
72,152,96.0
73,144,264.0
77,168,216.0
32,112,120.0
65,168,112.0
66,88,216.0
79,224,128.0
85,128,144.0
84,89,144.0
32,144,760.0
16,232,136.0
80,120,864.0
77,184,624.0
8,128,249.0
79,168,343.0
77,128,321.0
80,119,175.0
65,56,520.0
78,128,577.0
80,111,303.0
190,184,480.0
8,96,168.0
8,104,704.0
79,56,448.0
190,96,5240.0
16,248,208.0
73,120,216.0
32,128,584.0
72,120,152.0
82,160,200.0
65,240,496.0
8,96,185.0
8,111,207.0
69,152,153.0
65,175,135.0
82,128,248.0
68,160,136.0
32,128,248.0
73,152,128.0
84,112,113.0
32,135,138.0
87,133,134.0
65,191,119.0
83,128,72.0
32,128,264.0
65,216,112.0
32,136,144.0
84,88,216.0
32,104,440.0
8,144,528.0
8,88,1064.0
8,144,192.0
84,112,536.0
32,152,280.0
53,88,296.0
16,512,1752.0
191,80,768.0
8,80,184.0
16,544,464.0
191,56,2240.0
16,336,280.0
73,112,216.0
78,112,552.0
8,120,216.0
32,152,288.0
74,104,688.0
8,128,392.0
72,96,96.0
79,136,88.0
80,152,192.0
69,184,186.0
32,166,894.0
89,120,64.0
80,248,144.0
85,168,184.0
32,176,360.0
8,88,192.0
8,66,168.0
8,104,416.0
8,112,256.0
79,104,232.0
85,112,497.0
8,87,175.0
8,104,216.0
89,96,136.0
79,88,216.0
85,128,112.0
32,184,208.0
65,128,128.0
82,184,136.0
69,168,72.0
32,168,496.0
70,256,176.0
69,152,192.0
76,48,152.0
76,72,224.0
79,136,608.0
8,120,200.0
8,128,352.0
8,136,192.0
69,176,424.0
8,96,168.0
8,104,105.0
69,175,151.0
76,152,304.0
79,80,160.0
78,120,192.0
71,120,320.0
8,88,184.0
8,80,160.0
8,104,592.0
73,192,240.0
78,104,128.0
71,88,112.0
32,168,464.0
66,136,136.0
69,128,312.0
84,56,200.0
84,96,128.0
69,184,104.0
82,144,785.0
190,71,3303.0
16,624,584.0
71,128,248.0
79,128,128.0
84,112,152.0
32,168,232.0
84,128,521.0
8,160,263.0
89,96,184.0
79,248,200.0
85,120,144.0
82,184,186.0
32,166,406.0
66,136,136.0
65,128,96.0
67,160,192.0
75,88,632.0
8,128,232.0
32,184,280.0
87,144,128.0
72,208,208.0
73,136,240.0
76,161,136.0
69,144,160.0
32,144,264.0
89,168,144.0
79,328,184.0
85,176,144.0
32,104,424.0
80,128,680.0
73,136,152.0
67,104,107.0
75,237,349.0
32,144,664.0
85,128,272.0
80,120,376.0
32,160,248.0
87,128,216.0
73,160,248.0
78,104,344.0
69,136,1016.0
190,64,2832.0
16,520,488.0
68,120,304.0
73,120,96.0
68,112,288.0
32,144,440.0
89,112,88.0
79,288,168.0
85,152,112.0
32,96,576.0
71,120,120.0
69,152,152.0
84,112,136.0
32,144,176.0
84,144,136.0
72,160,424.0
73,112,88.0
83,120,776.0
16,256,144.0
191,112,2576.0
16,480,400.0
87,88,184.0
69,264,544.0
32,136,632.0
76,120,184.0
79,160,136.0
83,208,208.0
84,128,112.0
32,144,320.0
16,240,744.0
49,120,121.0
32,127,839.0
80,96,216.0
76,152,168.0
65,136,296.0
89,120,160.0
69,192,160.0
82,152,152.0
32,192,448.0
84,104,80.0
72,152,184.0
73,152,152.0
83,112,136.0
32,144,168.0
87,160,280.0
69,80,192.0
69,88,48.0
75,137,232.0
32,144,176.0
87,128,129.0
72,111,207.0
79,152,256.0
32,128,304.0
80,232,233.0
73,135,159.0
67,128,200.0
75,160,144.0
69,144,192.0
68,128,152.0
32,128,256.0
66,128,392.0
8,112,113.0
16,207,151.0
66,136,288.0
65,177,369.0
76,127,207.0
84,96,136.0
73,200,296.0
77,128,200.0
79,136,224.0
82,176,112.0
69,160,160.0
188,160,184.0
32,160,616.0
83,136,376.0
79,160,280.0
82,32,280.0
82,128,208.0
89,136,1072.0
190,112,5088.0
16,376,384.0
84,104,80.0
72,128,136.0
69,152,168.0
32,160,328.0
77,160,192.0
69,56,200.0
69,104,552.0
8,56,152.0
8,128,130.0
69,142,406.0
69,104,400.0
8,136,136.0
84,96,192.0
73,184,224.0
78,128,128.0
71,128,128.0
32,144,392.0
67,176,152.0
65,160,152.0
77,136,152.0
69,136,112.0
32,144,184.0
68,200,168.0
65,104,240.0
89,160,296.0
83,136,136.0
32,152,296.0
65,160,360.0
70,192,248.0
84,120,136.0
69,264,96.0
82,168,144.0
32,136,232.0
84,120,80.0
72,120,120.0
69,160,161.0
32,103,183.0
69,208,128.0
78,128,328.0
84,72,184.0
82,144,144.0
89,120,208.0
32,128,232.0
73,200,216.0
78,120,122.0
84,102,102.0
79,184,232.0
32,152,560.0
16,272,408.0
67,216,160.0
16,264,552.0
16,128,176.0
8,152,176.0
16,264,136.0
67,176,304.0
72,96,64.0
69,240,1016.0
82,136,400.0
78,136,288.0
79,136,304.0
77,104,168.0
89,128,440.0
82,104,296.0
68,152,144.0
73,129,208.0
78,104,448.0
222,144,240.0
83,120,248.0
32,168,688.0
84,248,152.0
69,184,312.0
65,168,168.0
77,96,344.0
191,168,712.0
8,112,448.0
190,72,2048.0
16,328,296.0
84,104,104.0
72,128,336.0
65,184,160.0
84,128,128.0
32,112,256.0
73,152,153.0
83,135,111.0
32,96,192.0
79,208,208.0
78,144,176.0
69,176,112.0
32,128,256.0
79,129,112.0
70,136,136.0
32,128,130.0
84,102,118.0
72,128,72.0
69,200,200.0
32,152,312.0
84,96,48.0
72,152,152.0
73,208,184.0
78,144,144.0
71,160,104.0
83,211,192.0
32,152,496.0
87,184,360.0
69,232,400.0
32,160,104.0
65,200,160.0
82,152,88.0
69,168,144.0
