KEYCODE,ht,df
16,201,121.0
72,130,133.0
73,125,87.0
83,122,79.0
84,111,99.0
79,151,95.0
82,170,88.0
89,98,120.0
32,156,90.0
82,142,77.0
69,93,72.0
80,150,112.0
69,167,326.0
65,136,113.0
84,141,97.0
69,78,159.0
68,107,74.0
32,150,59.0
73,136,148.0
84,94,125.0
83,106,63.0
69,111,99.0
76,131,74.0
70,112,78.0
32,103,70.0
76,125,73.0
65,132,43.0
83,146,93.0
84,112,58.0
32,152,115.0
83,128,151.0
69,127,110.0
65,132,88.0
83,122,111.0
79,144,56.0
78,125,61.0
32,117,47.0
87,83,119.0
72,98,40.0
69,90,124.0
78,131,32.0
32,146,41.0
16,148,80.0
84,103,332.0
69,102,127.0
78,142,173.0
69,85,302.0
82,83,108.0
73,127,119.0
70,132,67.0
69,99,113.0
32,113,176.0
66,138,49.0
69,146,71.0
65,118,50.0
84,109,93.0
32,112,104.0
16,141,70.0
77,152,114.0
65,69,142.0
68,126,102.0
82,109,113.0
73,98,79.0
68,109,184.0
190,112,3252.0
16,170,57.0
73,73,221.0
186,63,277.0
8,94,159.0
222,83,193.0
76,64,137.0
76,88,78.0
32,150,48.0
84,125,80.0
65,121,70.0
75,121,66.0
32,108,48.0
84,107,65.0
79,93,77.0
32,114,67.0
89,115,33.0
79,131,78.0
85,77,46.0
32,108,94.0
79,141,105.0
78,108,121.0
32,120,39.0
16,123,47.0
77,104,118.0
79,153,71.0
78,95,53.0
68,127,71.0
65,132,80.0
89,93,60.0
190,88,2018.0
16,2776,2660.0
87,102,170.0
69,113,117.0
32,117,92.0
78,133,68.0
69,79,160.0
69,64,145.0
68,123,157.0
32,147,113.0
84,111,78.0
79,92,85.0
32,132,77.0
66,98,72.0
82,103,60.0
73,165,77.0
78,141,80.0
71,84,99.0
32,148,91.0
84,128,34.0
72,99,87.0
69,106,84.0
77,122,68.0
32,150,74.0
65,151,80.0
76,90,171.0
79,142,54.0
78,135,51.0
71,97,58.0
32,137,80.0
83,103,62.0
76,79,161.0
79,106,87.0
87,109,115.0
76,113,154.0
89,98,83.0
190,99,1999.0
16,168,85.0
72,121,69.0
69,138,94.0
32,132,69.0
73,103,84.0
83,115,81.0
32,101,48.0
76,162,96.0
73,133,114.0
83,113,89.0
84,113,77.0
69,98,140.0
68,118,74.0
32,141,94.0
65,121,59.0
83,132,79.0
32,141,70.0
80,122,83.0
82,113,80.0
79,161,104.0
66,94,85.0
65,132,91.0
66,106,122.0
76,136,109.0
69,101,78.0
32,155,86.0
70,92,55.0
79,126,60.0
82,94,78.0
32,136,68.0
84,115,34.0
72,126,58.0
73,131,79.0
83,73,45.0
32,166,120.0
87,99,131.0
69,113,185.0
69,117,74.0
75,69,190.0
222,88,68.0
83,92,80.0
32,150,85.0
71,146,76.0
65,112,56.0
77,74,115.0
69,93,129.0
190,92,1632.0
16,266,162.0
71,123,94.0
79,127,90.0
32,160,76.0
70,81,65.0
79,131,51.0
82,92,62.0
32,132,53.0
84,136,54.0
72,138,37.0
69,88,94.0
32,105,65.0
68,122,28.0
79,102,165.0
76,63,135.0
76,100,79.0
65,83,59.0
82,136,57.0
83,121,66.0
190,95,3107.0
16,234,143.0
82,128,179.0
69,103,174.0
83,116,63.0
69,121,68.0
82,99,193.0
86,94,59.0
69,112,88.0
32,141,103.0
16,132,52.0
72,141,124.0
69,141,66.0
65,142,112.0
80,92,84.0
32,113,98.0
79,127,57.0
78,124,43.0
32,144,77.0
89,115,72.0
79,165,56.0
85,141,42.0
82,93,78.0
32,176,130.0
82,94,61.0
79,128,156.0
83,147,123.0
84,97,153.0
69,151,72.0
82,82,62.0
32,179,112.0
84,124,33.0
72,132,69.0
73,131,54.0
83,89,69.0
32,157,101.0
87,111,68.0
69,108,189.0
69,113,177.0
75,95,166.0
190,5168,2334.0
16,190,106.0
72,141,70.0
69,115,118.0
32,169,90.0
87,102,71.0
65,137,83.0
83,122,79.0
32,102,59.0
73,169,67.0
78,155,52.0
32,133,34.0
71,83,169.0
82,126,72.0
69,180,144.0
65,163,91.0
84,130,106.0
32,173,85.0
83,103,90.0
72,102,93.0
65,112,92.0
80,136,54.0
69,122,74.0
32,123,138.0
76,140,58.0
65,153,53.0
83,170,68.0
84,138,88.0
32,108,54.0
78,122,58.0
73,103,75.0
71,79,84.0
72,68,62.0
84,107,1677.0
16,185,87.0
80,171,115.0
76,140,169.0
69,115,127.0
65,116,72.0
83,153,89.0
69,113,69.0
32,142,79.0
76,70,161.0
79,64,147.0
79,155,89.0
75,123,78.0
32,132,79.0
79,146,63.0
86,76,142.0
69,156,83.0
82,131,87.0
32,118,128.0
65,107,76.0
78,112,75.0
68,126,70.0
32,120,44.0
76,148,100.0
69,137,58.0
84,127,44.0
32,146,68.0
77,137,92.0
69,130,87.0
32,131,49.0
75,68,44.0
78,135,101.0
79,93,64.0
87,112,100.0
190,98,1394.0
16,228,104.0
73,84,230.0
222,94,184.0
76,84,155.0
76,68,60.0
32,160,77.0
71,96,55.0
73,93,104.0
86,107,52.0
69,138,356.0
8,74,145.0
8,65,156.0
8,73,156.0
73,55,95.0
