KEYCODE,ht,df
16,616,489.0
84,64,221.0
72,59,458.0
73,67,224.0
83,75,122.0
32,103,256.0
73,100,347.0
32,116,1066.0
8,55,151.0
83,116,184.0
32,100,269.0
84,68,247.0
72,74,232.0
69,86,122.0
32,97,293.0
78,43,138.0
69,85,332.0
65,115,168.0
84,85,248.0
69,85,269.0
83,100,170.0
84,82,178.0
32,121,452.0
84,36,431.0
79,38,638.0
89,82,219.0
32,96,446.0
16,332,232.0
73,84,185.0
32,115,299.0
72,100,232.0
65,84,116.0
89,88,184.0
32,103,200.0
72,100,184.0
65,89,169.0
68,67,863.0
190,54,5561.0
16,612,577.0
74,83,310.0
65,88,141.0
78,81,217.0
32,85,247.0
72,93,231.0
65,117,237.0
83,101,216.0
32,116,216.0
65,116,161.0
32,76,272.0
76,71,968.0
79,85,354.0
84,83,178.0
32,102,200.0
79,71,338.0
70,84,184.0
32,106,378.0
68,87,243.0
69,84,579.0
84,85,215.0
65,91,364.0
73,91,606.0
76,67,576.0
190,72,39895.0
16,522,221.0
73,84,533.0
32,99,282.0
78,84,402.0
69,65,181.0
69,54,240.0
68,82,242.0
32,116,135.0
65,119,150.0
32,100,700.0
76,52,301.0
73,84,364.0
84,56,135.0
84,56,408.0
76,66,240.0
69,72,136.0
32,118,233.0
77,69,201.0
79,73,342.0
82,111,173.0
69,101,153.0
32,116,363.0
83,100,217.0
84,88,152.0
65,100,201.0
84,83,668.0
65,83,200.0
66,84,332.0
73,68,231.0
76,85,211.0
73,60,321.0
84,73,184.0
89,87,214.0
32,88,892.0
73,77,210.0
78,71,194.0
32,101,203.0
77,117,289.0
89,103,181.0
32,140,363.0
87,77,235.0
79,100,259.0
82,71,991.0
75,81,194.0
32,106,618.0
69,86,767.0
8,66,388.0
73,77,294.0
78,87,553.0
86,76,748.0
8,66,179.0
8,52,359.0
8,66,797.0
69,107,274.0
78,86,543.0
86,71,403.0
79,77,225.0
82,96,662.0
79,77,314.0
78,77,240.0
77,81,149.0
69,96,154.0
78,77,1081.0
8,77,335.0
84,105,308.0
190,67,257438.0
16,282,145.0
73,85,337.0
70,100,201.0
32,100,348.0
72,99,281.0
69,100,703.0
222,83,890.0
76,76,857.0
76,85,332.0
32,86,301.0
83,101,204.0
73,80,466.0
71,75,868.0
78,82,209.0
32,89,188.0
78,84,234.0
79,20,866.0
8,86,500.0
79,84,253.0
32,100,247.0
73,85,301.0
83,70,200.0
83,85,166.0
85,87,216.0
69,119,266.0
83,101,222.0
32,116,601.0
87,100,197.0
73,67,282.0
84,83,238.0
72,84,231.0
32,101,235.0
16,249,148.0
66,85,263.0
65,121,253.0
82,85,268.0
67,100,263.0
65,86,486.0
76,84,1953.0
65,66,224.0
89,58,202.0
83,72,638.0
190,64,7823.0
16,329,247.0
87,66,234.0
65,81,832.0
84,69,295.0
67,82,318.0
72,85,219.0
32,84,416.0
70,117,237.0
79,100,201.0
82,100,195.0
32,106,237.0
77,102,268.0
79,80,365.0
82,113,167.0
69,96,168.0
32,117,617.0
68,83,281.0
69,67,355.0
84,85,194.0
65,67,419.0
73,82,265.0
76,52,183.0
83,84,302.0
188,68,333.0
32,100,468.0
16,301,700.0
67,66,416.0
79,85,252.0
77,97,264.0
73,68,216.0
78,85,253.0
71,100,200.0
32,100,248.0
83,87,153.0
79,65,201.0
79,63,245.0
78,69,1001.0
190,84,21674.0
16,283,230.0
76,84,369.0
69,99,215.0
84,85,186.0
32,130,268.0
77,100,148.0
69,99,177.0
32,122,237.0
75,86,285.0
78,71,216.0
79,84,331.0
87,71,160.0
32,117,204.0
87,115,215.0
72,85,217.0
73,92,421.0
67,39,224.0
72,79,582.0
32,81,848.0
68,101,182.0
65,135,203.0
89,80,207.0
32,109,457.0
73,85,201.0
83,100,156.0
32,97,661.0
71,68,567.0
79,36,147.0
79,53,268.0
68,105,154.0
32,100,417.0
70,116,223.0
79,85,347.0
32,122,489.0
89,72,305.0
79,83,276.0
85,75,1014.0
16,370,341.0
191,122,1001.0
8,71,531.0
190,73,15072.0
16,320,231.0
87,72,1406.0
72,97,214.0
69,120,496.0
84,73,325.0
72,80,136.0
69,67,179.0
82,93,210.0
32,127,370.0
84,72,221.0
72,84,183.0
65,50,117.0
84,100,162.0
32,123,901.0
80,101,285.0
65,87,300.0
67,84,561.0
75,60,240.0
65,90,183.0
71,67,333.0
69,85,353.0
32,81,416.0
73,101,285.0
83,102,123.0
32,105,238.0
84,70,255.0
82,50,178.0
65,71,185.0
73,68,232.0
78,86,205.0
73,81,216.0
78,100,247.0
71,101,199.0
32,102,786.0
79,84,316.0
84,84,758.0
8,82,257.0
82,88,169.0
32,101,256.0
77,77,345.0
65,85,184.0
84,100,532.0
69,84,200.0
82,84,733.0
73,101,185.0
65,51,990.0
76,86,205.0
32,110,268.0
72,84,200.0
65,148,285.0
83,69,118.0
32,133,349.0
89,101,235.0
69,53,133.0
84,102,269.0
32,100,803.0
84,63,430.0
79,84,217.0
