KEYCODE,ht,df
16,199,120.0
67,136,175.0
65,129,273.0
32,104,368.0
8,71,431.0
78,81,97.0
32,104,128.0
87,120,72.0
69,176,96.0
32,136,351.0
72,88,72.0
65,169,145.0
86,88,144.0
69,151,104.0
32,143,208.0
84,88,111.0
72,65,88.0
69,137,113.0
77,115,176.0
32,144,448.0
85,128,88.0
78,102,119.0
84,112,96.0
73,81,160.0
76,105,73.0
32,136,104.0
87,144,112.0
69,151,105.0
32,118,191.0
77,79,40.0
79,128,143.0
86,104,193.0
69,111,127.0
16,137,112.0
191,81,3049.0
16,511,369.0
72,87,246.0
65,153,201.0
86,104,224.0
69,152,104.0
32,136,200.0
89,151,104.0
79,191,103.0
85,144,177.0
32,144,288.0
84,103,152.0
65,135,88.0
76,104,168.0
75,88,112.0
69,71,151.0
68,121,97.0
32,112,127.0
84,120,49.0
79,87,135.0
32,88,121.0
16,239,95.0
83,160,198.0
79,90,26.0
77,120,193.0
69,119,208.0
82,128,216.0
72,127,95.0
79,104,177.0
76,103,128.0
68,96,184.0
69,80,136.0
82,135,119.0
16,193,97.0
191,72,2520.0
16,376,216.0
87,136,208.0
72,104,88.0
65,167,143.0
84,136,152.0
32,127,183.0
68,137,185.0
79,119,224.0
32,137,97.0
89,136,120.0
79,176,96.0
85,128,95.0
32,120,207.0
84,113,98.0
72,119,104.0
73,176,112.0
78,160,144.0
71,80,330.0
8,70,405.0
75,81,138.0
16,327,223.0
191,88,1858.0
16,604,925.0
16,1064,960.0
73,71,552.0
222,79,537.0
77,78,143.0
32,136,224.0
83,183,168.0
84,87,103.0
73,81,193.0
76,80,129.0
76,95,63.0
32,96,135.0
73,136,65.0
78,112,55.0
32,129,144.0
16,465,120.0
70,121,177.0
87,143,608.0
190,89,1552.0
16,1392,1311.0
76,96,168.0
65,137,89.0
68,128,232.0
73,120,144.0
69,144,192.0
83,160,312.0
188,88,128.0
32,112,496.0
72,80,96.0
69,71,144.0
82,72,136.0
69,128,520.0
222,88,64.0
83,168,120.0
32,127,248.0
84,128,199.0
72,81,105.0
69,136,103.0
32,121,201.0
86,88,288.0
8,80,32.0
82,96,168.0
69,103,200.0
86,120,168.0
73,80,160.0
83,136,120.0
69,184,360.0
68,168,143.0
32,146,233.0
16,264,152.0
83,144,207.0
69,121,193.0
80,112,136.0
84,87,544.0
69,112,167.0
77,113,545.0
66,88,64.0
69,96,184.0
82,128,104.0
32,95,127.0
82,129,377.0
8,80,184.0
80,87,208.0
85,80,128.0
82,120,223.0
67,128,104.0
72,80,64.0
65,112,81.0
83,160,135.0
69,121,289.0
190,81,2760.0
16,481,384.0
73,80,503.0
222,81,265.0
77,80,103.0
32,105,184.0
71,113,145.0
76,112,128.0
65,135,95.0
68,184,144.0
32,120,290.0
89,87,71.0
79,144,96.0
85,112,144.0
32,80,96.0
76,104,184.0
73,72,152.0
75,88,112.0
69,104,176.0
68,136,207.0
16,368,449.0
32,128,312.0
73,80,127.0
84,121,209.0
16,248,368.0
190,72,2560.0
16,343,232.0
84,95,185.0
82,127,198.0
89,97,129.0
32,112,96.0
73,112,135.0
84,137,97.0
32,120,152.0
65,119,94.0
71,137,114.0
65,96,48.0
73,152,80.0
78,119,184.0
32,120,135.0
65,129,145.0
78,72,88.0
68,151,88.0
32,127,103.0
76,129,105.0
69,96,184.0
84,128,88.0
32,128,88.0
77,96,135.0
69,153,105.0
32,88,64.0
75,71,159.0
78,113,73.0
79,128,113.0
87,87,198.0
16,226,320.0
190,81,2384.0
16,320,209.0
84,96,192.0
82,136,112.0
73,80,192.0
80,112,128.0
32,87,120.0
87,176,160.0
65,152,96.0
83,168,120.0
32,128,183.0
70,105,345.0
8,79,97.0
71,110,94.0
79,65,145.0
79,88,135.0
68,185,121.0
32,120,376.0
73,80,120.0
32,111,168.0
80,112,319.0
69,121,425.0
83,119,472.0
8,80,160.0
8,80,160.0
82,96,159.0
69,120,145.0
83,128,200.0
77,96,152.0
85,120,176.0
69,136,488.0
8,71,144.0
8,80,136.0
8,104,400.0
85,120,135.0
77,113,169.0
69,104,159.0
16,233,129.0
191,79,2472.0
16,376,232.0
84,111,183.0
72,88,113.0
69,175,128.0
32,135,215.0
79,89,144.0
70,72,121.0
70,127,151.0
73,81,105.0
67,128,264.0
69,127,199.0
73,57,297.0
8,63,111.0
8,97,305.0
73,72,184.0
65,111,127.0
76,81,137.0
32,120,144.0
65,120,96.0
71,95,192.0
69,112,127.0
78,65,112.0
84,129,521.0
8,87,136.0
67,128,160.0
89,79,135.0
32,137,249.0
16,1096,151.0
83,104,201.0
65,111,392.0
66,79,207.0
65,121,448.0
32,121,385.0
83,160,112.0
65,192,176.0
73,87,112.0
68,135,96.0
32,127,191.0
87,160,352.0
8,81,113.0
16,255,144.0
87,160,272.0
69,144,504.0
68,136,480.0
78,95,111.0
69,121,137.0
83,96,120.0
68,136,112.0
65,136,336.0
8,80,143.0
8,96,480.0
68,136,89.0
65,143,184.0
89,80,184.0
32,111,215.0
50,88,354.0
53,110,174.0
32,120,416.0
67,128,160.0
73,80,120.0
86,120,97.0
73,80,184.0
76,112,224.0
73,103,151.0
65,121,88.0
78,113,177.0
83,129,104.0
32,127,160.0
72,96,112.0
65,135,160.0
68,168,144.0
32,127,280.0
66,72,104.0
69,63,136.0
69,111,79.0
78,81,113.0
32,95,153.0
75,88,168.0
73,71,176.0
76,72,120.0
76,87,64.0
69,88,159.0
