KEYCODE,ht,df
16,181,165.0
84,88,64.0
72,136,208.0
69,112,168.0
78,104,312.0
32,136,288.0
87,128,57.0
69,159,127.0
82,112,136.0
32,136,232.0
76,96,64.0
73,112,104.0
84,104,272.0
32,136,200.0
79,176,104.0
85,128,104.0
82,104,240.0
32,144,200.0
67,120,112.0
65,138,120.0
78,112,448.0
68,72,168.0
69,48,497.0
8,60,209.0
76,102,39.0
69,119,79.0
83,243,247.0
32,65,177.0
65,128,104.0
78,112,104.0
68,96,128.0
32,120,496.0
74,48,136.0
85,104,72.0
83,152,128.0
84,112,128.0
32,136,417.0
84,71,351.0
8,72,80.0
83,96,104.0
84,80,136.0
79,48,120.0
79,72,432.0
68,96,144.0
32,128,224.0
84,80,96.0
72,88,80.0
69,88,72.0
82,128,112.0
69,88,448.0
32,128,192.0
83,104,456.0
73,80,208.0
76,128,152.0
69,88,176.0
78,128,152.0
84,104,373.0
76,140,155.0
89,122,176.0
32,147,440.0
8,80,224.0
188,112,144.0
32,128,513.0
72,71,127.0
79,88,160.0
76,80,96.0
68,136,64.0
73,152,120.0
78,128,112.0
71,88,960.0
32,144,440.0
84,88,96.0
72,96,112.0
69,112,120.0
77,144,768.0
190,120,7104.0
16,200,176.0
84,104,120.0
72,88,72.0
69,80,120.0
32,120,224.0
82,80,112.0
73,80,192.0
79,176,152.0
84,96,272.0
83,120,224.0
32,128,184.0
87,112,104.0
69,88,64.0
82,128,112.0
69,88,352.0
32,136,408.0
83,96,129.0
84,103,143.0
65,152,144.0
82,104,192.0
69,64,169.0
68,79,487.0
32,96,192.0
66,64,144.0
89,112,104.0
32,136,200.0
78,112,88.0
65,168,136.0
84,88,64.0
73,112,144.0
86,96,120.0
69,112,152.0
32,120,240.0
84,80,1024.0
8,64,32.0
16,176,144.0
84,96,168.0
73,96,121.0
87,87,103.0
65,64,272.0
8,40,112.0
8,64,128.0
8,16,16.0
65,152,160.0
73,104,960.0
65,120,128.0
78,104,408.0
69,32,768.0
83,104,216.0
69,112,304.0
190,120,3704.0
16,264,184.0
76,120,160.0
89,128,272.0
78,56,120.0
78,80,208.0
190,80,352.0
8,80,320.0
188,128,184.0
32,160,184.0
16,224,616.0
71,72,80.0
79,184,96.0
84,80,112.0
32,120,168.0
84,104,464.0
79,128,176.0
32,96,112.0
84,88,120.0
72,80,96.0
69,104,120.0
32,136,584.0
79,98,136.0
70,64,128.0
70,88,184.0
73,97,88.0
67,104,112.0
69,120,296.0
190,104,536.0
8,64,168.0
32,128,216.0
16,232,192.0
79,96,216.0
75,104,376.0
16,544,136.0
8,72,210.0
75,78,238.0
190,96,3568.0
16,279,272.0
89,72,87.0
79,129,81.0
85,96,24.0
32,136,103.0
67,121,65.0
65,160,104.0
78,136,192.0
32,168,592.0
69,79,176.0
88,127,184.0
80,119,112.0
65,135,104.0
76,87,184.0
73,135,104.0
78,135,256.0
32,111,256.0
84,79,48.0
72,79,96.0
73,128,135.0
83,104,97.0
32,95,127.0
84,90,73.0
79,127,95.0
32,112,185.0
77,128,128.0
69,80,168.0
32,136,256.0
78,111,104.0
69,80,208.0
88,120,200.0
84,88,144.0
32,112,192.0
87,88,200.0
69,80,144.0
69,104,312.0
75,128,152.0
32,96,144.0
79,144,104.0
82,88,72.0
32,120,280.0
79,104,144.0
86,104,160.0
69,152,128.0
82,97,104.0
32,112,184.0
84,63,80.0
72,63,79.0
69,91,81.0
32,112,376.0
87,128,239.0
69,88,169.0
69,95,175.0
75,112,528.0
69,120,153.0
78,111,112.0
68,104,480.0
190,95,4655.0
16,192,96.0
87,120,40.0
69,128,280.0
32,152,496.0
8,40,120.0
8,72,224.0
69,104,377.0
32,168,176.0
65,160,136.0
82,120,72.0
69,112,136.0
32,144,281.0
68,71,159.0
69,96,232.0
76,128,112.0
65,167,152.0
89,127,167.0
69,81,168.0
68,97,385.0
188,139,120.0
32,136,312.0
71,71,79.0
79,181,96.0
84,88,104.0
32,153,161.0
65,152,112.0
78,71,136.0
79,104,64.0
84,71,87.0
72,72,80.0
69,96,73.0
82,104,184.0
32,143,1096.0
50,112,544.0
8,63,160.0
51,119,504.0
48,79,576.0
8,63,168.0
32,103,192.0
77,111,176.0
73,119,96.0
78,111,208.0
85,103,143.0
84,113,137.0
69,111,96.0
83,143,328.0
32,119,168.0
79,135,120.0
78,103,88.0
32,111,143.0
84,72,49.0
72,95,103.0
69,88,40.0
32,120,264.0
82,80,104.0
85,72,168.0
78,96,456.0
87,129,96.0
65,160,104.0
89,104,217.0
190,103,3744.0
72,71,87.0
79,136,121.0
32,111,176.0
73,87,816.0
8,807,2344.0
16,159,127.0
72,96,120.0
79,144,552.0
87,96,152.0
32,104,161.0
73,111,104.0
83,103,80.0
32,111,199.0
73,120,128.0
84,96,99.0
32,125,149.0
71,88,104.0
79,80,64.0
73,160,120.0
78,168,137.0
71,79,263.0
16,241,153.0
191,103,3120.0
16,247,207.0
89,72,353.0
79,119,87.0
85,144,176.0
32,200,392.0
72,80,40.0
65,128,64.0
86,169,128.0
69,96,112.0
32,136,417.0
84,103,119.0
79,129,88.0
32,144,224.0
77,136,80.0
65,176,152.0
73,128,96.0
78,136,144.0
84,88,345.0
65,167,63.0
73,139,216.0
78,144,216.0
32,120,200.0
89,80,89.0
79,191,63.0
85,144,145.0
82,111,143.0
32,144,320.0
80,112,296.0
65,136,224.0
84,104,256.0
73,96,408.0
69,88,132.0
78,108,100.0
67,96,120.0
69,104,176.0
32,136,208.0
84,88,89.0
79,103,79.0
32,131,120.0
71,80,144.0
69,120,112.0
84,89,64.0
32,112,136.0
84,72,88.0
72,88,72.0
69,88,72.0
32,104,120.0
74,96,88.0
79,144,160.0
66,112,144.0
32,112,152.0
68,104,56.0
79,136,96.0
78,144,456.0
69,88,216.0
190,104,2784.0
16,368,336.0
73,105,48.0
84,88,176.0
83,128,640.0
8,64,208.0
222,144,136.0
83,112,128.0
32,122,520.0
71,96,104.0
79,64,72.0
73,144,72.0
78,128,136.0
71,40,568.0
32,112,208.0
84,80,64.0
79,112,80.0
32,96,168.0
66,88,64.0
69,72,88.0
32,136,256.0
76,160,232.0
85,128,368.0
68,104,176.0
73,96,288.0
