KEYCODE,ht,df
16,231,110.0
87,136,552.0
69,87,166.0
32,121,491.0
68,161,270.0
79,109,219.0
78,91,404.0
222,106,216.0
84,119,166.0
32,74,121.0
83,117,244.0
69,77,155.0
69,117,195.0
78,41,781.0
8,46,234.0
8,76,689.0
77,88,171.0
32,101,84.0
84,130,146.0
79,71,165.0
32,89,151.0
72,74,37.0
65,121,215.0
86,86,164.0
69,100,74.0
32,94,125.0
65,136,189.0
78,68,216.0
89,69,194.0
32,75,200.0
80,106,262.0
79,110,438.0
83,90,172.0
73,85,116.0
84,86,305.0
73,113,545.0
86,102,196.0
69,108,135.0
32,74,240.0
73,82,207.0
78,76,170.0
67,108,73.0
79,95,189.0
69,144,78.0
77,97,207.0
32,72,64.0
84,93,124.0
72,87,136.0
69,163,241.0
82,109,171.0
69,122,137.0
190,85,4616.0
8,72,159.0
8,64,158.0
8,72,1099.0
79,105,186.0
77,150,150.0
69,118,6825.0
16,166,141.0
72,89,198.0
69,90,153.0
32,134,353.0
72,101,132.0
65,104,222.0
83,128,144.0
32,102,164.0
82,89,199.0
69,75,266.0
67,94,141.0
79,115,726.0
86,137,263.0
69,127,220.0
82,138,1064.0
69,78,205.0
68,105,152.0
32,56,353.0
70,86,195.0
82,126,90.0
79,107,232.0
32,116,194.0
72,75,185.0
73,89,120.0
83,132,148.0
32,72,156.0
65,118,97.0
78,100,262.0
76,105,237.0
69,102,697.0
8,59,153.0
8,102,636.0
76,84,460.0
8,76,507.0
75,100,210.0
69,155,122.0
76,100,272.0
32,81,159.0
73,103,203.0
78,100,225.0
74,78,406.0
8,56,166.0
8,73,151.0
8,72,165.0
8,75,153.0
8,117,320.0
8,100,632.0
76,132,163.0
69,103,137.0
32,69,237.0
85,65,393.0
8,103,590.0
73,83,192.0
78,75,200.0
74,58,183.0
85,89,121.0
82,133,226.0
89,94,266.0
190,125,7894.0
16,186,104.0
80,129,223.0
76,125,187.0
69,89,214.0
65,169,341.0
83,146,274.0
69,93,499.0
32,93,187.0
76,122,231.0
69,146,224.0
84,87,153.0
32,98,348.0
77,70,132.0
69,148,179.0
32,91,154.0
75,93,179.0
78,91,154.0
79,122,72.0
87,152,370.0
188,63,786.0
8,92,185.0
8,60,859.0
190,131,5227.0
16,176,125.0
84,98,176.0
72,126,89.0
65,130,287.0
84,112,160.0
32,118,198.0
87,142,73.0
79,116,194.0
85,120,260.0
76,110,157.0
68,120,212.0
32,93,265.0
66,80,252.0
69,129,76.0
32,116,711.0
71,90,230.0
82,93,155.0
69,134,181.0
65,152,215.0
84,91,169.0
190,105,6440.0
16,203,129.0
74,105,199.0
65,192,107.0
78,100,272.0
69,110,157.0
188,102,186.0
32,117,148.0
87,129,103.0
72,100,100.0
65,132,194.0
84,125,59.0
32,148,273.0
65,108,280.0
66,113,78.0
79,131,209.0
84,171,249.0
32,78,140.0
84,141,117.0
72,117,231.0
73,89,403.0
8,101,195.0
8,90,168.0
8,58,151.0
8,88,338.0
8,84,224.0
8,62,663.0
85,96,126.0
84,134,275.0
32,79,79.0
84,100,147.0
72,72,165.0
73,89,102.0
83,150,150.0
32,115,177.0
16,245,172.0
84,88,236.0
72,86,226.0
85,79,45.0
82,144,912.0
83,165,274.0
68,110,173.0
65,167,199.0
89,73,214.0
32,109,125.0
70,84,116.0
79,121,86.0
82,82,114.0
32,72,135.0
76,131,228.0
85,75,215.0
78,75,153.0
67,88,246.0
72,91,400.0
16,1560,1261.0
191,67,3161.0
16,191,140.0
76,98,223.0
69,156,218.0
84,87,122.0
32,102,164.0
77,105,322.0
69,115,162.0
32,73,151.0
75,103,197.0
78,75,154.0
79,105,39.0
87,161,177.0
32,103,165.0
79,124,58.0
70,119,485.0
8,64,176.0
8,72,563.0
73,74,90.0
70,101,129.0
32,73,182.0
89,92,209.0
79,129,162.0
85,101,211.0
32,90,179.0
78,81,190.0
69,74,199.0
69,73,198.0
68,76,108.0
32,86,220.0
70,144,568.0
85,82,113.0
82,147,256.0
84,94,94.0
72,100,183.0
69,163,204.0
82,80,127.0
32,87,150.0
73,86,196.0
78,90,90.0
70,100,131.0
79,99,71.0
82,115,162.0
77,106,73.0
65,154,201.0
84,108,72.0
73,99,609.0
79,67,711.0
8,73,670.0
78,85,242.0
190,93,4197.0
16,179,141.0
71,90,231.0
79,108,248.0
32,94,125.0
70,117,117.0
79,88,88.0
82,97,97.0
32,115,131.0
84,121,102.0
72,100,147.0
69,87,87.0
32,84,147.0
68,102,73.0
79,97,268.0
76,80,158.0
76,90,204.0
65,148,226.0
82,123,529.0
83,142,236.0
190,109,4038.0
16,223,125.0
66,145,254.0
85,94,110.0
84,161,176.0
32,92,139.0
16,204,141.0
73,63,170.0
32,92,92.0
87,169,130.0
79,118,165.0
85,74,184.0
76,120,120.0
68,147,163.0
32,90,137.0
83,115,115.0
85,71,134.0
83,133,248.0
80,104,213.0
69,91,231.0
67,95,220.0
84,121,137.0
32,103,255.0
84,52,662.0
72,118,165.0
65,151,213.0
84,93,124.0
32,101,243.0
87,162,123.0
72,86,149.0
69,134,150.0
78,87,173.0
32,135,244.0
16,186,109.0
82,124,249.0
73,95,142.0
67,103,228.0
75,94,270.0
89,89,211.0
32,94,204.0
67,154,185.0
65,175,121.0
78,101,273.0
