KEYCODE,ht,df
16,252,170.0
66,99,186.0
69,74,84.0
32,95,140.0
66,75,144.0
65,96,102.0
67,107,96.0
75,80,81.0
32,102,99.0
84,85,80.0
79,117,126.0
77,105,62.0
79,108,135.0
82,75,136.0
82,73,75.0
79,88,80.0
87,78,86.0
32,89,89.0
65,96,99.0
78,69,76.0
68,84,69.0
32,78,114.0
77,93,67.0
65,80,157.0
89,64,214.0
66,86,94.0
69,75,148.0
32,101,128.0
87,91,166.0
69,82,138.0
32,87,89.0
67,110,76.0
65,90,93.0
78,69,105.0
32,91,193.0
16,115,305.0
86,95,97.0
73,90,100.0
83,82,115.0
73,63,103.0
84,78,143.0
190,47,5068.0
16,244,146.0
73,105,211.0
222,80,211.0
77,73,97.0
32,86,97.0
78,66,99.0
79,88,68.0
84,83,100.0
32,74,120.0
67,99,58.0
76,82,140.0
79,69,51.0
83,89,147.0
69,87,88.0
32,81,128.0
69,90,88.0
78,65,115.0
79,121,76.0
85,94,83.0
71,109,116.0
72,70,106.0
32,76,104.0
82,85,69.0
73,84,116.0
71,90,73.0
72,68,96.0
84,62,52.0
32,130,102.0
78,86,47.0
79,112,70.0
87,88,103.0
32,74,84.0
84,77,100.0
79,78,89.0
32,79,183.0
84,71,60.0
72,82,110.0
69,73,68.0
32,75,216.0
68,105,103.0
73,84,90.0
83,69,133.0
67,87,72.0
85,70,115.0
83,74,147.0
83,74,46.0
73,71,133.0
79,81,118.0
78,74,266.0
188,48,301.0
190,28,219.0
8,73,122.0
8,71,102.0
190,80,4670.0
16,170,98.0
68,109,107.0
73,85,87.0
68,94,114.0
32,98,226.0
89,89,83.0
79,127,87.0
85,85,92.0
32,87,124.0
78,109,99.0
79,104,79.0
84,77,88.0
32,100,114.0
82,118,55.0
69,129,64.0
65,107,121.0
68,97,78.0
32,77,125.0
77,88,101.0
89,83,81.0
32,78,138.0
70,86,75.0
73,84,118.0
82,111,75.0
83,99,159.0
84,77,63.0
32,89,160.0
69,89,124.0
77,76,85.0
65,90,106.0
73,59,173.0
76,74,107.0
16,203,111.0
191,47,5215.0
16,250,173.0
87,95,181.0
69,74,86.0
32,92,106.0
65,98,107.0
76,93,107.0
83,90,105.0
79,72,110.0
32,89,130.0
68,138,100.0
69,92,210.0
67,94,101.0
73,88,107.0
68,124,96.0
69,103,171.0
68,104,84.0
32,94,111.0
65,88,137.0
71,85,120.0
65,107,95.0
73,139,58.0
78,133,89.0
83,68,117.0
84,80,89.0
32,75,113.0
65,100,116.0
32,75,134.0
70,73,137.0
79,88,123.0
82,80,100.0
77,86,119.0
65,92,111.0
76,75,100.0
32,90,133.0
83,70,154.0
69,157,97.0
65,107,132.0
84,86,52.0
73,138,66.0
78,112,99.0
71,71,94.0
32,82,110.0
65,97,140.0
82,68,145.0
82,95,90.0
65,98,142.0
78,78,76.0
71,143,71.0
69,123,163.0
77,91,125.0
69,82,100.0
78,45,67.0
84,78,145.0
190,45,3450.0
16,110,619.0
16,202,121.0
83,112,204.0
69,77,207.0
79,57,25.0
73,35,285.0
8,89,273.0
8,60,164.0
73,81,120.0
70,93,259.0
69,107,125.0
82,75,167.0
84,71,104.0
32,89,168.0
83,112,107.0
65,114,102.0
73,93,84.0
68,95,95.0
32,87,277.0
72,81,160.0
69,90,99.0
32,83,117.0
68,85,83.0
73,76,97.0
68,104,86.0
78,66,188.0
222,59,89.0
84,86,76.0
32,90,304.0
75,62,176.0
78,53,100.0
79,83,80.0
87,81,60.0
32,91,98.0
73,67,91.0
70,84,60.0
32,91,258.0
16,234,157.0
87,105,191.0
69,82,153.0
73,97,133.0
78,90,211.0
75,95,116.0
69,90,92.0
32,96,228.0
87,74,65.0
79,124,85.0
85,95,218.0
76,82,63.0
68,88,77.0
32,75,155.0
80,74,97.0
82,147,140.0
65,99,180.0
67,79,178.0
84,80,92.0
73,76,191.0
67,138,98.0
69,90,112.0
32,98,239.0
16,222,136.0
84,104,145.0
72,112,147.0
85,100,97.0
82,106,115.0
83,104,170.0
68,121,66.0
65,104,474.0
8,47,574.0
68,104,82.0
65,93,155.0
8,83,143.0
8,94,114.0
65,47,123.0
89,83,97.0
190,73,4211.0
16,196,118.0
73,119,135.0
84,87,118.0
222,66,118.0
83,88,82.0
32,119,107.0
78,101,89.0
79,112,94.0
84,88,86.0
32,70,115.0
76,77,147.0
79,66,126.0
79,123,87.0
75,106,161.0
73,118,84.0
78,105,87.0
71,94,101.0
32,106,171.0
84,82,43.0
79,57,120.0
79,87,167.0
32,61,173.0
71,74,64.0
79,56,105.0
79,96,113.0
68,84,52.0
32,107,101.0
73,80,124.0
83,75,82.0
32,93,108.0
73,73,102.0
84,61,130.0
16,158,5122.0
16,226,139.0
83,121,83.0
80,95,165.0
65,110,117.0
78,118,89.0
73,123,121.0
83,101,99.0
72,75,283.0
8,66,126.0
8,76,128.0
8,76,147.0
8,59,134.0
8,76,127.0
8,63,193.0
80,140,226.0
65,110,126.0
78,103,81.0
73,116,99.0
83,103,92.0
72,72,109.0
32,98,141.0
70,97,59.0
79,69,121.0
79,98,110.0
84,78,215.0
66,85,117.0
65,124,83.0
76,71,129.0
76,100,135.0
32,94,156.0
82,115,66.0
69,121,67.0
65,104,177.0
67,69,77.0
72,79,83.0
69,71,165.0
83,88,99.0
32,72,408.0
66,89,77.0
79,81,140.0
73,81,187.0
76,94,185.0
73,78,86.0
78,96,94.0
71,80,81.0
32,84,140.0
