KEYCODE,ht,df
16,237,174.0
73,104,1224.0
222,160,488.0
76,80,136.0
76,80,128.0
32,135,96.0
67,144,80.0
65,160,175.0
76,104,168.0
76,80,232.0
32,120,528.0
89,97,153.0
79,200,136.0
85,104,160.0
32,120,160.0
69,80,56.0
72,80,528.0
8,80,144.0
8,120,144.0
87,96,488.0
69,200,712.0
8,120,304.0
72,120,136.0
69,104,121.0
78,119,296.0
32,135,223.0
16,176,96.0
73,120,144.0
32,136,216.0
71,136,120.0
69,96,136.0
84,136,480.0
32,136,488.0
84,136,120.0
79,136,160.0
32,96,176.0
84,104,176.0
72,120,104.0
69,152,40.0
32,136,176.0
79,120,144.0
70,56,528.0
70,120,168.0
73,160,176.0
67,144,64.0
69,160,6776.0
16,431,336.0
73,135,368.0
84,119,247.0
222,136,96.0
83,144,120.0
32,160,200.0
71,136,121.0
79,175,133.0
73,82,194.0
78,120,40.0
71,136,152.0
32,120,80.0
84,120,144.0
79,120,160.0
32,96,144.0
66,136,96.0
69,144,160.0
32,104,80.0
65,120,160.0
32,144,160.0
84,121,145.0
79,192,136.0
85,121,240.0
71,120,64.0
72,152,256.0
32,120,248.0
87,120,264.0
69,72,144.0
69,120,272.0
75,136,336.0
69,104,160.0
78,152,112.0
68,144,3848.0
16,472,336.0
84,120,480.0
72,96,136.0
65,144,80.0
78,184,104.0
75,136,96.0
83,96,288.0
32,144,431.0
83,105,65.0
79,136,183.0
32,121,185.0
77,216,136.0
85,120,40.0
67,160,120.0
72,143,199.0
32,120,96.0
70,121,81.0
79,120,136.0
82,103,40.0
32,119,216.0
84,103,167.0
72,136,104.0
69,153,137.0
32,176,160.0
77,160,136.0
69,96,215.0
83,56,128.0
83,136,96.0
65,137,121.0
71,135,160.0
69,96,4191.0
16,320,200.0
73,96,184.0
32,96,56.0
65,104,120.0
77,120,144.0
32,72,160.0
72,136,72.0
79,144,256.0
79,144,104.0
73,112,248.0
78,96,80.0
71,96,112.0
32,105,95.0
84,90,66.0
79,119,167.0
32,136,192.0
67,161,134.0
79,107,171.0
77,96,152.0
80,120,144.0
76,120,168.0
69,136,160.0
82,160,136.0
69,80,336.0
32,144,328.0
84,96,168.0
72,96,80.0
69,120,136.0
77,144,192.0
32,120,80.0
84,121,96.0
79,160,208.0
68,160,96.0
65,144,256.0
84,104,640.0
32,176,256.0
79,144,160.0
82,80,104.0
32,112,96.0
84,120,136.0
79,120,224.0
77,255,216.0
79,200,696.0
82,80,136.0
82,96,136.0
79,120,136.0
87,104,160.0
32,95,216.0
77,199,95.0
79,201,161.0
82,144,160.0
78,117,80.0
73,135,119.0
78,136,80.0
71,120,679.0
191,129,370.0
8,120,272.0
190,95,4160.0
16,255,184.0
73,95,743.0
222,144,368.0
76,80,136.0
76,96,176.0
32,104,168.0
80,136,160.0
82,120,56.0
69,120,224.0
83,144,80.0
85,104,232.0
77,136,120.0
69,96,296.0
32,120,344.0
73,120,224.0
84,96,192.0
32,96,176.0
73,137,120.0
83,136,352.0
32,96,281.0
68,159,79.0
69,136,200.0
65,145,161.0
68,104,288.0
32,120,320.0
85,80,200.0
78,120,104.0
84,96,160.0
73,80,216.0
76,120,304.0
32,80,200.0
16,256,200.0
73,112,208.0
32,136,208.0
72,136,96.0
69,144,80.0
65,144,184.0
82,112,160.0
32,111,208.0
79,119,232.0
84,96,168.0
72,119,80.0
69,79,152.0
82,104,448.0
87,95,119.0
73,136,121.0
83,112,216.0
69,103,207.0
190,120,4257.0
16,375,295.0
72,96,233.0
79,111,207.0
87,120,336.0
222,136,120.0
83,136,264.0
32,112,496.0
84,96,120.0
72,120,136.0
69,80,160.0
32,120,320.0
83,136,200.0
72,96,432.0
65,144,288.0
82,144,104.0
69,112,136.0
32,120,200.0
80,80,24.0
79,80,40.0
82,112,208.0
73,136,152.0
67,144,80.0
69,144,2064.0
16,136,72.0
191,144,824.0
8,80,136.0
8,80,144.0
8,64,120.0
8,80,128.0
8,80,425.0
8,96,392.0
82,104,120.0
73,144,120.0
67,176,144.0
69,136,200.0
16,360,280.0
191,175,3950.0
16,241,145.0
87,119,200.0
69,120,168.0
32,135,120.0
87,96,111.0
73,105,217.0
76,79,104.0
76,95,184.0
32,119,80.0
87,135,95.0
79,160,136.0
82,80,184.0
75,120,421.0
32,115,340.0
79,95,159.0
78,120,200.0
32,136,112.0
84,104,80.0
72,144,120.0
69,104,184.0
32,120,160.0
67,160,80.0
65,176,216.0
82,136,538.0
32,118,294.0
65,137,112.0
78,120,80.0
68,104,144.0
32,136,160.0
84,136,72.0
82,120,144.0
89,120,304.0
32,104,464.0
84,96,112.0
79,120,160.0
32,160,144.0
71,96,120.0
79,152,312.0
32,136,376.0
65,120,136.0
32,145,264.0
76,120,264.0
73,120,320.0
84,80,136.0
84,104,80.0
76,144,121.0
69,103,183.0
32,136,368.0
81,120,224.0
85,160,80.0
73,160,176.0
67,160,144.0
75,136,112.0
69,144,216.0
82,96,392.0
32,144,416.0
89,136,96.0
69,120,248.0
84,72,368.0
190,103,3377.0
16,216,144.0
72,135,151.0
69,81,105.0
32,80,144.0
73,120,104.0
83,136,120.0
32,120,136.0
69,80,208.0
88,119,95.0
80,160,123.0
69,77,158.0
67,176,160.0
84,119,55.0
69,96,200.0
68,96,289.0
32,119,416.0
84,119,159.0
79,120,216.0
32,144,217.0
77,183,120.0
73,159,79.0
83,120,184.0
83,144,280.0
32,120,488.0
83,120,160.0
73,160,256.0
88,120,136.0
32,120,144.0
87,96,168.0
69,80,128.0
69,96,136.0
75,160,144.0
83,152,1696.0
32,144,328.0
79,136,96.0
70,160,144.0
32,123,56.0
65,120,144.0
67,112,224.0
84,96,120.0
73,160,96.0
79,120,280.0
78,96,936.0
