KEYCODE,ht,df
16,670,554.0
73,141,190.0
70,79,95.0
32,100,167.0
73,178,93.0
84,116,125.0
32,75,131.0
78,156,116.0
69,96,168.0
69,165,85.0
68,131,131.0
32,132,270.0
8,199,146.0
83,88,96.0
32,104,236.0
84,172,153.0
79,182,131.0
32,83,184.0
66,116,154.0
69,150,173.0
32,127,372.0
80,158,150.0
65,137,221.0
73,170,147.0
68,127,486.0
77,53,470.0
8,115,200.0
188,194,146.0
32,138,197.0
87,188,172.0
69,120,100.0
32,100,185.0
87,118,155.0
73,128,232.0
76,88,144.0
76,144,90.0
32,95,164.0
78,126,75.0
69,93,172.0
69,169,93.0
68,126,91.0
32,132,185.0
84,90,74.0
79,148,83.0
32,96,143.0
65,174,85.0
68,115,178.0
68,111,79.0
32,98,159.0
84,129,84.0
72,124,58.0
69,113,131.0
32,83,111.0
68,185,131.0
65,142,85.0
89,185,131.0
32,150,153.0
84,101,84.0
79,191,132.0
32,115,381.0
84,104,200.0
72,170,60.0
69,110,507.0
32,129,254.0
68,299,147.0
69,163,106.0
65,154,103.0
76,5079,2711.0
16,501,339.0
77,247,247.0
73,187,134.0
71,96,84.0
72,140,116.0
84,104,119.0
32,85,201.0
16,88,113.0
73,167,434.0
78,97,333.0
67,121,354.0
73,193,111.0
68,169,93.0
69,154,108.0
32,116,334.0
8,53,137.0
8,84,147.0
8,80,153.0
8,69,169.0
8,47,501.0
67,109,131.0
76,102,200.0
73,181,131.0
68,146,93.0
69,98,53.0
32,123,292.0
80,116,302.0
8,98,161.0
8,82,153.0
8,63,147.0
8,65,154.0
8,58,466.0
85,119,135.0
68,200,115.0
69,136,115.0
32,164,111.0
80,134,210.0
82,132,237.0
73,112,295.0
80,126,481.0
73,153,259.0
83,141,326.0
8,126,169.0
8,116,408.0
79,178,225.0
83,210,153.0
65,147,501.0
8,116,285.0
8,116,178.0
8,138,185.0
8,153,248.0
8,56,624.0
79,145,198.0
80,147,584.0
79,149,165.0
83,203,122.0
65,201,162.0
76,159,117.0
83,101,101.0
32,120,256.0
87,95,126.0
73,159,139.0
84,124,100.0
72,180,100.0
32,116,132.0
84,100,316.0
8,153,168.0
82,185,100.0
69,162,216.0
83,152,116.0
80,115,209.0
69,155,117.0
67,161,273.0
84,117,124.0
32,107,231.0
84,132,132.0
79,182,131.0
32,98,131.0
16,323,142.0
65,144,282.0
76,146,264.0
65,152,320.0
83,103,317.0
75,179,131.0
65,153,672.0
190,17405,2534.0
16,584,450.0
73,134,265.0
84,74,121.0
32,110,195.0
83,138,354.0
72,185,138.0
79,246,162.0
85,115,231.0
76,238,153.0
68,117,85.0
32,147,163.0
83,205,160.0
65,165,225.0
86,220,133.0
69,159,135.0
32,101,116.0
84,124,100.0
72,144,100.0
69,108,68.0
32,128,379.0
84,123,138.0
65,147,332.0
88,154,255.0
80,114,130.0
65,166,566.0
89,135,220.0
69,180,123.0
82,225,177.0
83,131,231.0
32,85,301.0
65,110,169.0
32,91,347.0
67,138,155.0
79,214,130.0
78,131,131.0
83,120,138.0
73,150,100.0
68,198,138.0
69,240,178.0
82,185,200.0
65,148,270.0
66,131,162.0
76,300,135.0
69,119,104.0
32,100,278.0
77,225,177.0
79,246,161.0
85,148,350.0
8,111,198.0
8,94,307.0
65,120,231.0
8,101,163.0
8,153,200.0
65,120,120.0
77,180,180.0
79,354,270.0
85,131,432.0
78,196,169.0
84,131,184.0
32,148,229.0
70,156,590.0
8,130,268.0
79,276,131.0
70,134,69.0
32,172,162.0
77,322,238.0
79,260,216.0
78,131,185.0
69,262,146.0
89,169,3005.0
16,340,168.0
65,108,260.0
83,126,158.0
32,115,198.0
83,118,287.0
79,132,331.0
78,116,594.0
8,123,282.0
79,218,157.0
78,276,184.0
32,145,108.0
65,246,130.0
83,139,163.0
32,105,169.0
87,242,114.0
69,170,217.0
32,110,154.0
65,205,131.0
82,210,105.0
69,148,179.0
32,85,172.0
68,143,128.0
79,195,116.0
78,125,147.0
69,137,338.0
32,147,532.0
189,195,130.0
32,96,740.0
87,240,165.0
69,135,351.0
222,153,1437.0
76,72,150.0
76,165,100.0
32,122,161.0
71,113,97.0
73,142,142.0
86,174,115.0
69,118,74.0
32,103,247.0
89,132,148.0
79,184,100.0
85,200,115.0
32,132,185.0
65,145,116.0
32,100,239.0
67,195,130.0
65,141,131.0
75,69,147.0
75,90,702.0
8,104,168.0
8,152,201.0
76,98,187.0
76,113,166.0
190,6009,2482.0
16,470,354.0
73,169,169.0
32,138,169.0
76,147,632.0
79,136,100.0
86,178,116.0
69,152,105.0
32,111,211.0
89,100,116.0
79,228,144.0
85,124,410.0
32,110,316.0
84,114,100.0
79,84,142.0
79,84,3148.0
16,884,779.0
85,122,222.0
80,201,437.0
79,232,165.0
78,231,131.0
32,144,169.0
82,184,132.0
69,216,216.0
84,115,131.0
85,174,153.0
82,116,485.0
78,129,100.0
73,196,151.0
78,101,82.0
71,107,93.0
32,106,191.0
84,100,116.0
79,179,119.0
32,107,180.0
84,88,80.0
72,224,121.0
69,95,69.0
32,89,167.0
16,330,149.0
85,146,598.0
190,150,3039.0
16,592,453.0
65,172,301.0
86,200,100.0
65,163,187.0
32,116,515.0
80,167,116.0
76,131,131.0
69,190,138.0
65,266,147.0
83,221,119.0
69,162,117.0
32,87,249.0
80,147,485.0
85,165,100.0
84,131,100.0
32,159,132.0
73,203,102.0
