KEYCODE,ht,df
16,207,168.0
80,79,103.0
82,72,112.0
79,88,352.0
66,72,104.0
65,80,48.0
66,72,168.0
76,128,320.0
89,96,208.0
32,80,168.0
67,136,104.0
65,104,56.0
78,89,104.0
32,80,160.0
72,96,96.0
65,115,104.0
78,88,120.0
68,112,128.0
76,120,144.0
69,88,224.0
32,112,176.0
77,88,56.0
79,112,344.0
8,56,128.0
8,64,104.0
16,160,120.0
77,72,136.0
79,80,128.0
78,80,104.0
68,127,87.0
65,112,184.0
89,72,304.0
32,72,112.0
16,575,104.0
80,88,200.0
77,71,280.0
190,71,19567.0
16,248,216.0
77,96,72.0
79,104,105.0
83,127,143.0
69,88,432.0
8,73,104.0
82,16,496.0
32,56,312.0
8,48,120.0
8,73,64.0
84,104,152.0
32,88,400.0
82,112,64.0
69,136,200.0
67,136,113.0
69,87,143.0
78,120,136.0
84,88,176.0
32,112,232.0
83,96,128.0
85,88,104.0
82,81,480.0
86,112,88.0
69,88,176.0
89,80,112.0
83,112,192.0
32,96,872.0
80,88,64.0
85,104,192.0
84,96,200.0
32,96,160.0
84,80,65.0
72,79,119.0
69,104,144.0
32,112,416.0
8,57,128.0
8,56,193.0
77,63,103.0
32,80,152.0
73,88,64.0
78,104,56.0
32,64,184.0
65,104,120.0
32,72,152.0
68,105,194.0
69,119,87.0
65,121,104.0
68,112,160.0
32,112,152.0
72,96,72.0
69,120,72.0
65,152,168.0
84,144,632.0
190,88,3600.0
16,208,176.0
87,120,200.0
69,120,256.0
32,112,208.0
65,104,184.0
82,128,96.0
69,105,96.0
32,88,168.0
76,56,152.0
79,63,136.0
79,72,272.0
75,96,192.0
73,71,40.0
78,127,47.0
71,97,112.0
32,104,161.0
65,111,88.0
84,119,160.0
32,103,351.0
77,128,97.0
73,119,103.0
76,128,88.0
73,128,280.0
84,112,96.0
65,152,169.0
89,90,80.0
82,95,271.0
8,56,112.0
8,80,88.0
82,64,137.0
89,71,127.0
32,96,201.0
65,79,168.0
83,63,135.0
83,81,72.0
73,112,152.0
83,80,256.0
84,92,80.0
65,137,96.0
78,122,112.0
67,152,128.0
69,80,168.0
190,112,7409.0
16,144,104.0
74,64,144.0
85,80,96.0
83,104,120.0
84,96,136.0
32,96,200.0
68,112,128.0
79,88,56.0
78,112,320.0
84,80,456.0
8,80,320.0
186,96,256.0
84,96,384.0
8,40,120.0
8,72,264.0
222,104,160.0
84,72,360.0
32,88,144.0
16,88,336.0
83,88,152.0
84,96,112.0
65,128,136.0
82,104,200.0
84,87,144.0
32,96,144.0
72,96,63.0
73,129,145.0
77,128,168.0
32,63,640.0
65,128,152.0
71,111,136.0
65,127,112.0
73,103,63.0
78,128,1008.0
83,104,168.0
84,104,144.0
32,96,120.0
84,104,72.0
72,104,80.0
69,136,120.0
32,104,304.0
83,97,160.0
84,80,128.0
73,128,736.0
70,88,152.0
76,104,56.0
73,120,72.0
78,128,80.0
70,80,512.0
8,83,72.0
71,73,232.0
32,120,280.0
82,112,96.0
65,56,304.0
8,48,104.0
16,216,16.0
8,72,176.0
82,80,96.0
65,112,225.0
86,72,48.0
69,112,184.0
83,96,80.0
78,120,384.0
8,48,120.0
8,72,208.0
78,80,24.0
83,160,176.0
32,80,336.0
16,152,296.0
68,88,192.0
69,80,320.0
69,112,168.0
78,120,472.0
8,56,128.0
8,64,80.0
70,120,80.0
69,96,112.0
78,96,272.0
83,104,72.0
69,112,713.0
32,72,176.0
84,88,128.0
72,88,48.0
73,104,56.0
83,120,176.0
32,88,160.0
87,113,72.0
69,128,144.0
75,40,112.0
75,72,688.0
8,56,128.0
8,72,144.0
69,80,128.0
75,72,288.0
190,72,5903.0
16,192,136.0
73,113,144.0
32,96,184.0
87,121,336.0
73,96,64.0
76,72,136.0
76,80,144.0
32,104,216.0
71,48,513.0
8,71,119.0
69,176,160.0
84,112,176.0
32,88,176.0
84,64,48.0
72,80,88.0
69,120,104.0
32,112,280.0
71,80,536.0
65,144,161.0
84,95,111.0
72,80,88.0
69,104,81.0
82,95,127.0
73,96,73.0
78,95,71.0
71,96,128.0
32,112,184.0
84,104,72.0
79,96,120.0
32,112,264.0
71,80,336.0
8,72,48.0
16,208,136.0
71,96,120.0
76,56,152.0
79,80,144.0
82,88,104.0
73,88,96.0
65,120,128.0
32,80,152.0
16,128,232.0
16,104,312.0
84,88,144.0
79,80,168.0
77,72,185.0
79,87,271.0
82,82,152.0
82,72,48.0
79,104,128.0
87,112,224.0
188,56,441.0
8,88,192.0
190,104,6616.0
16,199,160.0
80,63,152.0
76,82,72.0
69,127,72.0
65,176,128.0
83,119,80.0
69,135,160.0
32,127,112.0
76,113,104.0
69,111,176.0
