KEYCODE,ht,df
16,211,134.0
71,101,338.0
73,81,206.0
86,62,252.0
69,69,81.0
32,79,243.0
73,64,134.0
84,59,108.0
32,87,237.0
83,69,153.0
79,73,220.0
77,63,118.0
69,82,109.0
32,72,195.0
84,61,123.0
73,65,209.0
77,73,210.0
69,75,321.0
190,67,4232.0
16,238,172.0
78,90,293.0
79,73,228.0
87,77,128.0
32,65,264.0
16,149,137.0
73,73,176.0
32,67,206.0
75,68,97.0
78,61,137.0
79,55,295.0
87,79,206.0
32,81,721.0
65,68,432.0
66,69,193.0
79,75,211.0
85,67,132.0
84,67,105.0
32,79,113.0
84,55,114.0
72,36,131.0
69,70,164.0
77,68,482.0
190,59,2776.0
16,520,457.0
73,72,552.0
84,69,369.0
222,99,210.0
83,90,213.0
32,87,916.0
84,74,113.0
72,71,265.0
73,52,161.0
83,79,116.0
32,75,922.0
73,67,276.0
83,60,156.0
83,91,130.0
85,84,202.0
69,71,450.0
222,81,204.0
83,91,147.0
32,94,880.0
70,74,238.0
69,67,256.0
65,63,290.0
84,54,260.0
85,75,206.0
82,61,195.0
69,73,187.0
68,100,161.0
32,93,1112.0
69,58,335.0
16,188,103.0
66,75,327.0
79,59,134.0
79,65,194.0
75,62,313.0
190,65,3222.0
16,313,260.0
76,87,432.0
69,55,238.0
84,67,128.0
32,78,194.0
77,65,105.0
69,67,103.0
32,74,315.0
75,63,103.0
78,54,186.0
79,57,248.0
87,72,213.0
32,63,912.0
87,90,152.0
72,60,161.0
69,66,201.0
82,61,192.0
69,85,179.0
32,76,915.0
89,73,112.0
79,72,126.0
85,71,136.0
32,80,325.0
77,81,242.0
73,102,420.0
71,68,110.0
72,66,124.0
84,65,130.0
32,65,202.0
66,60,179.0
69,77,421.0
190,60,3040.0
16,379,328.0
84,71,213.0
72,52,259.0
69,69,76.0
32,77,449.0
16,303,218.0
80,75,517.0
72,80,142.0
73,46,208.0
76,75,960.0
73,69,692.0
80,64,137.0
80,89,227.0
73,65,221.0
78,68,148.0
69,79,261.0
83,83,725.0
32,75,370.0
67,67,264.0
69,59,147.0
78,67,773.0
83,87,161.0
79,74,183.0
82,73,1279.0
83,68,144.0
72,75,311.0
73,54,272.0
80,63,313.0
32,69,530.0
66,63,156.0
79,64,323.0
65,72,323.0
82,49,225.0
68,75,174.0
32,67,775.0
86,66,222.0
79,79,236.0
84,62,239.0
69,61,200.0
68,111,173.0
32,91,873.0
84,51,166.0
79,61,214.0
32,109,237.0
67,72,187.0
85,108,213.0
82,43,591.0
8,67,393.0
84,103,267.0
32,61,781.0
67,66,250.0
69,51,183.0
82,60,204.0
84,50,279.0
65,67,114.0
73,67,237.0
78,53,202.0
32,76,891.0
83,67,247.0
67,64,268.0
69,64,167.0
78,81,137.0
69,57,236.0
83,81,356.0
190,62,2778.0
16,610,470.0
73,91,365.0
32,57,130.0
87,69,223.0
65,78,180.0
78,63,173.0
84,79,118.0
32,85,142.0
84,78,158.0
79,58,262.0
32,73,1622.0
67,75,189.0
79,58,208.0
77,51,211.0
80,67,169.0
65,76,283.0
82,60,233.0
69,74,170.0
32,77,857.0
84,61,100.0
72,64,146.0
69,77,116.0
32,78,179.0
84,44,320.0
87,64,165.0
79,56,388.0
190,61,2513.0
16,805,738.0
68,58,245.0
65,58,338.0
86,61,253.0
73,67,194.0
83,77,190.0
32,94,655.0
87,66,214.0
65,69,199.0
83,67,101.0
32,76,309.0
76,59,222.0
73,72,127.0
83,75,301.0
84,60,218.0
69,56,195.0
68,81,191.0
32,86,458.0
65,73,249.0
83,44,102.0
32,73,374.0
81,85,173.0
85,67,284.0
69,58,208.0
83,76,316.0
84,59,132.0
73,67,181.0
79,57,197.0
78,61,178.0
65,69,325.0
66,63,208.0
76,84,193.0
69,76,187.0
32,111,1005.0
79,57,220.0
78,49,167.0
32,83,160.0
84,67,107.0
72,59,139.0
69,71,99.0
32,67,196.0
87,66,251.0
69,53,131.0
69,104,198.0
75,65,231.0
76,67,365.0
89,69,238.0
32,90,964.0
73,68,234.0
78,69,361.0
74,61,202.0
85,63,295.0
82,74,270.0
89,57,135.0
32,65,533.0
82,58,230.0
69,74,545.0
80,53,199.0
79,69,150.0
82,65,219.0
84,65,258.0
190,83,3021.0
16,831,755.0
82,87,352.0
79,64,363.0
66,69,156.0
69,77,221.0
82,73,235.0
84,63,237.0
188,71,210.0
32,76,2157.0
8,48,158.0
8,58,2281.0
32,58,549.0
188,67,1085.0
16,266,204.0
73,82,326.0
222,73,418.0
77,79,230.0
32,75,935.0
87,88,182.0
79,70,177.0
82,66,235.0
75,69,194.0
73,54,202.0
78,63,122.0
71,76,144.0
32,72,917.0
79,67,239.0
78,47,164.0
32,101,162.0
84,71,102.0
72,62,262.0
73,42,163.0
83,74,131.0
32,78,1285.0
82,77,162.0
73,67,176.0
71,75,118.0
72,58,136.0
84,63,108.0
32,78,345.0
78,79,351.0
79,99,255.0
87,83,1055.0
190,81,3177.0
16,257,168.0
76,79,402.0
65,68,216.0
83,63,264.0
84,57,97.0
32,85,346.0
89,60,156.0
69,57,234.0
65,71,282.0
82,71,217.0
32,84,395.0
16,345,304.0
73,71,220.0
