KEYCODE,ht,df
16,174,123.0
74,117,138.0
78,136,442.0
8,98,120.0
65,102,126.0
78,96,128.0
32,90,160.0
72,176,112.0
65,152,88.0
83,121,104.0
32,89,144.0
65,136,121.0
32,79,119.0
76,112,184.0
79,128,144.0
84,88,113.0
32,79,1008.0
79,111,136.0
70,95,71.0
32,117,544.0
68,24,474.0
69,4,15.0
84,111,95.0
65,144,128.0
73,112,176.0
76,152,408.0
190,96,3362.0
16,198,150.0
76,120,304.0
65,176,128.0
68,128,176.0
73,192,208.0
69,128,64.0
83,144,248.0
188,128,192.0
32,96,201.0
72,151,127.0
69,128,110.0
82,132,74.0
69,104,366.0
59,74,90.0
83,126,144.0
32,88,120.0
84,128,88.0
72,144,280.0
8,79,135.0
8,81,137.0
8,72,136.0
8,72,152.0
8,104,665.0
222,94,350.0
83,128,144.0
32,105,88.0
84,120,96.0
72,147,129.0
69,128,104.0
32,104,192.0
82,127,64.0
69,126,272.0
86,135,159.0
73,129,57.0
83,152,89.0
69,126,199.0
68,111,159.0
32,109,504.0
16,256,136.0
83,105,184.0
69,112,129.0
80,127,199.0
84,96,264.0
69,112,136.0
77,145,272.0
66,145,96.0
69,113,64.0
82,112,144.0
32,120,475.0
80,117,445.0
85,144,122.0
82,94,310.0
67,112,1032.0
72,144,536.0
65,184,116.0
83,164,151.0
69,133,181.0
190,128,3472.0
16,232,136.0
72,80,128.0
79,152,128.0
87,120,136.0
32,80,120.0
87,113,72.0
79,128,200.0
85,144,192.0
76,146,132.0
68,108,84.0
32,98,200.0
89,120,168.0
79,104,80.0
85,160,249.0
32,103,159.0
69,136,88.0
88,136,152.0
80,152,120.0
76,144,308.0
65,108,244.0
73,136,99.0
78,126,165.0
32,96,136.0
84,83,49.0
72,127,168.0
69,111,66.0
32,101,485.0
68,107,128.0
73,121,88.0
70,80,160.0
70,88,1112.0
69,128,96.0
82,144,102.0
69,122,162.0
78,176,112.0
67,152,92.0
69,108,132.0
32,72,176.0
66,136,449.0
69,89,183.0
84,80,200.0
87,105,184.0
69,88,160.0
69,81,168.0
78,120,96.0
32,88,208.0
84,112,128.0
72,104,128.0
69,80,56.0
32,105,704.0
84,128,232.0
79,88,384.0
8,96,112.0
87,112,136.0
79,88,265.0
16,168,55.0
191,139,3769.0
16,151,86.0
73,137,105.0
32,128,104.0
87,135,79.0
73,80,160.0
76,89,136.0
76,128,144.0
32,80,105.0
84,103,528.0
69,79,112.0
76,71,127.0
76,136,120.0
32,112,456.0
84,112,136.0
72,88,136.0
69,113,81.0
77,111,215.0
190,90,24.0
191,49,3882.0
16,270,142.0
83,152,272.0
84,104,128.0
73,88,168.0
76,77,128.0
76,115,160.0
32,112,360.0
87,129,40.0
65,129,210.0
73,134,480.0
84,110,134.0
73,144,112.0
78,120,80.0
71,112,129.0
32,79,145.0
79,118,159.0
78,151,127.0
32,96,432.0
68,88,192.0
69,122,176.0
67,120,504.0
73,104,120.0
83,96,80.0
73,128,80.0
79,112,160.0
78,80,184.0
190,96,4152.0
16,288,152.0
68,120,96.0
79,165,136.0
32,120,696.0
8,72,136.0
8,104,248.0
79,112,160.0
32,112,251.0
89,96,77.0
79,208,192.0
85,128,208.0
32,80,127.0
72,149,89.0
65,128,112.0
86,128,72.0
69,154,136.0
32,96,122.0
73,126,78.0
84,120,144.0
32,80,496.0
89,104,128.0
69,104,168.0
84,88,288.0
16,224,48.0
191,152,736.0
190,114,4295.0
16,217,145.0
73,87,135.0
32,121,178.0
87,118,151.0
65,167,112.0
83,119,80.0
32,88,175.0
65,123,104.0
32,88,168.0
66,96,177.0
73,151,104.0
84,119,159.0
32,88,601.0
82,128,167.0
85,129,173.0
83,155,139.0
84,120,328.0
89,112,369.0
32,183,266.0
66,189,837.0
85,120,152.0
84,104,121.0
32,87,175.0
16,184,104.0
73,96,144.0
32,101,120.0
68,128,152.0
73,112,304.0
68,128,776.0
78,128,688.0
222,120,184.0
84,95,169.0
32,95,431.0
87,97,58.0
65,118,135.0
78,143,120.0
84,128,152.0
32,72,176.0
84,127,95.0
79,144,128.0
32,104,120.0
77,131,228.0
73,124,101.0
83,87,152.0
83,113,135.0
32,114,96.0
84,96,49.0
72,127,171.0
69,116,84.0
32,88,168.0
69,121,80.0
76,136,152.0
69,153,136.0
67,160,112.0
84,120,81.0
73,127,95.0
79,112,160.0
78,137,96.0
83,128,112.0
32,88,159.0
66,153,105.0
65,184,160.0
67,152,80.0
75,136,152.0
32,97,168.0
72,131,104.0
73,160,136.0
77,128,104.0
69,120,144.0
190,88,352.0
8,72,136.0
8,80,139.0
8,77,141.0
8,96,504.0
79,120,88.0
77,152,136.0
69,96,112.0
190,96,3688.0
16,624,496.0
87,144,176.0
72,120,88.0
69,120,136.0
78,128,105.0
32,119,167.0
73,144,128.0
84,104,129.0
32,87,111.0
73,112,80.0
83,120,88.0
32,104,224.0
85,160,120.0
83,136,72.0
69,112,192.0
68,120,136.0
32,88,184.0
87,168,104.0
