KEYCODE,ht,df
68,85,85.0
73,95,70.0
68,120,180.0
32,92,142.0
89,110,78.0
79,102,112.0
85,103,182.0
32,96,102.0
77,85,74.0
69,102,167.0
65,107,96.0
78,85,138.0
32,91,153.0
79,107,527.0
88,111,152.0
76,91,96.0
69,134,344.0
89,69,8170.0
84,96,112.0
72,86,151.0
65,118,69.0
84,112,138.0
32,91,124.0
87,128,37.0
79,166,107.0
85,128,171.0
76,140,70.0
68,91,163.0
32,81,105.0
66,90,64.0
69,106,162.0
32,96,43.0
76,112,211.0
73,123,214.0
75,70,80.0
69,78,108.0
76,125,185.0
89,102,167.0
32,80,100.0
84,125,38.0
79,97,157.0
32,100,170.0
66,75,64.0
69,96,161.0
32,80,130.0
65,102,118.0
78,85,287.0
32,70,182.0
69,113,214.0
88,101,306.0
80,118,530.0
69,107,123.0
78,101,436.0
83,117,90.0
73,80,420.0
86,107,135.0
69,91,135.0
32,106,101.0
79,91,184.0
80,80,136.0
84,102,112.0
73,97,180.0
79,95,173.0
78,85,21933.0
84,107,86.0
72,90,114.0
69,91,162.0
32,102,80.0
79,96,80.0
84,161,86.0
72,139,238.0
69,165,63.0
82,171,212.0
83,124,189.0
32,92,136.0
82,76,160.0
65,90,120.0
73,105,95.0
83,87,165.0
69,97,167.0
32,93,133.0
84,105,42.0
72,103,143.0
69,97,75.0
73,100,100.0
82,109,181.0
32,91,205.0
69,101,227.0
89,85,133.0
69,101,399.0
66,101,157.0
82,113,129.0
79,90,215.0
87,96,169.0
83,96,263.0
190,80,8322.0
73,123,113.0
32,106,152.0
87,139,43.0
79,160,91.0
85,128,177.0
76,133,64.0
68,86,156.0
32,91,42.0
76,113,204.0
73,123,164.0
69,80,161.0
32,107,75.0
73,107,356.0
84,120,195.0
32,105,85.0
80,85,540.0
65,97,107.0
73,100,90.0
68,120,200.0
32,88,183.0
84,150,75.0
72,123,223.0
82,113,107.0
79,171,118.0
85,139,112.0
71,101,134.0
72,86,102.0
32,80,184.0
16,203,91.0
73,90,218.0
32,96,371.0
16,277,90.0
66,112,245.0
85,88,180.0
89,100,180.0
32,83,158.0
16,315,150.0
73,85,205.0
84,97,382.0
190,78,4447.0
84,96,80.0
72,97,121.0
69,150,80.0
82,187,160.0
69,113,172.0
32,123,184.0
87,113,178.0
65,73,213.0
83,80,150.0
32,90,183.0
78,162,77.0
79,125,155.0
32,78,138.0
83,125,100.0
85,102,142.0
67,88,143.0
72,102,122.0
32,73,133.0
65,87,147.0
67,70,115.0
67,103,93.0
79,97,127.0
82,98,178.0
68,97,227.0
190,83,4715.0
72,100,58.0
69,112,182.0
32,78,108.0
87,157,132.0
82,115,115.0
79,93,93.0
84,130,150.0
69,123,195.0
32,85,120.0
78,138,101.0
85,123,202.0
77,107,118.0
69,155,85.0
82,123,181.0
79,192,138.0
85,161,123.0
83,107,166.0
32,97,273.0
66,92,108.0
79,63,150.0
79,150,108.0
75,106,150.0
83,85,135.0
32,95,67.0
79,93,175.0
78,80,109.0
32,86,130.0
72,139,96.0
85,112,183.0
77,85,111.0
65,91,86.0
78,80,122.0
32,74,199.0
68,107,102.0
69,53,146.0
86,107,123.0
69,112,101.0
76,101,217.0
79,123,229.0
80,123,872.0
8,85,245.0
77,108,158.0
69,110,85.0
78,97,157.0
84,80,206.0
190,85,3669.0
73,91,101.0
32,102,155.0
65,96,85.0
77,75,142.0
32,75,176.0
70,139,80.0
82,144,218.0
69,65,165.0
65,123,164.0
75,96,169.0
73,102,174.0
78,88,208.0
32,80,550.0
79,195,110.0
85,160,170.0
84,78,275.0
16,300,90.0
49,130,4620.0
73,80,440.0
222,80,185.0
76,85,145.0
76,90,160.0
32,98,263.0
71,107,77.0
73,110,130.0
86,115,145.0
69,95,145.0
32,120,110.0
72,125,63.0
73,132,222.0
77,93,123.0
32,87,267.0
49,95,115.0
48,90,253.0
190,62,5023.0
87,107,62.0
72,85,125.0
65,105,195.0
32,93,138.0
68,92,52.0
73,108,108.0
68,100,160.0
32,90,130.0
89,110,87.0
79,85,95.0
85,110,180.0
32,98,168.0
65,115,92.0
78,103,103.0
68,147,192.0
32,103,208.0
16,245,90.0
65,105,375.0
86,92,122.0
65,110,210.0
32,95,200.0
68,143,78.0
69,135,193.0
67,117,122.0
73,91,232.0
68,81,142.0
69,85,137.0
32,96,119.0
84,117,43.0
79,90,142.0
32,85,418.0
68,101,91.0
79,85,225.0
16,149,90.0
191,107,6619.0
73,92,112.0
32,100,110.0
72,100,38.0
65,122,172.0
86,91,57.0
69,109,161.0
32,96,122.0
84,107,80.0
72,96,107.0
69,80,130.0
32,96,75.0
79,101,187.0
80,86,97.0
84,106,163.0
