KEYCODE,ht,df
72,137,90.0
69,242,197.0
32,139,200.0
73,149,107.0
83,255,155.0
32,145,131.0
72,135,150.0
69,252,142.0
82,176,239.0
69,112,406.0
32,150,319.0
68,159,94.0
79,135,377.0
8,103,153.0
8,84,42.0
70,154,122.0
79,154,388.0
82,173,213.0
32,183,141.0
65,181,135.0
32,178,192.0
80,173,246.0
79,131,277.0
76,141,247.0
73,108,663.0
82,88,32.0
73,117,212.0
67,181,163.0
65,125,161.0
76,163,183.0
32,182,701.0
8,613,729.0
8,93,806.0
82,79,265.0
8,131,89.0
84,103,136.0
79,108,422.0
8,121,218.0
73,145,127.0
67,135,102.0
65,193,155.0
76,177,28.0
32,168,683.0
77,170,142.0
69,140,188.0
69,117,247.0
84,55,557.0
73,192,150.0
78,159,373.0
71,98,192.0
190,148,7381.0
84,150,131.0
72,122,245.0
69,197,150.0
32,159,141.0
79,167,693.0
84,146,141.0
72,149,154.0
69,220,98.0
82,173,279.0
83,173,193.0
32,145,699.0
82,211,280.0
65,168,188.0
73,136,126.0
83,225,216.0
69,206,182.0
32,196,408.0
84,144,121.0
72,122,177.0
69,219,258.0
73,145,172.0
82,140,186.0
32,140,711.0
69,140,180.0
89,113,107.0
69,122,692.0
66,159,611.0
82,169,164.0
79,144,165.0
87,140,238.0
83,169,308.0
190,122,7376.0
73,103,430.0
32,187,135.0
83,168,333.0
84,159,164.0
73,126,385.0
76,103,159.0
76,93,132.0
32,154,214.0
66,163,195.0
69,145,182.0
76,158,324.0
73,140,608.0
69,126,238.0
86,149,183.0
69,136,292.0
32,164,377.0
65,186,135.0
32,183,173.0
83,244,169.0
69,156,149.0
80,169,651.0
84,155,159.0
69,140,113.0
77,126,378.0
69,108,319.0
8,212,206.0
66,108,103.0
69,219,89.0
82,168,154.0
32,149,1171.0
51,144,93.0
48,127,122.0
32,149,449.0
67,136,444.0
76,121,179.0
79,136,103.0
83,150,136.0
73,141,246.0
78,150,141.0
71,152,144.0
32,155,249.0
73,150,131.0
83,168,80.0
32,154,251.0
85,178,182.0
78,154,219.0
82,177,479.0
69,123,189.0
65,154,676.0
76,85,239.0
73,130,135.0
83,173,305.0
84,164,169.0
73,131,214.0
67,140,5518.0
16,215,126.0
73,94,276.0
32,168,417.0
84,168,262.0
73,108,293.0
187,140,98.0
82,159,108.0
73,117,220.0
8,112,173.0
8,94,159.0
8,79,136.0
8,93,191.0
82,135,97.0
73,146,317.0
69,131,450.0
68,228,196.0
32,195,356.0
84,160,155.0
72,130,357.0
65,304,215.0
82,248,283.0
32,154,311.0
8,99,165.0
8,79,126.0
84,159,131.0
32,141,135.0
78,145,295.0
8,145,155.0
84,126,173.0
79,112,314.0
32,145,140.0
78,163,177.0
79,159,94.0
32,159,277.0
65,178,566.0
86,140,272.0
73,126,548.0
8,131,107.0
65,131,113.0
73,144,355.0
76,145,743.0
190,155,6599.0
16,317,256.0
67,154,203.0
76,117,206.0
73,262,173.0
78,188,425.0
84,137,131.0
79,164,211.0
78,131,206.0
32,136,457.0
72,84,273.0
65,234,112.0
83,229,169.0
32,191,668.0
80,117,194.0
82,172,168.0
69,121,217.0
83,98,158.0
83,112,243.0
69,155,194.0
68,191,163.0
32,164,679.0
70,140,116.0
79,136,108.0
82,164,145.0
32,126,217.0
65,112,121.0
32,173,250.0
77,131,237.0
85,93,664.0
76,149,389.0
84,168,117.0
73,163,634.0
76,130,112.0
65,163,258.0
84,135,258.0
69,196,136.0
82,121,228.0
65,135,107.0
76,112,244.0
32,140,628.0
76,117,222.0
73,147,141.0
70,117,207.0
84,126,99.0
73,187,182.0
78,163,140.0
71,159,163.0
32,141,458.0
79,158,306.0
70,192,307.0
32,149,292.0
79,93,367.0
8,75,319.0
84,122,117.0
72,135,165.0
69,219,168.0
32,172,248.0
69,129,121.0
77,121,314.0
66,163,149.0
65,159,179.0
82,168,369.0
71,140,118.0
79,135,649.0
191,126,554.0
8,168,246.0
190,187,7143.0
16,224,183.0
76,83,148.0
65,121,226.0
84,177,224.0
69,284,154.0
82,163,231.0
32,140,633.0
87,164,145.0
79,148,140.0
82,140,170.0
75,116,126.0
83,187,223.0
32,135,308.0
68,173,131.0
69,164,202.0
65,140,126.0
76,154,247.0
84,168,359.0
32,135,140.0
87,191,200.0
73,159,226.0
84,161,154.0
72,140,205.0
32,145,513.0
69,126,385.0
84,121,161.0
72,135,305.0
73,144,288.0
67,164,131.0
65,154,112.0
76,136,145.0
32,149,1142.0
67,150,112.0
79,113,253.0
78,107,112.0
67,126,251.0
69,233,336.0
82,126,288.0
78,112,199.0
83,126,405.0
32,149,379.0
73,140,277.0
83,150,399.0
8,122,285.0
78,142,136.0
32,210,220.0
84,169,163.0
72,121,98.0
69,196,121.0
32,145,154.0
77,122,222.0
79,127,260.0
68,121,141.0
69,205,103.0
82,154,317.0
78,103,429.0
32,145,505.0
87,163,260.0
79,168,215.0
69,112,158.0
76,126,351.0
8,79,156.0
8,102,84.0
82,130,107.0
76,154,189.0
68,140,761.0
190,154,15922.0
16,238,191.0
73,108,271.0
32,150,228.0
87,173,154.0
65,210,121.0
83,145,404.0
78,136,502.0
16,306,271.0
222,79,412.0
84,145,338.0
187,79,326.0
8,74,135.0
8,83,137.0
8,90,771.0
222,121,135.0
84,140,408.0
32,135,354.0
83,150,122.0
85,117,208.0
82,186,116.0
69,164,169.0
32,135,578.0
84,155,145.0
72,115,50.0
65,202,150.0
84,173,154.0
32,145,670.0
89,154,98.0
79,103,182.0
85,117,191.0
32,130,568.0
82,201,122.0
69,158,270.0
67,159,173.0
69,224,251.0
73,140,420.0
66,122,267.0
69,60,308.0
8,60,117.0
8,94,113.0
86,132,126.0
69,230,137.0
82,135,333.0
8,102,79.0
68,145,154.0
32,131,558.0
84,140,121.0
72,131,157.0
69,191,145.0
32,126,786.0
70,127,117.0
73,122,103.0
82,130,186.0
83,140,353.0
84,155,188.0
32,116,262.0
69,140,210.0
77,65,350.0
8,98,575.0
189,80,271.0
77,102,108.0
65,107,93.0
73,93,209.0
76,79,829.0
190,89,7016.0
16,196,140.0
73,84,351.0
83,102,372.0
8,98,251.0
83,177,164.0
32,149,184.0
16,275,285.0
67,126,232.0
65,173,177.0
83,122,189.0
83,136,309.0
8,51,135.0
8,79,146.0
8,56,125.0
8,98,94.0
16,238,144.0
67,159,188.0
65,196,183.0
83,126,166.0
83,125,247.0
65,149,303.0
78,145,435.0
68,107,251.0
82,177,155.0
65,158,178.0
