KEYCODE,ht,df
16,213,155.0
84,110,110.0
72,78,78.0
69,109,109.0
32,96,160.0
79,72,57.0
86,65,253.0
69,94,297.0
8,50,144.0
8,65,138.0
8,81,159.0
77,83,83.0
79,85,85.0
69,82,175.0
32,142,204.0
87,101,62.0
65,183,136.0
83,81,66.0
32,111,95.0
65,174,124.0
32,99,61.0
70,113,175.0
85,83,145.0
82,95,205.0
84,75,90.0
72,94,120.0
69,119,79.0
82,78,203.0
32,98,344.0
84,82,144.0
87,113,113.0
73,94,144.0
83,158,97.0
84,110,267.0
32,114,209.0
73,76,154.0
78,87,39.0
32,112,176.0
84,88,88.0
72,62,78.0
69,99,84.0
32,112,254.0
79,56,391.0
8,77,178.0
8,80,140.0
76,36,107.0
79,78,156.0
78,64,64.0
71,82,113.0
189,80,127.0
82,91,107.0
85,61,154.0
78,64,126.0
78,128,112.0
73,139,139.0
78,81,143.0
71,88,417.0
32,124,311.0
68,113,113.0
73,95,95.0
83,91,278.0
80,80,173.0
85,52,93.0
84,126,80.0
69,125,157.0
190,77,2810.0
84,99,99.0
72,63,219.0
8,50,113.0
8,79,0.0
16,177,142.0
84,94,79.0
72,65,65.0
69,115,83.0
82,144,99.0
69,76,102.0
32,103,55.0
65,128,87.0
82,136,74.0
69,110,110.0
32,115,99.0
83,91,263.0
69,157,311.0
86,115,115.0
69,157,142.0
82,140,124.0
65,97,113.0
76,98,98.0
32,91,310.0
66,115,115.0
85,61,93.0
83,99,99.0
73,60,154.0
78,80,348.0
69,66,144.0
83,65,146.0
83,82,66.0
32,114,178.0
73,83,129.0
83,59,139.0
83,111,64.0
85,68,131.0
69,108,170.0
83,106,171.0
32,93,202.0
32,61,287.0
8,95,157.0
79,81,175.0
85,66,114.0
84,82,192.0
83,145,99.0
65,168,231.0
84,79,189.0
8,67,145.0
8,104,56.0
84,88,73.0
65,130,130.0
78,77,93.0
68,106,122.0
73,64,174.0
78,32,33.0
71,72,119.0
190,61,2878.0
16,329,204.0
72,78,125.0
69,122,106.0
32,136,95.0
87,93,78.0
73,75,153.0
76,65,143.0
76,79,94.0
32,83,114.0
66,64,95.0
69,99,60.0
32,135,215.0
82,112,79.0
69,96,254.0
189,67,286.0
69,127,158.0
86,135,136.0
65,148,210.0
85,62,233.0
8,61,124.0
76,86,180.0
85,67,160.0
65,116,79.0
84,165,134.0
69,98,223.0
68,78,109.0
32,108,202.0
65,114,99.0
70,83,192.0
84,96,96.0
69,119,95.0
82,92,92.0
32,171,139.0
82,126,126.0
69,140,124.0
67,164,149.0
69,111,127.0
73,78,288.0
86,66,317.0
73,66,144.0
78,78,78.0
71,83,67.0
32,148,114.0
65,114,130.0
78,66,98.0
32,137,137.0
73,64,142.0
78,63,151.0
74,56,71.0
69,130,130.0
67,93,77.0
84,83,114.0
73,104,213.0
