KEYCODE,ht,df
20,79,63.0
84,96,112.0
20,160,96.0
71,64,65.0
69,95,351.0
8,80,176.0
8,96,128.0
8,64,512.0
72,112,80.0
69,112,128.0
89,160,160.0
32,77,752.0
65,176,208.0
82,80,128.0
69,80,160.0
32,80,176.0
77,64,176.0
73,16,224.0
82,48,192.0
69,32,48.0
8,80,176.0
8,80,176.0
8,48,128.0
8,80,704.0
79,112,96.0
69,64,288.0
8,112,128.0
82,48,144.0
69,112,128.0
32,64,1168.0
69,80,112.0
70,64,144.0
70,79,512.0
73,95,97.0
69,47,846.0
8,80,689.0
67,96,416.0
73,96,112.0
69,48,192.0
78,80,320.0
84,96,816.0
76,96,256.0
89,80,128.0
32,64,816.0
80,64,192.0
79,64,144.0
79,80,176.0
76,96,112.0
69,64,176.0
68,80,816.0
190,80,3968.0
20,80,80.0
66,48,304.0
8,96,272.0
78,80,448.0
20,128,272.0
69,96,80.0
87,96,112.0
32,64,880.0
20,80,96.0
89,80,80.0
20,96,368.0
79,80,224.0
82,48,288.0
75,48,512.0
222,128,80.0
83,96,128.0
32,47,1104.0
20,79,80.0
83,80,80.0
20,79,463.0
85,48,177.0
77,63,191.0
80,112,209.0
82,63,175.0
69,80,176.0
77,80,112.0
69,96,128.0
32,64,912.0
8,80,176.0
8,80,160.0
8,80,161.0
8,64,160.0
8,49,145.0
8,47,143.0
8,64,880.0
80,96,224.0
82,64,176.0
69,80,112.0
77,80,81.0
69,79,143.0
32,64,992.0
20,96,80.0
67,96,97.0
20,111,207.0
79,96,224.0
85,96,448.0
82,96,97.0
84,79,80.0
32,63,1295.0
85,48,256.0
80,64,560.0
72,80,176.0
82,64,864.0
8,96,816.0
69,64,128.0
76,96,128.0
68,128,160.0
32,64,720.0
65,80,64.0
32,80,224.0
76,80,192.0
79,80,304.0
87,63,256.0
69,48,224.0
82,48,304.0
32,63,288.0
67,112,336.0
79,79,240.0
85,95,192.0
82,64,96.0
84,79,95.0
32,48,1297.0
68,79,159.0
69,80,384.0
67,96,160.0
73,80,128.0
83,96,112.0
73,80,208.0
79,64,224.0
78,80,928.0
190,64,1730.0
32,223,2271.0
20,96,80.0
74,80,80.0
20,112,80.0
65,96,64.0
78,80,320.0
69,112,624.0
190,80,272.0
8,80,256.0
188,112,144.0
32,80,896.0
87,96,112.0
72,80,96.0
65,96,80.0
84,80,96.0
32,80,704.0
65,96,176.0
66,80,400.0
79,64,208.0
85,64,160.0
84,80,192.0
32,96,192.0
84,96,240.0
72,64,176.0
73,96,112.0
83,112,144.0
32,64,992.0
20,80,48.0
84,80,128.0
20,80,96.0
78,47,160.0
85,79,80.0
82,79,544.0
8,95,175.0
8,80,161.0
8,63,144.0
8,63,559.0
72,96,128.0
85,144,247.0
84,64,320.0
8,144,81.0
82,127,159.0
83,256,912.0
68,112,114.0
65,78,126.0
89,80,144.0
32,80,944.0
70,96,144.0
79,80,81.0
82,95,159.0
32,80,240.0
76,80,256.0
85,64,208.0
78,64,448.0
67,96,144.0
72,80,726.0
16,234,186.0
191,112,5361.0
20,80,96.0
83,80,64.0
20,96,176.0
71,64,400.0
8,96,240.0
72,96,64.0
69,96,112.0
32,64,752.0
65,80,592.0
8,80,304.0
72,111,80.0
65,95,80.0
83,112,256.0
32,112,719.0
84,80,176.0
72,96,48.0
69,112,128.0
32,64,1024.0
71,80,82.0
65,79,399.0
77,128,79.0
69,96,113.0
32,79,943.0
84,96,98.0
79,78,190.0
77,80,256.0
79,80,320.0
82,80,176.0
82,80,96.0
73,144,96.0
69,112,176.0
32,64,176.0
8,96,160.0
8,96,192.0
8,96,128.0
79,160,112.0
87,80,1312.0
190,80,3761.0
20,80,64.0
73,112,96.0
20,160,160.0
32,80,464.0
87,144,112.0
65,192,176.0
83,96,64.0
32,96,704.0
65,96,144.0
32,64,176.0
66,64,464.0
73,128,96.0
84,47,336.0
8,160,560.0
82,80,144.0
32,64,224.0
