KEYCODE,ht,df
16,113,86.0
72,72,96.0
69,104,88.0
32,64,136.0
73,64,40.0
83,72,88.0
32,88,168.0
69,48,160.0
88,88,88.0
80,72,152.0
69,64,152.0
67,72,192.0
84,96,96.0
69,72,160.0
68,72,112.0
32,72,74.0
84,86,46.0
79,104,64.0
32,88,104.0
80,88,160.0
76,88,90.0
65,70,70.0
89,72,96.0
32,72,104.0
73,120,80.0
78,88,42.0
32,78,222.0
16,144,64.0
83,136,112.0
85,56,144.0
78,64,80.0
68,104,107.0
65,101,173.0
89,88,152.0
222,72,72.0
83,72,96.0
32,72,128.0
16,80,120.0
71,72,360.0
8,56,296.0
71,104,104.0
65,80,80.0
77,88,88.0
69,88,72.0
32,72,152.0
65,88,88.0
78,72,48.0
68,104,104.0
32,56,112.0
73,64,66.0
83,78,78.0
32,72,88.0
76,120,80.0
73,96,112.0
83,112,114.0
84,126,126.0
69,72,152.0
68,80,80.0
32,72,104.0
65,96,98.0
83,94,134.0
32,72,168.0
80,72,120.0
82,120,120.0
79,72,184.0
66,64,88.0
65,96,96.0
66,56,144.0
76,88,88.0
69,72,96.0
190,80,6896.0
16,96,72.0
68,96,80.0
79,80,120.0
69,64,104.0
32,72,152.0
16,120,80.0
68,112,192.0
65,64,64.0
78,80,96.0
32,72,616.0
8,40,120.0
8,64,136.0
8,56,144.0
8,48,120.0
8,48,136.0
83,80,80.0
32,80,104.0
16,136,72.0
68,120,192.0
65,88,48.0
78,104,104.0
32,88,176.0
75,112,80.0
78,120,120.0
79,96,176.0
87,72,72.0
32,72,200.0
65,112,112.0
66,56,120.0
79,96,64.0
85,72,72.0
84,80,64.0
32,72,200.0
16,136,88.0
74,50,136.0
85,56,136.0
76,88,136.0
73,72,104.0
65,96,192.0
32,88,328.0
67,96,80.0
72,64,104.0
65,112,56.0
78,96,96.0
71,104,106.0
73,86,54.0
78,88,48.0
71,96,128.0
32,96,216.0
71,64,192.0
82,96,96.0
79,120,88.0
85,88,48.0
80,96,168.0
83,80,168.0
16,200,88.0
191,56,2856.0
16,88,48.0
78,88,88.0
79,104,64.0
32,88,200.0
79,80,120.0
66,72,136.0
76,112,96.0
73,88,168.0
71,88,168.0
65,96,96.0
84,96,64.0
73,136,34.0
79,102,54.0
78,104,88.0
32,104,144.0
84,96,40.0
79,112,80.0
32,80,232.0
80,88,112.0
65,96,96.0
89,72,184.0
190,64,3314.0
16,94,91.0
74,59,107.0
65,88,64.0
78,64,144.0
188,120,104.0
32,88,264.0
83,88,88.0
79,104,104.0
82,40,136.0
82,72,72.0
89,80,112.0
32,64,120.0
70,72,33.0
79,87,119.0
82,72,32.0
32,72,128.0
84,112,33.0
72,55,55.0
69,112,56.0
32,80,152.0
73,112,80.0
78,104,136.0
67,96,96.0
79,104,64.0
78,104,232.0
86,96,160.0
69,72,88.0
78,96,112.0
73,96,208.0
69,96,96.0
78,88,152.0
67,168,96.0
69,48,352.0
190,88,6568.0
16,120,80.0
70,96,112.0
79,80,80.0
82,96,96.0
32,72,304.0
83,104,216.0
65,112,112.0
70,112,168.0
69,120,120.0
84,120,104.0
89,88,168.0
32,80,272.0
82,144,96.0
69,112,208.0
65,128,128.0
83,112,136.0
79,104,56.0
78,104,64.0
83,88,168.0
188,105,80.0
32,96,120.0
84,104,64.0
72,64,40.0
69,96,96.0
32,72,288.0
84,80,96.0
85,56,104.0
82,80,192.0
75,88,192.0
69,64,64.0
89,80,136.0
32,72,136.0
87,96,72.0
73,64,144.0
76,56,128.0
76,88,32.0
32,104,144.0
66,72,72.0
69,72,72.0
32,72,176.0
67,80,104.0
65,104,120.0
82,128,288.0
86,96,128.0
69,80,168.0
68,80,80.0
32,64,88.0
73,96,56.0
78,104,64.0
32,64,40.0
65,64,112.0
32,56,96.0
80,88,192.0
82,96,312.0
86,88,120.0
73,64,232.0
8,56,104.0
8,64,152.0
73,56,40.0
86,88,128.0
65,96,96.0
84,112,112.0
69,88,168.0
32,96,152.0
67,56,288.0
69,72,176.0
82,120,120.0
69,96,120.0
77,96,96.0
69,40,328.0
8,56,168.0
79,120,72.0
78,88,184.0
89,72,208.0
190,72,4136.0
16,72,56.0
76,88,128.0
65,88,88.0
83,104,176.0
84,104,144.0
32,88,200.0
89,80,40.0
69,72,136.0
65,120,120.0
82,112,144.0
32,80,176.0
16,128,80.0
73,88,88.0
32,72,152.0
77,80,80.0
65,104,104.0
68,72,176.0
69,72,96.0
32,72,88.0
83,80,80.0
79,104,64.0
77,96,56.0
69,72,88.0
32,88,176.0
77,120,120.0
73,64,64.0
83,104,128.0
84,104,144.0
65,112,112.0
75,88,112.0
69,72,112.0
83,128,130.0
32,70,126.0
72,72,88.0
69,96,72.0
82,112,112.0
69,128,200.0
190,104,4680.0
16,72,48.0
73,64,168.0
70,96,96.0
32,96,192.0
89,72,120.0
79,120,80.0
85,88,496.0
82,72,256.0
32,88,256.0
82,136,96.0
69,120,288.0
65,120,72.0
83,120,160.0
79,112,72.0
78,104,160.0
65,104,104.0
66,56,104.0
76,104,107.0
69,69,157.0
188,112,112.0
32,80,176.0
16,112,72.0
73,80,176.0
222,88,192.0
76,56,144.0
76,104,105.0
32,79,231.0
66,80,200.0
69,72,264.0
82,128,88.0
69,128,192.0
65,128,104.0
83,128,176.0
79,120,80.0
78,104,120.0
65,122,96.0
66,64,120.0
76,88,88.0
69,56,112.0
190,56,3680.0
16,113,88.0
73,80,80.0
70,96,80.0
32,96,152.0
76,120,120.0
85,64,152.0
78,72,456.0
67,80,80.0
72,72,136.0
32,72,176.0
68,80,82.0
79,94,94.0
69,72,120.0
83,96,96.0
78,96,96.0
222,88,90.0
84,70,70.0
32,72,176.0
87,88,88.0
79,80,104.0
82,80,82.0
75,78,118.0
32,80,192.0
84,104,64.0
72,64,64.0
69,80,82.0
78,86,62.0
32,80,160.0
72,72,112.0
79,104,88.0
