KEYCODE,ht,df
16,235,189.0
73,95,1219.0
222,108,370.0
77,74,183.0
32,71,617.0
80,80,192.0
76,91,135.0
69,91,192.0
65,145,134.0
83,120,243.0
69,102,897.0
68,119,254.0
32,82,641.0
87,112,246.0
73,100,206.0
84,77,163.0
72,77,214.0
32,92,184.0
77,96,392.0
89,83,163.0
32,100,262.0
83,123,935.0
80,94,276.0
69,103,172.0
69,51,166.0
68,102,922.0
83,115,255.0
190,102,7495.0
16,307,270.0
84,89,189.0
72,80,124.0
73,94,183.0
83,106,153.0
32,98,251.0
73,88,116.0
83,100,183.0
32,77,167.0
65,209,259.0
32,89,516.0
71,82,149.0
79,77,160.0
76,106,206.0
68,129,190.0
69,102,454.0
78,117,180.0
32,80,395.0
77,85,161.0
79,74,177.0
77,80,161.0
69,105,242.0
78,88,204.0
84,74,372.0
190,74,7521.0
16,345,293.0
84,90,181.0
82,92,448.0
89,63,149.0
32,108,237.0
73,97,263.0
84,73,149.0
32,74,169.0
65,85,335.0
71,91,201.0
65,114,153.0
73,62,174.0
78,80,189.0
32,91,355.0
65,115,246.0
78,94,488.0
68,151,206.0
32,77,576.0
76,94,420.0
69,108,243.0
84,85,355.0
32,85,437.0
77,97,296.0
69,119,141.0
32,82,206.0
75,94,149.0
78,91,189.0
79,100,206.0
87,103,576.0
190,77,5202.0
16,275,245.0
67,103,192.0
76,91,194.0
73,74,194.0
78,71,350.0
84,74,214.0
79,92,191.0
78,83,169.0
32,92,181.0
65,146,472.0
84,71,147.0
84,76,245.0
69,96,166.0
78,100,265.0
68,128,164.0
69,114,454.0
68,137,471.0
32,78,370.0
84,68,208.0
72,83,175.0
69,88,126.0
32,92,325.0
16,647,190.0
85,93,172.0
83,142,312.0
32,88,513.0
67,111,215.0
79,77,188.0
76,83,147.0
76,94,161.0
69,91,290.0
71,134,192.0
69,106,288.0
32,82,479.0
66,77,104.0
65,172,377.0
83,118,249.0
75,88,138.0
69,131,238.0
84,88,327.0
66,71,137.0
65,109,306.0
76,88,157.0
76,80,217.0
32,86,437.0
70,108,277.0
73,82,166.0
78,88,113.0
65,114,220.0
76,89,226.0
83,123,523.0
190,82,4364.0
16,182,145.0
66,74,169.0
69,94,251.0
78,91,163.0
32,86,192.0
67,108,344.0
79,108,206.0
85,77,220.0
76,97,259.0
68,105,209.0
32,80,558.0
84,83,175.0
69,91,256.0
76,88,147.0
76,79,197.0
32,95,431.0
72,74,138.0
73,77,192.0
77,90,42.0
188,31,549.0
32,83,555.0
8,77,155.0
8,83,502.0
32,85,158.0
65,120,1146.0
66,92,155.0
79,82,702.0
85,88,282.0
84,82,180.0
32,85,747.0
16,237,168.0
80,86,173.0
79,48,326.0
77,86,522.0
80,104,149.0
65,175,614.0
78,85,150.0
79,65,491.0
190,68,3721.0
16,185,252.0
84,88,138.0
72,76,149.0
65,103,313.0
78,77,350.0
75,85,211.0
83,123,176.0
32,77,361.0
70,119,189.0
79,79,200.0
82,85,138.0
32,80,279.0
89,71,200.0
79,71,172.0
85,91,234.0
82,73,188.0
32,80,257.0
67,113,175.0
79,79,245.0
78,85,372.0
67,142,274.0
69,37,205.0
69,77,710.0
8,97,178.0
82,97,742.0
78,71,386.0
190,74,3957.0
16,262,222.0
73,86,209.0
32,97,279.0
72,77,197.0
79,86,197.0
80,109,249.0
69,111,175.0
32,77,507.0
89,51,183.0
79,122,203.0
85,88,454.0
32,83,626.0
70,111,183.0
69,83,164.0
69,79,138.0
76,89,740.0
32,79,536.0
66,73,146.0
69,103,273.0
84,46,177.0
84,57,175.0
69,131,158.0
82,102,440.0
190,94,9675.0
16,457,416.0
69,86,260.0
86,85,209.0
69,136,180.0
82,89,257.0
89,65,225.0
32,86,412.0
69,119,316.0
78,88,967.0
8,103,234.0
8,31,293.0
16,299,267.0
69,100,218.0
78,80,417.0
82,91,265.0
79,77,183.0
78,71,234.0
32,80,316.0
69,108,221.0
77,92,411.0
80,103,226.0
76,89,491.0
79,82,767.0
89,76,171.0
69,93,167.0
69,65,292.0
32,77,550.0
72,80,100.0
65,116,206.0
83,122,181.0
32,85,192.0
65,128,172.0
78,129,280.0
32,91,640.0
73,80,192.0
78,105,431.0
84,111,170.0
69,151,156.0
82,99,445.0
78,83,124.0
69,128,232.0
84,91,262.0
32,71,479.0
69,85,186.0
65,120,105.0
77,97,212.0
73,74,188.0
76,96,232.0
32,82,220.0
65,114,514.0
68,142,446.0
68,111,245.0
82,103,144.0
69,85,274.0
83,62,152.0
83,114,322.0
190,80,2878.0
8,80,132.0
8,71,133.0
8,82,123.0
8,69,530.0
77,83,147.0
65,163,210.0
73,80,200.0
76,100,4483.0
16,231,136.0
73,84,241.0
32,82,623.0
87,109,644.0
79,82,211.0
85,80,248.0
76,105,271.0
68,108,589.0
186,63,539.0
8,96,258.0
222,114,341.0
84,80,694.0
32,85,313.0
83,132,145.0
65,117,604.0
89,91,285.0
32,103,601.0
16,242,145.0
73,77,624.0
222,99,476.0
77,72,178.0
32,65,786.0
49,100,535.0
48,84,157.0
48,79,468.0
32,76,572.0
80,97,183.0
69,83,147.0
