KEYCODE,ht,df
20,160,269.0
84,64,142.0
20,47,297.0
72,153,184.0
73,123,216.0
83,61,139.0
32,93,717.0
89,74,152.0
69,57,198.0
65,59,91.0
82,84,255.0
32,65,269.0
20,64,157.0
73,73,136.0
20,62,124.0
32,112,237.0
67,61,186.0
65,60,138.0
78,87,182.0
32,104,572.0
87,53,178.0
65,60,107.0
76,70,210.0
75,91,235.0
32,108,451.0
65,60,169.0
78,90,199.0
68,60,138.0
32,103,540.0
73,83,224.0
84,77,358.0
222,86,242.0
83,64,189.0
32,90,1741.0
83,57,150.0
79,74,245.0
32,80,517.0
77,81,205.0
85,93,265.0
67,65,134.0
72,80,220.0
32,77,482.0
66,63,172.0
69,58,231.0
84,49,158.0
84,55,195.0
69,61,170.0
82,50,96.0
190,77,204.0
32,74,4990.0
20,63,234.0
83,54,163.0
20,62,249.0
69,44,168.0
69,58,121.0
32,70,413.0
89,75,185.0
79,152,168.0
85,89,262.0
32,96,392.0
73,72,197.0
78,51,157.0
32,85,225.0
20,47,379.0
69,58,225.0
20,62,156.0
78,70,211.0
82,64,142.0
79,131,838.0
78,67,176.0
32,122,1062.0
20,51,254.0
72,64,158.0
20,46,78.0
79,79,110.0
85,101,196.0
83,58,182.0
69,51,129.0
32,81,533.0
87,66,222.0
72,79,174.0
69,56,180.0
78,65,174.0
32,84,505.0
20,73,146.0
73,85,132.0
20,47,109.0
32,79,206.0
71,49,189.0
69,53,194.0
84,62,171.0
32,89,496.0
66,62,157.0
65,56,243.0
67,65,143.0
75,85,492.0
190,80,3944.0
20,62,296.0
73,86,133.0
20,47,140.0
32,80,533.0
87,76,225.0
79,61,170.0
85,74,201.0
76,151,1076.0
68,60,180.0
78,87,622.0
222,69,209.0
84,78,157.0
32,102,621.0
83,53,178.0
65,59,184.0
89,60,231.0
32,77,421.0
20,62,176.0
73,66,129.0
20,47,551.0
222,56,461.0
77,80,189.0
32,91,559.0
80,82,240.0
69,32,171.0
82,58,481.0
67,62,187.0
69,59,720.0
78,89,184.0
84,58,214.0
32,112,424.0
8,623,752.0
8,104,198.0
8,91,320.0
8,88,307.0
49,68,224.0
48,77,155.0
48,72,230.0
32,96,361.0
80,113,223.0
69,63,188.0
82,74,230.0
67,77,172.0
69,58,120.0
78,86,149.0
84,80,173.0
32,98,635.0
66,83,162.0
85,88,197.0
84,76,138.0
32,104,306.0
20,63,234.0
73,70,133.0
20,62,501.0
222,85,273.0
77,63,188.0
32,75,767.0
68,49,174.0
65,56,243.0
82,48,284.0
78,79,173.0
32,90,465.0
67,64,190.0
76,55,180.0
79,60,155.0
83,54,179.0
69,60,185.0
190,60,4385.0
20,62,234.0
87,40,165.0
20,62,218.0
69,58,152.0
32,87,415.0
