KEYCODE,ht,df
87,134,689.0
8,95,126.0
16,334,209.0
87,166,217.0
69,98,150.0
32,123,522.0
72,85,122.0
65,117,575.0
86,121,304.0
69,104,796.0
78,60,556.0
222,89,318.0
84,126,366.0
32,124,438.0
188,86,134.0
65,159,220.0
68,189,221.0
69,167,249.0
32,126,335.0
8,93,166.0
8,83,156.0
8,81,167.0
8,67,169.0
8,52,364.0
8,43,231.0
77,74,105.0
65,118,252.0
68,92,677.0
8,86,177.0
8,66,158.0
8,75,229.0
32,104,197.0
77,105,241.0
65,126,191.0
68,153,173.0
69,74,188.0
32,107,248.0
84,140,128.0
72,105,240.0
65,106,300.0
84,138,234.0
32,118,557.0
68,133,163.0
69,105,292.0
67,116,283.0
73,94,327.0
83,121,956.0
73,111,254.0
79,105,236.0
78,75,167.0
32,96,554.0
72,96,1243.0
87,76,470.0
8,119,136.0
69,106,179.0
82,125,552.0
69,127,313.0
32,130,326.0
84,125,104.0
72,94,414.0
79,77,560.0
8,114,185.0
82,94,333.0
79,63,221.0
85,84,260.0
71,146,118.0
72,114,883.0
190,88,4799.0
16,338,306.0
84,95,1232.0
82,105,787.0
69,122,476.0
65,126,678.0
83,149,305.0
65,125,261.0
32,55,356.0
75,114,197.0
78,76,139.0
79,122,188.0
87,101,563.0
78,81,196.0
32,63,264.0
84,133,128.0
72,98,140.0
69,139,177.0
32,128,334.0
68,115,207.0
65,117,409.0
84,94,397.0
65,125,128.0
73,111,167.0
76,123,470.0
83,101,835.0
190,91,2178.0
16,546,483.0
83,71,196.0
69,54,155.0
69,77,177.0
32,107,387.0
67,84,1232.0
76,87,230.0
73,73,335.0
69,131,115.0
78,96,218.0
84,125,197.0
32,107,251.0
16,158,138.0
72,94,196.0
69,106,125.0
76,116,297.0
80,49,382.0
32,106,244.0
70,196,121.0
79,105,188.0
82,147,294.0
32,114,240.0
77,94,219.0
79,125,187.0
82,178,136.0
69,167,280.0
32,131,368.0
73,115,188.0
78,108,155.0
70,95,304.0
79,94,314.0
82,104,332.0
77,75,140.0
65,100,289.0
84,83,136.0
73,126,134.0
79,138,630.0
190,115,2243.0
16,168,93.0
72,130,176.0
73,107,128.0
83,146,270.0
32,74,429.0
67,128,188.0
85,69,249.0
82,35,117.0
82,110,123.0
69,127,241.0
78,76,784.0
84,124,188.0
32,125,270.0
83,107,564.0
84,85,234.0
83,142,258.0
84,109,188.0
85,105,156.0
83,94,291.0
32,88,334.0
73,96,266.0
68,104,198.0
32,123,841.0
68,120,127.0
65,136,295.0
89,81,234.0
32,111,285.0
84,145,128.0
79,123,144.0
32,104,333.0
65,64,470.0
8,96,172.0
68,112,115.0
65,142,225.0
89,63,1024.0
190,73,2298.0
16,321,249.0
87,107,158.0
73,104,165.0
83,157,147.0
72,74,208.0
32,106,420.0
77,76,729.0
69,109,146.0
32,138,242.0
76,95,574.0
85,62,123.0
67,128,145.0
75,108,191.0
32,110,543.0
87,95,136.0
73,94,313.0
72,84,63.0
84,146,823.0
8,95,182.0
8,60,226.0
84,116,109.0
72,81,219.0
32,122,508.0
16,178,119.0
76,92,207.0
73,84,185.0
78,85,237.0
68,130,132.0
65,157,290.0
190,94,2254.0
16,339,262.0
73,74,260.0
77,78,345.0
32,57,180.0
8,97,201.0
8,71,216.0
32,103,149.0
77,116,179.0
65,122,529.0
89,76,136.0
32,98,296.0
84,94,153.0
72,43,160.0
65,95,184.0
75,96,545.0
8,75,157.0
8,62,240.0
8,73,316.0
75,42,447.0
8,93,148.0
65,115,439.0
75,84,258.0
69,105,272.0
32,115,250.0
84,139,114.0
72,85,151.0
69,133,220.0
32,124,689.0
79,101,216.0
80,62,170.0
80,60,313.0
79,63,465.0
82,89,669.0
84,120,378.0
85,94,259.0
78,96,757.0
73,50,258.0
84,105,400.0
89,73,281.0
32,121,301.0
84,137,1024.0
79,34,207.0
32,127,259.0
82,129,202.0
85,106,264.0
78,102,206.0
32,116,470.0
83,115,94.0
79,118,212.0
77,105,155.0
69,135,261.0
32,128,556.0
69,91,365.0
82,50,148.0
82,82,274.0
65,109,128.0
78,78,182.0
68,94,309.0
83,127,282.0
188,85,2235.0
16,284,201.0
73,86,747.0
222,57,296.0
77,43,535.0
32,91,512.0
83,73,404.0
84,98,124.0
73,107,210.0
76,95,168.0
76,69,145.0
32,106,230.0
76,85,213.0
69,122,417.0
65,102,236.0
82,77,326.0
78,96,163.0
73,87,192.0
78,62,186.0
71,127,196.0
32,118,215.0
65,92,249.0
66,94,113.0
79,96,242.0
85,96,167.0
84,136,240.0
32,105,219.0
84,137,123.0
72,88,160.0
69,149,251.0
32,126,766.0
79,96,209.0
86,104,985.0
65,98,170.0
76,98,181.0
83,92,408.0
190,91,2182.0
16,186,126.0
73,91,266.0
84,120,221.0
32,95,156.0
77,75,273.0
85,76,126.0
83,93,230.0
84,114,204.0
32,112,234.0
66,104,197.0
69,161,297.0
32,154,456.0
65,105,526.0
67,65,177.0
67,60,352.0
79,93,327.0
77,71,329.0
65,106,2298.0
8,117,326.0
80,94,259.0
65,127,997.0
78,101,239.0
73,48,210.0
69,114,1594.0
68,108,198.0
32,119,231.0
66,136,282.0
89,52,389.0
32,155,356.0
73,101,219.0
78,81,163.0
67,106,245.0
82,31,142.0
69,77,200.0
65,81,197.0
83,105,1348.0
69,100,232.0
68,136,255.0
32,111,267.0
80,113,252.0
82,90,156.0
79,91,272.0
68,91,185.0
85,84,964.0
67,112,612.0
84,88,430.0
73,96,230.0
86,114,479.0
