KEYCODE,ht,df
20,125,597.0
84,79,189.0
20,140,219.0
72,70,415.0
69,89,214.0
89,91,216.0
32,75,283.0
76,93,476.0
65,113,269.0
85,64,299.0
78,65,755.0
67,123,165.0
72,63,188.0
69,74,215.0
68,103,134.0
32,91,200.0
65,139,149.0
32,76,498.0
67,115,269.0
79,75,216.0
85,78,297.0
78,64,247.0
84,83,208.0
69,104,135.0
82,104,151.0
32,89,299.0
65,105,422.0
84,68,177.0
84,59,168.0
65,137,480.0
67,92,201.0
75,75,168.0
32,74,121.0
65,134,181.0
78,71,118.0
68,102,198.0
32,73,542.0
82,81,190.0
69,75,467.0
84,106,325.0
79,49,158.0
79,58,219.0
75,71,181.0
32,90,262.0
80,77,986.0
79,76,419.0
83,106,194.0
73,78,406.0
84,105,183.0
73,59,200.0
79,42,199.0
78,59,156.0
83,135,151.0
32,69,304.0
84,111,174.0
72,73,174.0
69,82,219.0
89,66,222.0
32,76,216.0
72,75,169.0
65,90,262.0
68,109,109.0
32,85,477.0
76,43,168.0
79,73,198.0
83,93,437.0
84,104,436.0
190,71,5785.0
20,140,209.0
72,60,123.0
20,109,281.0
79,87,430.0
87,75,247.0
69,94,579.0
86,67,197.0
69,70,414.0
82,87,274.0
188,95,173.0
32,89,183.0
72,59,141.0
69,83,130.0
32,71,212.0
73,72,127.0
83,112,112.0
32,70,398.0
69,71,386.0
88,101,319.0
80,68,146.0
69,87,477.0
67,62,227.0
84,51,191.0
69,59,175.0
68,98,129.0
32,88,369.0
84,84,132.0
79,86,164.0
32,41,338.0
80,53,241.0
76,78,141.0
65,101,188.0
89,66,269.0
32,64,189.0
73,58,199.0
78,60,169.0
32,73,156.0
84,113,145.0
72,56,183.0
73,58,137.0
83,101,133.0
32,69,334.0
87,68,342.0
69,92,174.0
69,133,38.0
68,48,220.0
75,76,484.0
8,45,123.0
8,72,353.0
75,51,586.0
76,50,503.0
8,62,753.0
186,92,295.0
83,146,334.0
8,63,188.0
8,59,968.0
222,136,1046.0
83,78,171.0
32,73,479.0
71,60,185.0
65,105,246.0
77,64,148.0
69,113,207.0
190,74,4100.0
20,78,205.0
68,87,196.0
20,94,250.0
79,90,584.0
78,71,181.0
79,59,216.0
86,75,180.0
65,125,234.0
78,63,203.0
32,76,513.0
20,112,128.0
77,84,490.0
20,113,550.0
67,91,226.0
20,125,542.0
78,77,514.0
20,96,330.0
65,113,519.0
66,64,174.0
66,89,245.0
32,79,164.0
73,96,3185.0
83,96,315.0
32,97,413.0
79,71,212.0
78,74,165.0
69,105,105.0
32,71,212.0
79,77,108.0
70,115,115.0
32,70,585.0
77,50,207.0
89,58,199.0
32,79,1597.0
83,97,503.0
84,93,270.0
65,121,496.0
82,77,249.0
84,78,187.0
69,139,170.0
82,71,188.0
83,114,225.0
190,91,4309.0
20,105,230.0
87,85,210.0
20,109,266.0
72,60,279.0
65,81,425.0
84,89,151.0
32,72,226.0
72,62,140.0
65,104,479.0
80,63,157.0
80,86,180.0
69,90,265.0
78,58,289.0
69,55,180.0
68,110,110.0
32,80,455.0
84,95,169.0
79,72,150.0
32,73,167.0
82,115,591.0
8,97,191.0
84,104,579.0
72,47,98.0
69,63,125.0
32,72,322.0
71,97,388.0
85,60,467.0
89,62,218.0
32,76,641.0
87,131,209.0
73,59,687.0
84,104,135.0
72,71,192.0
32,79,282.0
84,132,220.0
72,61,124.0
69,118,118.0
32,69,417.0
80,86,117.0
65,100,680.0
80,72,134.0
69,70,744.0
82,91,165.0
32,77,280.0
84,122,200.0
79,61,574.0
32,57,354.0
83,100,225.0
73,47,234.0
78,44,594.0
8,52,505.0
71,110,188.0
78,74,874.0
16,193,142.0
191,125,4303.0
20,140,203.0
66,68,131.0
20,94,297.0
65,90,481.0
82,61,170.0
82,88,213.0
89,60,245.0
188,80,174.0
32,88,198.0
72,60,518.0
79,76,248.0
80,62,378.0
69,97,144.0
32,72,369.0
84,101,116.0
72,62,102.0
65,116,148.0
84,117,117.0
32,53,503.0
89,41,176.0
79,75,1422.0
85,68,204.0
32,64,205.0
72,58,215.0
65,110,328.0
68,98,129.0
32,72,187.0
65,100,147.0
32,72,385.0
71,101,257.0
82,109,1004.0
65,106,718.0
8,87,196.0
69,92,279.0
65,113,457.0
84,90,172.0
32,69,511.0
20,90,215.0
67,124,188.0
20,110,250.0
72,57,355.0
82,82,176.0
73,59,184.0
83,105,465.0
84,105,451.0
77,59,95.0
65,111,236.0
83,123,327.0
190,67,5312.0
20,109,187.0
73,52,84.0
20,94,484.0
84,97,128.0
32,57,447.0
87,88,213.0
65,61,166.0
83,108,124.0
32,72,447.0
80,83,243.0
79,81,237.0
83,61,149.0
83,108,187.0
73,58,308.0
66,50,207.0
76,45,139.0
69,100,120.0
32,69,336.0
84,111,158.0
79,57,135.0
32,72,134.0
65,103,125.0
32,64,361.0
76,69,132.0
65,86,408.0
82,77,202.0
71,109,254.0
69,57,120.0
32,69,308.0
69,63,212.0
88,96,575.0
84,135,622.0
69,53,272.0
78,63,173.0
84,90,137.0
32,69,194.0
84,107,126.0
79,83,150.0
32,83,393.0
65,89,464.0
71,139,767.0
82,124,593.0
69,62,145.0
69,102,164.0
32,74,168.0
79,72,213.0
78,61,181.0
32,79,454.0
83,106,184.0
79,75,372.0
77,69,148.0
69,71,116.0
32,56,399.0
75,57,197.0
73,41,201.0
78,42,607.0
68,115,163.0
32,71,336.0
79,69,147.0
70,103,134.0
32,71,746.0
65,122,267.0
80,59,138.0
80,118,574.0
82,110,173.0
79,71,347.0
65,90,451.0
67,106,231.0
72,77,233.0
190,78,3216.0
20,141,786.0
77,61,154.0
20,94,250.0
65,88,463.0
78,59,216.0
89,44,185.0
32,73,504.0
84,118,196.0
79,74,262.0
87,110,297.0
78,66,394.0
83,101,652.0
80,86,289.0
69,97,445.0
79,83,397.0
80,87,290.0
76,81,312.0
69,116,163.0
32,56,337.0
87,102,196.0
72,57,182.0
79,75,164.0
32,78,218.0
72,61,155.0
65,72,212.0
68,122,138.0
32,71,556.0
71,96,487.0
65,93,421.0
84,120,229.0
72,78,416.0
69,79,628.0
82,59,193.0
69,58,152.0
68,87,150.0
32,72,197.0
69,105,263.0
65,94,454.0
82,92,749.0
76,61,186.0
73,74,269.0
69,118,192.0
82,94,156.0
32,89,182.0
79,75,200.0
78,59,168.0
32,74,126.0
84,112,112.0
72,69,132.0
69,70,70.0
32,66,394.0
77,56,139.0
