KEYCODE,ht,df
16,425,315.0
66,84,270.0
79,106,238.0
84,167,78.0
72,139,194.0
32,179,746.0
76,128,63.0
69,186,121.0
65,198,583.0
68,126,194.0
73,94,206.0
78,153,193.0
71,211,432.0
8,125,742.0
71,274,125.0
32,160,755.0
67,150,88.0
65,143,150.0
78,162,230.0
68,161,224.0
73,121,989.0
68,179,169.0
65,167,1089.0
8,105,963.0
8,135,1090.0
68,133,98.0
65,199,694.0
84,155,117.0
69,122,213.0
83,235,221.0
32,190,404.0
72,130,65.0
65,165,211.0
86,200,179.0
69,204,211.0
32,155,559.0
80,154,146.0
82,149,171.0
79,132,281.0
77,148,178.0
73,137,126.0
83,140,237.0
69,130,247.0
68,155,192.0
32,164,404.0
84,151,158.0
79,598,600.0
32,3,17.0
67,99,218.0
82,234,146.0
69,204,137.0
65,173,163.0
84,167,121.0
69,198,316.0
32,147,402.0
74,138,170.0
79,143,364.0
66,124,288.0
83,166,494.0
190,141,3213.0
16,315,242.0
87,146,212.0
69,137,299.0
32,134,542.0
68,173,238.0
79,115,658.0
78,6,405.0
191,106,598.0
8,139,372.0
222,111,120.0
84,183,395.0
32,137,651.0
82,206,183.0
69,183,1176.0
67,163,179.0
79,93,262.0
77,62,170.0
77,88,586.0
69,101,644.0
78,204,130.0
68,236,179.0
32,194,516.0
16,601,349.0
77,99,528.0
67,154,317.0
32,166,254.0
16,173,304.0
8,147,264.0
16,269,87.0
78,161,431.0
65,178,371.0
73,127,238.0
82,220,186.0
32,182,653.0
84,153,131.0
72,159,109.0
73,164,134.0
83,180,246.0
32,157,395.0
87,105,200.0
69,93,152.0
69,120,483.0
75,135,118.0
32,129,714.0
65,182,136.0
83,260,208.0
32,301,308.0
65,259,280.0
32,218,638.0
82,170,153.0
69,154,241.0
83,343,784.0
85,63,228.0
76,102,320.0
84,128,1003.0
190,63,2709.0
16,850,698.0
73,116,889.0
222,92,1479.0
76,69,144.0
76,87,305.0
32,168,810.0
71,139,145.0
69,163,210.0
84,188,298.0
32,125,597.0
89,120,192.0
79,111,505.0
85,110,260.0
32,136,723.0
79,107,180.0
78,107,135.0
69,139,371.0
190,60,3064.0
16,313,223.0
79,123,110.0
80,99,550.0
80,79,503.0
79,133,99.0
83,167,984.0
73,98,217.0
84,129,105.0
73,131,91.0
79,119,228.0
78,128,134.0
32,132,791.0
76,122,46.0
69,262,182.0
65,251,646.0
68,124,222.0
69,146,521.0
82,119,285.0
83,172,355.0
32,108,314.0
72,128,55.0
65,153,215.0
86,161,151.0
69,208,215.0
32,148,1163.0
85,117,205.0
82,106,351.0
71,130,137.0
69,139,270.0
68,148,283.0
32,174,332.0
72,154,143.0
73,126,268.0
77,147,176.0
32,149,556.0
84,131,177.0
79,107,28.0
32,169,287.0
67,176,184.0
65,183,544.0
76,74,149.0
76,96,133.0
32,147,372.0
79,126,314.0
70,86,155.0
70,174,156.0
32,158,342.0
84,177,109.0
72,135,116.0
69,191,147.0
32,167,377.0
86,126,165.0
73,146,100.0
83,182,761.0
73,132,452.0
84,126,762.0
190,72,2672.0
16,269,229.0
73,147,277.0
70,194,170.0
32,187,350.0
83,130,73.0
79,143,144.0
32,159,678.0
72,154,118.0
69,196,153.0
32,153,728.0
80,145,179.0
82,134,150.0
79,121,333.0
66,248,769.0
66,95,353.0
8,166,117.0
65,178,126.0
66,179,283.0
76,138,933.0
89,114,120.0
32,147,363.0
87,115,138.0
73,109,239.0
76,56,133.0
76,68,97.0
32,131,341.0
72,116,69.0
65,141,195.0
86,169,144.0
69,189,225.0
32,139,451.0
84,156,118.0
79,134,120.0
32,161,150.0
80,162,115.0
65,140,411.0
89,116,123.0
32,144,658.0
66,143,104.0
65,185,237.0
67,189,269.0
75,134,2638.0
16,203,148.0
78,120,178.0
65,187,163.0
77,146,131.0
69,197,737.0
32,156,428.0
72,134,93.0
85,180,113.0
83,189,803.0
8,90,163.0
8,81,196.0
8,82,404.0
72,125,364.0
8,116,251.0
74,153,215.0
85,153,90.0
83,139,302.0
84,234,230.0
32,156,638.0
79,123,162.0
78,171,117.0
69,290,154.0
32,226,581.0
80,192,193.0
69,79,179.0
82,149,300.0
83,208,252.0
79,137,94.0
80,115,216.0
78,132,171.0
32,155,469.0
8,86,154.0
8,70,151.0
8,84,568.0
78,134,172.0
32,166,804.0
70,130,95.0
79,165,135.0
82,213,198.0
32,213,381.0
69,177,271.0
65,180,196.0
67,146,290.0
72,194,133.0
32,178,824.0
67,190,192.0
79,75,229.0
76,103,278.0
73,50,444.0
8,117,399.0
79,156,352.0
82,151,654.0
190,113,2404.0
16,278,266.0
72,120,196.0
69,190,209.0
32,161,197.0
73,193,125.0
83,233,165.0
32,169,1275.0
72,128,64.0
69,135,233.0
82,167,142.0
69,196,366.0
32,142,613.0
70,106,121.0
79,149,130.0
82,188,262.0
32,176,522.0
65,208,226.0
32,167,460.0
80,90,184.0
79,87,215.0
76,101,809.0
73,121,282.0
84,112,120.0
73,125,584.0
67,188,134.0
65,161,150.0
76,165,182.0
32,153,701.0
77,111,117.0
69,92,159.0
69,102,222.0
84,130,142.0
73,94,142.0
78,153,142.0
71,151,414.0
190,59,2433.0
16,244,488.0
83,171,161.0
72,107,179.0
69,185,644.0
32,155,419.0
67,160,349.0
72,126,219.0
73,87,262.0
80,101,165.0
80,104,234.0
69,94,255.0
68,164,214.0
32,175,644.0
73,109,156.0
78,161,101.0
32,143,258.0
84,178,750.0
8,140,370.0
70,69,160.0
82,117,91.0
79,95,210.0
77,116,122.0
32,161,1688.0
54,140,304.0
57,107,197.0
32,162,702.0
70,124,195.0
69,82,153.0
69,107,213.0
84,196,293.0
32,169,615.0
70,118,221.0
82,164,633.0
8,82,154.0
8,98,186.0
79,159,75.0
82,166,289.0
32,180,327.0
65,245,180.0
32,160,484.0
86,76,272.0
8,116,537.0
66,135,123.0
73,129,887.0
82,132,151.0
73,172,183.0
68,165,148.0
69,198,314.0
32,161,434.0
65,168,298.0
84,160,250.0
32,201,1384.0
