KEYCODE,ht,df
16,170,91.0
73,88,152.0
68,68,34.0
32,74,814.0
8,67,101.0
8,72,325.0
68,73,428.0
8,74,162.0
32,75,179.0
68,71,110.0
79,73,168.0
32,74,156.0
78,79,164.0
79,73,150.0
84,74,154.0
32,73,119.0
87,80,156.0
65,76,114.0
78,69,92.0
84,75,108.0
32,74,107.0
84,71,101.0
79,78,85.0
32,60,709.0
82,71,133.0
69,77,107.0
80,79,86.0
65,73,302.0
8,67,88.0
69,75,159.0
65,75,186.0
84,69,87.0
190,70,4840.0
16,654,594.0
74,63,124.0
65,69,76.0
80,70,121.0
65,69,133.0
78,109,279.0
222,70,145.0
83,73,130.0
32,73,249.0
70,70,118.0
73,80,107.0
82,71,208.0
83,71,190.0
84,72,116.0
32,74,559.0
77,75,109.0
65,79,84.0
78,67,133.0
32,77,157.0
73,70,109.0
78,68,149.0
32,69,117.0
83,75,84.0
80,77,85.0
65,72,159.0
67,72,147.0
69,40,91.0
32,39,406.0
87,71,153.0
65,70,118.0
83,76,99.0
32,74,82.0
65,71,104.0
32,72,243.0
74,78,159.0
79,72,146.0
85,76,102.0
82,72,106.0
78,75,145.0
65,69,100.0
76,67,123.0
73,75,81.0
83,73,118.0
69,73,82.0
190,80,495.0
8,75,98.0
8,67,491.0
89,71,552.0
8,109,235.0
84,73,154.0
190,74,2957.0
16,436,325.0
73,79,187.0
32,74,104.0
72,69,114.0
73,73,155.0
80,80,119.0
69,71,501.0
8,70,112.0
8,68,130.0
8,70,194.0
79,68,161.0
80,76,95.0
69,69,164.0
32,73,128.0
87,69,124.0
69,75,302.0
222,76,224.0
76,76,127.0
76,70,103.0
32,68,465.0
71,69,173.0
69,67,138.0
84,72,95.0
32,73,128.0
84,79,83.0
72,66,108.0
69,69,88.0
32,74,469.0
71,68,187.0
65,73,91.0
77,69,106.0
69,78,109.0
32,72,179.0
72,75,90.0
69,76,127.0
82,72,120.0
69,68,80.0
32,75,232.0
73,112,154.0
78,71,165.0
32,76,96.0
16,182,145.0
68,75,117.0
69,70,98.0
78,77,83.0
86,72,143.0
