KEYCODE,ht,df
16,172,120.0
65,150,108.0
78,107,139.0
84,128,128.0
79,83,167.0
78,81,179.0
73,77,348.0
79,57,183.0
32,103,437.0
16,184,94.0
71,170,209.0
85,82,183.0
84,136,199.0
69,186,144.0
82,103,223.0
82,110,668.0
69,110,247.0
83,132,99.0
32,133,180.0
83,210,157.0
69,175,147.0
78,114,590.0
84,120,120.0
32,121,136.0
65,174,130.0
32,91,217.0
77,117,147.0
69,137,248.0
83,80,219.0
83,71,274.0
65,128,337.0
71,109,148.0
69,132,148.0
32,97,175.0
79,123,101.0
70,113,87.0
32,98,293.0
67,182,138.0
79,88,165.0
78,89,542.0
68,100,204.0
79,91,208.0
76,111,173.0
69,123,185.0
78,87,297.0
67,140,203.0
69,118,231.0
83,105,136.0
32,88,151.0
84,123,86.0
79,116,116.0
32,84,486.0
16,182,100.0
83,191,222.0
77,122,222.0
73,71,118.0
84,133,279.0
72,120,240.0
83,98,585.0
8,80,319.0
222,179,162.0
83,124,84.0
32,100,250.0
87,170,146.0
73,84,216.0
68,119,197.0
79,104,204.0
87,65,558.0
190,126,6373.0
16,134,197.0
73,84,99.0
70,174,144.0
32,120,167.0
83,136,99.0
79,122,122.0
32,97,468.0
16,110,251.0
72,95,452.0
73,77,232.0
84,158,197.0
84,99,182.0
32,115,214.0
73,90,66.0
83,139,99.0
32,101,232.0
68,135,135.0
79,83,151.0
78,85,163.0
84,150,905.0
8,27,63.0
69,147,239.0
190,126,4093.0
16,314,200.0
89,83,146.0
79,120,99.0
85,134,134.0
32,133,273.0
72,110,143.0
65,101,184.0
86,147,194.0
69,124,124.0
32,101,133.0
65,114,129.0
32,73,158.0
76,79,195.0
79,111,111.0
84,138,136.0
32,58,123.0
79,113,81.0
70,129,134.0
32,76,217.0
72,98,159.0
79,109,193.0
76,94,350.0
69,142,281.0
83,120,63.0
32,86,151.0
73,85,156.0
78,123,123.0
32,104,187.0
89,105,149.0
79,129,102.0
85,96,127.0
82,143,175.0
32,111,275.0
80,101,402.0
76,23,38.0
76,127,163.0
65,156,460.0
8,58,152.0
8,72,131.0
65,137,153.0
78,102,347.0
190,153,4700.0
16,252,179.0
72,73,167.0
73,86,106.0
83,180,131.0
32,115,236.0
67,165,127.0
85,86,189.0
82,146,193.0
69,119,220.0
69,44,389.0
8,80,173.0
8,91,185.0
82,152,240.0
69,158,228.0
78,138,153.0
84,111,127.0
32,88,209.0
83,132,220.0
84,149,182.0
65,189,141.0
84,140,253.0
85,95,553.0
83,128,128.0
