KEYCODE,ht,df
20,296,552.0
73,101,285.0
20,371,1460.0
222,62,1229.0
76,82,182.0
76,96,365.0
32,153,879.0
84,77,217.0
82,169,322.0
89,99,196.0
32,207,687.0
65,185,335.0
78,90,341.0
68,131,195.0
32,112,322.0
71,93,173.0
69,142,203.0
84,93,320.0
32,128,839.0
84,123,189.0
79,101,190.0
32,133,241.0
84,125,397.0
72,74,511.0
73,91,225.0
83,145,214.0
32,113,928.0
76,99,182.0
65,189,304.0
84,93,190.0
69,131,165.0
82,104,252.0
32,161,828.0
84,68,484.0
79,93,276.0
65,192,683.0
8,105,204.0
68,180,127.0
65,191,265.0
89,85,734.0
190,76,3431.0
87,127,188.0
73,88,238.0
76,87,145.0
76,96,211.0
32,122,213.0
70,154,179.0
79,99,257.0
76,60,124.0
76,106,270.0
79,99,558.0
87,151,231.0
32,104,1661.0
85,79,492.0
80,93,403.0
32,104,427.0
84,109,171.0
79,79,497.0
68,98,222.0
65,162,283.0
89,79,1149.0
190,79,2672.0
16,541,273.0
73,169,486.0
32,142,712.0
87,176,188.0
65,223,485.0
83,127,228.0
32,148,1099.0
82,144,287.0
85,109,241.0
78,257,653.0
69,145,350.0
82,147,987.0
16,470,274.0
189,169,1179.0
8,96,376.0
189,79,995.0
85,75,520.0
80,87,443.0
32,137,1735.0
37,692,1188.0
39,141,847.0
78,169,233.0
39,771,1772.0
84,76,397.0
72,93,430.0
82,103,249.0
69,96,182.0
69,144,420.0
32,111,530.0
84,131,243.0
73,99,263.0
77,114,254.0
69,123,306.0
83,167,1127.0
190,79,2444.0
80,88,555.0
76,96,236.0
69,127,284.0
65,203,240.0
83,262,268.0
69,172,240.0
32,167,869.0
76,111,397.0
69,142,661.0
84,101,314.0
32,139,195.0
77,172,241.0
69,157,248.0
32,141,1293.0
75,92,213.0
78,107,277.0
79,128,568.0
87,159,250.0
32,120,931.0
73,123,550.0
70,155,208.0
32,134,390.0
89,114,241.0
79,98,441.0
85,134,539.0
32,120,657.0
76,101,230.0
69,126,300.0
65,196,496.0
82,103,518.0
78,118,325.0
32,120,576.0
65,185,262.0
78,118,363.0
89,87,795.0
84,128,254.0
72,82,246.0
73,110,199.0
78,147,360.0
71,186,236.0
32,131,612.0
65,178,538.0
84,131,351.0
32,137,274.0
84,153,190.0
72,114,251.0
69,162,305.0
32,169,964.0
70,147,235.0
76,85,222.0
79,71,165.0
79,100,287.0
82,172,382.0
32,95,838.0
77,109,254.0
69,121,774.0
69,142,263.0
84,79,562.0
73,120,238.0
78,113,445.0
71,166,882.0
190,92,3571.0
84,85,270.0
65,176,748.0
8,96,436.0
72,96,179.0
65,184,234.0
84,85,655.0
32,87,192.0
83,148,199.0
32,125,568.0
65,179,392.0
76,95,173.0
76,111,229.0
32,151,953.0
16,474,292.0
73,106,306.0
32,142,282.0
72,98,198.0
65,197,231.0
86,137,223.0
69,139,213.0
32,201,1049.0
8,98,175.0
8,80,163.0
8,79,173.0
8,79,162.0
8,84,446.0
65,193,432.0
86,102,187.0
69,159,209.0
32,120,1304.0
84,137,182.0
79,109,229.0
32,132,507.0
83,200,164.0
65,193,233.0
89,103,628.0
190,82,2328.0
16,502,246.0
73,128,474.0
32,121,447.0
84,82,232.0
65,190,351.0
76,85,230.0
75,90,230.0
69,136,1020.0
68,142,198.0
32,123,615.0
84,136,292.0
79,129,322.0
32,173,634.0
16,553,363.0
68,208,381.0
85,109,676.0
82,132,247.0
65,192,737.0
78,74,498.0
190,79,2490.0
16,495,321.0
77,135,394.0
65,191,246.0
78,189,692.0
83,139,322.0
69,162,288.0
76,43,153.0
76,99,292.0
32,132,746.0
72,91,6069.0
65,208,167.0
83,201,329.0
32,148,721.0
78,106,287.0
79,175,474.0
84,133,203.0
32,139,2094.0
70,158,182.0
79,106,330.0
82,164,588.0
71,115,1228.0
79,79,422.0
84,98,175.0
84,153,383.0
69,169,390.0
78,118,460.0
32,132,1210.0
87,173,237.0
65,154,632.0
8,164,498.0
72,95,200.0
65,160,240.0
84,109,355.0
32,161,806.0
84,90,278.0
72,140,191.0
69,164,238.0
32,140,912.0
79,113,341.0
86,105,225.0
65,198,298.0
76,114,197.0
83,145,204.0
32,178,1126.0
72,93,314.0
65,198,221.0
86,109,211.0
69,153,223.0
32,153,864.0
77,125,186.0
69,186,243.0
65,219,226.0
78,200,1222.0
84,158,184.0
32,131,236.0
84,139,249.0
79,162,261.0
32,183,969.0
72,93,314.0
73,123,306.0
77,81,462.0
188,87,241.0
32,167,1258.0
72,146,402.0
79,117,376.0
87,181,1611.0
69,129,187.0
86,121,309.0
69,148,906.0
82,162,1056.0
190,102,3103.0
16,447,253.0
73,109,285.0
32,191,317.0
72,126,198.0
65,199,224.0
86,118,236.0
69,139,190.0
32,147,1309.0
66,129,283.0
69,70,159.0
69,161,282.0
78,137,492.0
32,123,859.0
73,133,267.0
78,126,241.0
32,120,361.0
67,153,157.0
79,126,247.0
77,144,768.0
8,90,468.0
78,85,227.0
32,112,674.0
67,150,239.0
79,125,284.0
78,112,319.0
84,110,574.0
65,178,345.0
67,186,420.0
84,72,450.0
32,156,1472.0
87,140,282.0
73,96,690.0
84,140,230.0
72,126,342.0
32,148,899.0
72,108,472.0
73,115,261.0
77,108,570.0
188,113,523.0
32,134,547.0
65,183,229.0
78,120,324.0
68,151,215.0
32,128,306.0
72,120,224.0
69,137,504.0
32,129,717.0
73,126,250.0
83,170,242.0
32,175,1126.0
70,161,215.0
65,187,743.0
77,140,260.0
73,85,249.0
76,90,249.0
73,93,876.0
65,185,1319.0
82,192,675.0
32,143,1197.0
87,123,187.0
73,90,355.0
84,125,216.0
72,118,222.0
32,188,1243.0
84,131,190.0
72,130,200.0
69,170,222.0
32,178,895.0
