KEYCODE,ht,df
16,352,265.0
87,212,290.0
69,159,331.0
68,162,604.0
78,114,458.0
69,155,359.0
83,116,163.0
83,136,338.0
68,134,321.0
65,161,567.0
89,115,226.0
32,155,360.0
73,115,351.0
83,163,178.0
32,138,418.0
68,169,249.0
69,154,466.0
70,173,438.0
73,122,325.0
78,85,413.0
69,182,827.0
84,192,379.0
69,166,493.0
76,127,424.0
89,90,246.0
32,112,400.0
65,173,314.0
32,163,257.0
72,125,266.0
79,142,392.0
84,167,183.0
32,167,417.0
67,201,294.0
72,127,283.0
79,129,519.0
67,191,239.0
79,126,173.0
76,134,609.0
65,159,518.0
84,114,223.0
69,158,173.0
32,134,638.0
68,118,414.0
65,197,369.0
89,102,655.0
190,116,22455.0
16,374,252.0
84,247,434.0
72,155,469.0
69,184,184.0
32,170,560.0
84,176,303.0
69,160,349.0
65,160,394.0
77,107,185.0
32,167,588.0
70,166,370.0
69,166,181.0
69,134,495.0
76,141,375.0
83,166,166.0
32,150,656.0
67,180,226.0
79,127,455.0
78,121,1144.0
70,161,223.0
73,141,613.0
68,162,240.0
69,173,314.0
78,145,410.0
84,137,153.0
32,149,653.0
84,182,166.0
72,151,494.0
65,158,361.0
84,164,149.0
32,150,983.0
16,617,377.0
77,224,333.0
65,225,459.0
82,201,421.0
84,199,418.0
73,137,372.0
78,102,211.0
32,139,575.0
87,180,320.0
73,114,317.0
76,100,133.0
76,118,290.0
32,128,395.0
66,117,289.0
69,159,175.0
32,142,472.0
65,181,1110.0
86,127,252.0
65,174,332.0
73,130,458.0
76,108,328.0
65,191,394.0
66,122,450.0
76,138,341.0
69,195,13054.0
16,394,297.0
65,237,487.0
32,157,282.0
66,143,347.0
73,118,574.0
84,200,159.0
32,182,1160.0
66,130,791.0
69,189,454.0
72,139,326.0
73,133,947.0
78,138,641.0
68,163,241.0
32,158,1322.0
79,125,468.0
78,110,157.0
32,149,244.0
77,96,707.0
89,89,245.0
32,95,501.0
69,159,471.0
77,79,267.0
65,173,300.0
73,95,267.0
76,111,423.0
83,185,13049.0
16,388,296.0
84,264,404.0
72,189,283.0
73,169,403.0
83,168,184.0
32,152,812.0
73,144,222.0
83,172,187.0
32,167,230.0
65,189,532.0
32,144,489.0
77,155,296.0
79,160,394.0
83,183,386.0
84,165,181.0
32,158,439.0
85,118,445.0
78,109,628.0
70,162,713.0
79,137,512.0
82,173,315.0
84,176,317.0
85,131,1280.0
78,107,450.0
65,186,514.0
84,114,272.0
69,142,174.0
32,132,950.0
78,127,722.0
69,166,338.0
87,162,444.0
83,153,247.0
32,142,347.0
82,175,269.0
69,220,486.0
76,95,487.0
69,174,361.0
83,163,1042.0
8,127,2315.0
65,167,292.0
83,160,207.0
69,201,21335.0
16,450,411.0
84,245,370.0
72,165,383.0
73,120,323.0
83,180,196.0
32,150,541.0
73,130,333.0
83,194,226.0
32,185,752.0
65,170,170.0
32,167,642.0
77,131,287.0
65,193,473.0
74,139,264.0
79,129,519.0
82,142,175.0
32,152,844.0
83,175,269.0
69,158,298.0
84,207,239.0
32,141,1383.0
66,130,318.0
65,177,442.0
67,170,404.0
75,121,247.0
32,171,769.0
70,187,265.0
79,111,407.0
82,168,199.0
32,140,1931.0
82,162,474.0
79,127,189.0
79,137,324.0
75,132,257.0
73,142,518.0
69,189,740.0
190,138,12586.0
16,332,234.0
73,207,425.0
32,175,331.0
72,158,363.0
65,179,460.0
86,140,754.0
73,123,419.0
78,106,433.0
71,186,170.0
32,153,1047.0
80,128,679.0
82,165,352.0
79,134,731.0
66,107,404.0
76,103,384.0
69,152,542.0
77,114,426.0
83,154,294.0
32,144,1054.0
67,96,564.0
8,116,592.0
82,172,532.0
69,161,519.0
67,175,363.0
79,117,335.0
78,85,2288.0
67,168,294.0
73,127,236.0
76,172,313.0
73,114,270.0
77,97,534.0
8,128,424.0
78,171,453.0
71,158,298.0
32,156,1067.0
87,190,346.0
85,88,541.0
73,114,302.0
84,159,205.0
72,112,548.0
32,112,1462.0
16,538,426.0
84,175,425.0
72,106,324.0
69,179,684.0
82,195,1879.0
69,175,487.0
83,142,222.0
65,200,1062.0
222,129,679.0
83,183,215.0
32,137,1241.0
73,119,369.0
78,102,585.0
86,182,213.0
79,108,186.0
73,136,510.0
67,159,520.0
69,158,470.0
83,205,802.0
190,127,7312.0
16,342,234.0
84,233,420.0
72,154,232.0
85,140,645.0
82,177,380.0
83,182,1206.0
68,182,385.0
65,196,623.0
89,97,284.0
32,145,457.0
87,202,422.0
79,121,656.0
82,179,257.0
75,112,377.0
83,165,212.0
32,171,597.0
66,113,394.0
69,173,548.0
84,124,155.0
84,120,717.0
69,168,232.0
82,186,327.0
32,146,883.0
70,117,211.0
79,140,452.0
82,140,219.0
32,142,282.0
77,141,421.0
87,201,787.0
8,121,355.0
69,165,446.0
190,107,11239.0
16,610,504.0
73,231,449.0
32,186,612.0
72,129,488.0
65,174,299.0
86,131,413.0
69,196,1142.0
78,129,852.0
