KEYCODE,ht,df
16,385,235.0
73,150,272.0
32,56,213.0
68,134,189.0
73,62,122.0
68,103,276.0
78,65,1077.0
222,60,378.0
84,71,321.0
32,51,925.0
85,64,204.0
78,56,206.0
68,152,159.0
69,63,159.0
82,68,179.0
83,94,151.0
84,59,144.0
65,142,166.0
78,55,173.0
68,128,208.0
32,56,677.0
87,97,188.0
69,93,169.0
32,71,126.0
87,105,190.0
69,122,146.0
82,70,142.0
69,95,230.0
32,62,553.0
66,65,210.0
79,63,199.0
82,75,162.0
82,94,193.0
79,61,141.0
87,143,165.0
73,64,238.0
78,69,256.0
71,100,206.0
32,70,547.0
84,72,187.0
72,67,144.0
69,136,233.0
77,61,235.0
190,52,5384.0
16,169,176.0
76,55,266.0
69,147,196.0
84,60,204.0
32,48,163.0
77,65,157.0
69,138,185.0
32,44,473.0
75,66,178.0
78,58,174.0
79,60,250.0
87,120,206.0
73,61,795.0
8,79,319.0
32,61,254.0
73,62,223.0
70,104,196.0
32,57,646.0
73,68,235.0
84,64,277.0
32,63,385.0
68,153,190.0
79,65,162.0
69,118,300.0
83,144,29.0
87,93,230.0
78,63,613.0
222,65,469.0
84,107,232.0
32,62,591.0
71,133,194.0
79,66,236.0
32,62,166.0
65,136,236.0
87,85,177.0
65,131,239.0
89,63,4639.0
16,260,837.0
16,278,177.0
85,68,257.0
80,64,169.0
79,64,296.0
78,57,170.0
32,54,239.0
82,69,159.0
69,172,122.0
84,69,218.0
85,62,165.0
82,132,343.0
78,68,184.0
73,66,216.0
78,71,422.0
71,106,203.0
32,68,934.0
84,154,162.0
79,73,273.0
32,80,234.0
84,74,178.0
72,81,169.0
69,126,146.0
32,70,525.0
16,375,266.0
85,69,4611.0
16,232,144.0
72,70,243.0
79,62,331.0
87,172,161.0
32,55,187.0
76,71,153.0
79,68,230.0
78,78,279.0
71,132,245.0
32,62,493.0
67,92,278.0
65,152,212.0
78,71,195.0
32,58,509.0
89,62,344.0
79,61,199.0
85,64,214.0
32,66,216.0
71,68,205.0
85,63,180.0
89,58,303.0
83,129,227.0
32,55,347.0
83,136,143.0
72,62,356.0
79,58,167.0
80,53,310.0
16,259,205.0
191,108,3012.0
16,218,121.0
73,60,440.0
84,57,176.0
32,71,223.0
76,75,183.0
79,49,124.0
79,61,688.0
75,61,404.0
83,134,121.0
32,58,203.0
76,70,175.0
73,59,170.0
75,74,174.0
69,133,222.0
32,61,480.0
84,64,178.0
72,79,140.0
69,126,133.0
82,55,118.0
69,79,160.0
32,65,130.0
65,143,150.0
82,71,185.0
69,64,307.0
32,70,334.0
84,72,179.0
72,70,147.0
82,103,219.0
69,103,193.0
69,87,215.0
32,63,480.0
78,82,195.0
69,89,214.0
87,94,224.0
32,70,521.0
68,110,213.0
69,106,171.0
77,74,120.0
65,136,190.0
78,69,166.0
68,105,166.0
32,77,293.0
67,110,197.0
72,70,98.0
65,173,180.0
78,72,201.0
71,67,132.0
69,97,566.0
83,122,613.0
8,71,168.0
8,66,155.0
8,65,149.0
8,74,800.0
82,78,247.0
71,70,178.0
69,122,261.0
83,134,549.0
190,64,3034.0
16,195,70.0
67,75,304.0
79,70,201.0
85,66,181.0
78,81,294.0
84,69,324.0
32,61,405.0
77,69,163.0
69,139,100.0
32,53,188.0
79,70,287.0
85,68,245.0
84,73,322.0
32,57,627.0
70,126,181.0
79,64,154.0
82,122,129.0
32,63,197.0
84,65,163.0
72,72,221.0
73,67,158.0
83,184,216.0
32,59,370.0
82,132,138.0
79,56,212.0
85,71,252.0
78,66,579.0
68,134,416.0
190,61,2721.0
16,181,128.0
73,70,236.0
32,67,202.0
72,71,215.0
65,126,196.0
86,66,266.0
69,57,209.0
32,63,693.0
65,130,232.0
78,63,206.0
32,57,582.0
16,981,642.0
65,216,236.0
77,80,1092.0
32,61,294.0
68,111,157.0
79,67,273.0
67,107,233.0
84,70,261.0
79,64,206.0
82,95,682.0
222,62,146.0
83,146,188.0
32,64,141.0
65,150,503.0
80,56,145.0
80,65,177.0
79,61,172.0
73,64,227.0
78,72,343.0
84,126,182.0
77,73,143.0
69,176,189.0
78,77,242.0
84,68,508.0
190,63,4076.0
16,205,153.0
84,86,211.0
72,78,158.0
69,123,191.0
32,61,148.0
69,118,439.0
76,64,160.0
69,103,334.0
67,135,185.0
84,71,234.0
73,76,182.0
79,74,287.0
78,67,937.0
32,62,487.0
87,139,164.0
73,70,225.0
76,55,136.0
76,69,306.0
32,64,288.0
66,68,209.0
69,94,108.0
32,66,220.0
67,133,190.0
76,64,146.0
69,114,323.0
65,165,226.0
78,62,204.0
32,63,143.0
65,156,137.0
78,73,191.0
68,141,84.0
32,68,232.0
80,78,249.0
85,68,252.0
82,93,231.0
69,104,186.0
190,68,3758.0
16,221,178.0
73,71,233.0
32,71,810.0
65,152,212.0
77,61,219.0
32,53,264.0
87,138,145.0
79,66,215.0
82,135,166.0
75,74,163.0
73,72,235.0
78,72,253.0
71,134,230.0
32,62,647.0
87,134,161.0
73,67,231.0
84,67,202.0
72,69,354.0
32,54,330.0
16,201,170.0
77,66,238.0
65,157,570.0
89,66,834.0
8,106,765.0
82,126,171.0
89,66,459.0
32,71,500.0
16,246,143.0
74,66,191.0
79,74,419.0
89,60,264.0
67,105,303.0
69,123,530.0
32,66,411.0
79,82,269.0
78,71,168.0
32,80,142.0
84,94,144.0
