KEYCODE,ht,df
16,133,117.0
84,79,143.0
72,72,168.0
87,79,480.0
8,56,280.0
69,88,368.0
8,88,192.0
8,48,80.0
69,96,128.0
32,88,520.0
87,112,144.0
73,80,216.0
78,56,96.0
68,104,112.0
32,88,112.0
87,160,104.0
65,168,120.0
68,139,120.0
32,88,120.0
83,40,128.0
8,64,160.0
8,88,168.0
8,90,80.0
83,80,128.0
32,64,104.0
83,80,256.0
84,88,136.0
82,104,152.0
79,104,208.0
78,88,192.0
71,64,152.0
32,72,56.0
65,104,160.0
68,64,32.0
78,128,256.0
32,105,313.0
8,64,176.0
8,56,144.0
8,56,176.0
78,64,80.0
68,64,80.0
32,72,304.0
71,88,216.0
85,112,144.0
83,64,112.0
84,88,240.0
73,80,208.0
78,115,96.0
71,96,504.0
190,112,3472.0
16,207,96.0
74,87,728.0
85,79,103.0
83,72,137.0
82,47,520.0
8,63,159.0
8,64,232.0
84,96,224.0
32,97,88.0
87,123,104.0
65,136,96.0
78,104,272.0
84,112,113.0
69,119,95.0
68,115,96.0
32,80,320.0
82,120,128.0
79,80,328.0
8,48,176.0
8,56,80.0
84,40,96.0
79,120,240.0
32,72,112.0
84,64,112.0
79,136,256.0
85,112,184.0
67,103,65.0
72,95,207.0
32,112,360.0
66,104,64.0
65,41,32.0
83,112,248.0
69,112,232.0
190,153,321.0
32,63,175.0
46,56,2616.0
16,184,120.0
73,88,216.0
32,48,216.0
74,96,856.0
85,96,168.0
83,64,88.0
84,88,233.0
32,63,216.0
72,112,104.0
65,104,72.0
68,96,112.0
32,48,152.0
77,128,280.0
89,56,216.0
32,56,192.0
72,104,112.0
69,216,320.0
65,144,112.0
68,112,120.0
32,65,264.0
73,96,208.0
78,56,160.0
32,72,256.0
89,63,536.0
8,48,144.0
8,64,176.0
84,120,168.0
72,96,120.0
69,96,120.0
32,120,320.0
67,143,128.0
75,64,168.0
73,96,88.0
83,152,424.0
8,64,152.0
8,55,136.0
8,95,536.0
76,95,264.0
79,31,464.0
85,103,120.0
68,127,479.0
83,104,432.0
190,120,2928.0
16,48,120.0
16,183,136.0
186,104,73.0
16,47,447.0
8,48,144.0
8,56,120.0
16,176,104.0
76,136,208.0
65,160,176.0
83,23,352.0
8,72,176.0
8,72,120.0
68,72,120.0
73,104,120.0
69,88,192.0
83,152,224.0
190,128,328.0
32,80,248.0
8,56,144.0
8,72,208.0
77,112,520.0
8,136,656.0
188,48,160.0
32,72,272.0
16,416,424.0
72,72,608.0
69,112,72.0
82,88,377.0
69,88,240.0
83,112,736.0
8,64,696.0
220,104,248.0
83,88,424.0
8,56,192.0
8,64,776.0
220,81,136.0
83,56,456.0
8,80,144.0
8,72,216.0
186,120,136.0
83,64,112.0
32,88,760.0
8,56,168.0
8,71,152.0
8,79,2047.0
222,64,712.0
83,104,136.0
32,96,736.0
84,104,192.0
72,112,136.0
69,64,104.0
32,88,144.0
82,136,128.0
69,152,424.0
86,136,240.0
85,128,280.0
83,80,216.0
8,56,112.0
8,104,256.0
73,120,128.0
83,112,88.0
69,104,256.0
68,144,184.0
32,88,400.0
83,32,184.0
16,296,72.0
8,88,168.0
83,144,240.0
69,32,96.0
69,79,31.0
80,56,481.0
8,80,168.0
8,80,184.0
8,56,424.0
16,192,632.0
69,120,128.0
80,96,480.0
84,120,128.0
69,104,168.0
77,144,280.0
66,80,72.0
69,119,74.0
82,94,118.0
32,104,328.0
79,112,497.0
8,88,248.0
80,136,496.0
85,80,96.0
82,56,600.0
86,128,464.0
8,112,104.0
67,112,136.0
72,128,144.0
65,104,72.0
83,104,216.0
69,104,208.0
188,136,608.0
8,64,144.0
8,72,1024.0
190,112,2903.0
16,304,176.0
84,104,200.0
72,80,112.0
69,88,112.0
32,56,264.0
70,120,184.0
85,120,264.0
76,112,288.0
8,72,520.0
8,72,192.0
73,96,256.0
76,112,216.0
76,80,248.0
73,40,304.0
78,64,136.0
71,88,64.0
32,56,368.0
67,120,112.0
79,104,336.0
78,64,344.0
8,80,184.0
8,40,72.0
8,104,232.0
8,128,1800.0
8,73,184.0
8,64,184.0
8,80,176.0
8,104,736.0
73,104,256.0
78,88,104.0
71,104,137.0
32,63,727.0
67,120,80.0
79,80,240.0
78,105,129.0
83,64,408.0
8,85,64.0
67,104,72.0
69,256,224.0
82,136,168.0
78,88,112.0
83,120,136.0
32,56,504.0
86,88,136.0
65,96,200.0
82,112,176.0
85,72,200.0
79,72,584.0
8,88,448.0
8,72,232.0
73,128,280.0
79,112,264.0
85,96,176.0
83,32,80.0
32,64,328.0
83,24,72.0
83,127,96.0
67,112,352.0
8,64,144.0
8,88,176.0
67,87,112.0
72,87,224.0
69,143,104.0
68,71,391.0
85,128,265.0
76,143,271.0
73,104,256.0
78,80,96.0
71,74,97.0
32,79,127.0
65,105,120.0
78,80,64.0
68,141,120.0
32,96,248.0
66,120,152.0
65,104,680.0
76,128,96.0
65,128,80.0
67,112,152.0
78,120,600.0
8,56,152.0
8,48,192.0
78,120,136.0
67,80,144.0
73,160,296.0
78,72,96.0
71,136,216.0
32,72,512.0
82,128,200.0
89,72,560.0
8,96,696.0
85,72,520.0
76,160,192.0
69,72,392.0
83,136,288.0
190,144,3169.0
16,296,384.0
79,88,8.0
16,168,472.0
8,136,176.0
16,416,328.0
73,96,872.0
186,160,568.0
8,112,688.0
222,56,664.0
77,80,184.0
32,80,120.0
65,103,208.0
84,152,264.0
32,103,296.0
84,128,256.0
72,87,120.0
69,64,104.0
32,95,168.0
68,119,208.0
79,135,160.0
67,87,367.0
84,120,529.0
79,120,111.0
82,72,464.0
186,120,601.0
8,55,447.0
222,136,576.0
32,48,264.0
8,64,136.0
83,32,96.0
32,64,432.0
73,192,344.0
70,113,104.0
8,72,176.0
8,152,192.0
79,113,104.0
70,64,264.0
70,80,232.0
73,112,168.0
67,200,176.0
69,144,312.0
188,136,448.0
32,88,440.0
83,120,200.0
72,120,288.0
79,128,256.0
85,80,240.0
76,96,112.0
68,64,136.0
32,72,184.0
66,96,112.0
69,92,72.0
32,80,216.0
73,112,1152.0
78,96,168.0
32,80,208.0
75,144,224.0
65,47,336.0
8,201,441.0
8,96,224.0
76,96,424.0
8,63,304.0
65,71,191.0
84,133,113.0
69,120,96.0
68,96,424.0
190,104,376.0
8,56,144.0
8,88,72.0
69,96,296.0
190,120,360.0
8,57,160.0
8,80,128.0
69,104,432.0
8,32,40.0
82,80,168.0
190,104,2528.0
16,239,247.0
65,88,120.0
86,48,104.0
65,112,329.0
8,63,159.0
8,64,104.0
16,184,40.0
8,80,72.0
65,152,296.0
86,96,144.0
65,72,288.0
188,120,280.0
32,104,640.0
68,81,112.0
79,48,328.0
32,72,112.0
87,88,48.0
69,112,128.0
32,72,192.0
78,88,272.0
69,192,440.0
69,56,144.0
32,56,464.0
82,48,161.0
84,47,279.0
8,72,168.0
8,136,64.0
84,80,128.0
79,88,224.0
32,88,128.0
87,96,160.0
79,128,440.0
82,88,248.0
82,80,96.0
89,49,152.0
32,88,168.0
65,80,240.0
66,72,392.0
79,104,232.0
85,121,112.0
84,88,136.0
32,96,208.0
84,88,120.0
72,128,264.0
73,96,136.0
83,48,280.0
16,376,240.0
191,144,2545.0
16,288,176.0
73,104,224.0
32,92,72.0
67,107,88.0
65,96,104.0
78,128,256.0
32,96,240.0
82,123,104.0
69,120,312.0
84,112,248.0
85,104,128.0
82,72,120.0
78,64,176.0
32,104,240.0
69,87,40.0
82,104,720.0
8,48,56.0
65,104,113.0
82,87,415.0
76,87,248.0
73,71,40.0
69,87,47.0
82,104,329.0
188,143,544.0
8,95,407.0
190,112,3096.0
16,96,56.0
79,56,176.0
80,80,264.0
69,104,208.0
78,72,512.0
73,80,224.0
78,72,88.0
71,72,104.0
32,40,168.0
79,56,248.0
78,72,128.0
71,64,82.0
32,78,238.0
84,120,232.0
72,80,104.0
69,56,81.0
32,79,191.0
66,116,96.0
65,104,72.0
67,168,312.0
75,104,2064.0
8,720,904.0
8,24,184.0
8,72,176.0
8,72,224.0
32,81,433.0
8,72,224.0
78,72,168.0
32,80,264.0
84,104,232.0
72,88,128.0
69,56,80.0
32,64,168.0
66,107,88.0
65,112,88.0
67,112,104.0
75,88,239.0
32,57,161.0
78,128,280.0
73,96,232.0
78,48,88.0
69,56,72.0
32,80,136.0
83,112,72.0
72,128,184.0
69,84,64.0
32,88,384.0
86,88,520.0
8,80,208.0
66,80,576.0
85,120,144.0
82,71,304.0
8,55,152.0
8,72,168.0
73,71,112.0
82,79,288.0
68,111,576.0
73,95,119.0
69,152,121.0
68,71,119.0
32,88,608.0
84,112,216.0
72,88,112.0
69,72,104.0
32,104,144.0
49,144,232.0
49,72,216.0
84,112,216.0
72,64,184.0
32,96,120.0
65,112,432.0
66,88,104.0
68,80,96.0
32,88,344.0
86,136,352.0
8,88,184.0
8,40,312.0
8,39,168.0
