KEYCODE,ht,df
16,140,125.0
84,67,161.0
72,95,361.0
65,145,78.0
78,99,114.0
75,132,273.0
83,158,205.0
32,91,153.0
70,72,104.0
79,68,68.0
82,66,82.0
32,84,131.0
65,169,86.0
76,67,192.0
32,91,218.0
89,74,90.0
79,119,85.0
85,66,912.0
32,119,212.0
65,91,91.0
82,153,114.0
69,119,134.0
32,87,133.0
68,156,103.0
79,85,163.0
73,111,95.0
78,98,145.0
71,80,283.0
190,112,739.0
32,139,3506.0
16,1104,1050.0
77,116,194.0
69,91,216.0
71,75,138.0
65,187,118.0
78,118,305.0
188,65,112.0
32,133,164.0
87,119,104.0
69,208,208.0
32,92,188.0
79,72,88.0
78,99,114.0
76,70,163.0
89,74,121.0
32,100,148.0
66,89,56.0
79,127,80.0
85,86,430.0
71,72,88.0
72,131,98.0
89,78,657.0
8,48,298.0
84,81,206.0
32,106,278.0
84,98,49.0
72,117,82.0
73,115,115.0
83,161,223.0
32,111,408.0
79,106,56.0
78,149,112.0
32,132,288.0
20,162,125.0
75,88,135.0
78,133,321.0
32,97,128.0
20,110,234.0
70,55,55.0
79,98,114.0
82,69,84.0
32,117,117.0
84,85,131.0
69,149,180.0
32,89,763.0
99,61,186.0
96,59,199.0
84,80,220.0
72,72,1968.0
16,140,109.0
72,95,173.0
69,103,87.0
32,99,161.0
68,112,127.0
73,65,144.0
68,163,287.0
32,81,128.0
78,107,71.0
79,116,178.0
84,104,119.0
32,133,180.0
83,95,298.0
65,177,137.0
89,103,196.0
32,122,156.0
87,69,85.0
72,68,99.0
69,84,131.0
78,103,352.0
32,100,336.0
84,82,113.0
72,70,37.0
65,118,67.0
84,98,145.0
32,134,795.0
87,127,76.0
79,119,82.0
85,99,161.0
76,152,370.0
68,180,337.0
32,99,146.0
66,71,149.0
69,134,134.0
190,111,2398.0
16,269,125.0
77,81,237.0
89,80,127.0
65,101,570.0
8,65,143.0
8,73,40.0
65,111,96.0
66,149,115.0
69,164,608.0
8,48,111.0
8,99,396.0
89,71,196.0
66,122,122.0
69,195,572.0
32,96,192.0
84,58,167.0
82,57,135.0
65,118,203.0
70,67,136.0
70,51,84.0
73,64,168.0
67,96,489.0
32,90,246.0
87,95,111.0
73,67,193.0
76,75,121.0
76,85,101.0
32,118,133.0
66,70,148.0
69,108,108.0
32,96,111.0
76,71,118.0
73,69,84.0
71,51,98.0
72,85,116.0
84,70,257.0
32,96,111.0
79,102,54.0
78,99,64.0
32,114,224.0
16,124,109.0
84,67,145.0
72,74,168.0
85,87,305.0
82,99,255.0
83,94,360.0
68,83,130.0
65,169,102.0
89,102,227.0
190,80,2054.0
16,129,94.0
72,77,140.0
69,101,101.0
32,117,226.0
83,127,61.0
72,82,100.0
79,117,66.0
85,82,160.0
76,89,136.0
68,117,149.0
32,102,291.0
83,96,205.0
84,76,107.0
73,71,196.0
76,57,119.0
76,86,118.0
32,131,147.0
66,72,166.0
69,88,73.0
32,97,97.0
65,147,147.0
76,57,872.0
8,68,161.0
66,57,88.0
76,83,114.0
69,86,149.0
32,87,166.0
84,88,103.0
79,80,38.0
32,112,301.0
80,96,236.0
76,80,254.0
65,142,106.0
89,83,192.0
32,106,91.0
73,117,84.0
78,86,67.0
32,85,51.0
84,80,65.0
72,83,83.0
69,114,98.0
32,133,242.0
84,62,125.0
69,100,131.0
65,168,128.0
77,108,295.0
222,112,143.0
83,159,426.0
32,95,283.0
78,80,96.0
69,99,208.0
88,127,221.0
84,88,182.0
32,89,370.0
71,70,101.0
65,120,84.0
77,99,130.0
69,118,118.0
190,87,2210.0
16,145,109.0
68,114,208.0
79,92,466.0
69,77,170.0
83,89,121.0
32,118,509.0
16,196,126.0
68,70,101.0
65,183,114.0
78,84,178.0
32,90,308.0
75,83,210.0
78,73,323.0
79,129,285.0
87,143,190.0
32,91,356.0
65,100,227.0
66,65,65.0
79,111,61.0
85,97,144.0
84,57,72.0
32,98,193.0
16,205,110.0
74,64,158.0
85,72,134.0
76,119,165.0
73,80,127.0
67,111,223.0
32,137,700.0
8,43,136.0
8,71,133.0
65,134,149.0
32,119,747.0
67,121,448.0
72,76,124.0
65,135,53.0
78,82,820.0
71,64,80.0
73,68,32.0
78,131,131.0
71,87,684.0
32,84,256.0
71,64,189.0
82,58,73.0
79,103,53.0
85,115,255.0
80,122,278.0
83,175,2870.0
16,161,93.0
73,68,99.0
32,85,147.0
72,103,87.0
69,184,84.0
82,68,100.0
65,193,649.0
8,38,116.0
8,70,133.0
82,86,273.0
68,175,331.0
32,82,223.0
84,123,483.0
8,33,236.0
73,58,89.0
84,84,100.0
32,102,133.0
87,100,164.0
65,104,120.0
83,193,240.0
32,94,328.0
65,135,98.0
84,132,148.0
32,118,1449.0
53,104,338.0
16,274,62.0
191,165,2215.0
16,175,124.0
80,98,176.0
82,73,105.0
79,68,177.0
70,90,121.0
73,87,214.0
84,80,189.0
83,131,242.0
32,90,199.0
87,185,419.0
69,111,111.0
82,141,95.0
69,147,303.0
32,101,288.0
85,143,111.0
80,239,617.0
32,98,347.0
69,37,618.0
8,83,130.0
50,117,761.0
56,95,425.0
32,130,302.0
80,129,129.0
69,153,86.0
82,145,364.0
67,101,211.0
69,76,92.0
78,100,178.0
84,72,119.0
32,101,132.0
70,71,103.0
79,68,84.0
82,84,116.0
82,37,286.0
32,97,378.0
8,71,149.0
8,72,322.0
32,83,114.0
84,69,100.0
