KEYCODE,ht,df
16,236,192.0
73,117,529.0
78,110,333.0
32,132,220.0
65,129,205.0
32,138,194.0
83,121,249.0
69,128,344.0
80,157,181.0
65,120,228.0
82,143,419.0
65,168,255.0
84,141,217.0
69,132,200.0
32,129,291.0
82,152,160.0
79,126,202.0
79,118,233.0
77,141,313.0
188,121,367.0
32,140,737.0
78,100,196.0
69,89,259.0
88,127,267.0
84,128,249.0
32,135,203.0
68,120,224.0
79,112,196.0
79,121,161.0
82,155,235.0
190,126,6230.0
16,254,129.0
66,165,519.0
85,121,209.0
84,142,455.0
32,142,390.0
76,154,195.0
69,116,200.0
84,156,227.0
32,126,238.0
77,149,133.0
69,126,220.0
32,126,246.0
75,104,136.0
78,118,186.0
79,202,210.0
87,112,196.0
32,159,360.0
87,120,224.0
72,114,252.0
73,112,188.0
67,64,168.0
72,99,280.0
32,122,178.0
79,128,192.0
78,123,131.0
69,128,224.0
83,176,200.0
32,132,233.0
89,116,164.0
79,159,149.0
85,153,346.0
32,133,249.0
68,101,161.0
79,117,441.0
78,116,244.0
222,129,309.0
84,124,307.0
32,114,405.0
71,131,196.0
69,149,213.0
84,126,190.0
190,145,4219.0
16,203,187.0
71,98,190.0
69,119,259.0
32,147,214.0
68,125,114.0
85,97,193.0
68,155,215.0
32,130,226.0
66,111,175.0
73,139,167.0
84,133,182.0
32,144,324.0
82,139,186.0
69,146,430.0
84,134,422.0
89,96,686.0
187,138,238.0
187,48,405.0
8,124,211.0
8,117,189.0
8,155,864.0
85,123,182.0
82,138,214.0
78,140,260.0
32,149,377.0
84,163,147.0
79,116,209.0
32,143,179.0
84,133,100.0
72,132,116.0
69,143,197.0
32,156,336.0
67,129,141.0
79,144,220.0
78,138,266.0
84,102,365.0
69,145,249.0
83,133,213.0
84,131,363.0
188,68,208.0
32,135,199.0
65,102,93.0
78,119,135.0
68,132,188.0
32,127,175.0
73,128,136.0
83,130,170.0
32,124,199.0
76,147,215.0
73,114,126.0
83,145,185.0
84,136,212.0
69,128,236.0
68,128,204.0
32,120,180.0
65,125,197.0
83,127,199.0
32,124,152.0
68,142,266.0
65,127,202.0
89,108,232.0
32,149,197.0
84,116,178.0
79,113,293.0
32,143,183.0
68,111,215.0
65,109,165.0
89,101,278.0
190,145,3357.0
16,282,213.0
68,115,796.0
65,112,236.0
89,130,280.0
78,111,175.0
69,124,192.0
32,139,254.0
65,110,106.0
78,117,133.0
68,127,187.0
32,141,2556.0
65,129,473.0
78,128,224.0
79,145,205.0
84,151,139.0
72,107,134.0
69,228,191.0
82,202,283.0
32,150,214.0
83,130,370.0
69,102,249.0
67,132,184.0
79,137,239.0
78,132,176.0
68,122,186.0
32,127,676.0
84,121,173.0
73,103,163.0
69,184,188.0
82,150,645.0
32,128,681.0
16,254,151.0
82,131,435.0
16,255,124.0
66,163,427.0
32,145,223.0
70,123,114.0
79,129,161.0
82,146,226.0
32,148,392.0
79,132,188.0
78,138,150.0
69,140,172.0
32,138,198.0
79,140,90.0
70,129,177.0
32,141,205.0
84,141,92.0
72,115,111.0
69,167,175.0
32,145,313.0
65,112,176.0
66,146,124.0
79,171,291.0
86,127,213.0
69,131,203.0
190,160,3503.0
16,192,676.0
16,326,187.0
77,131,343.0
65,144,160.0
78,117,269.0
89,108,264.0
32,164,989.0
84,148,164.0
79,125,368.0
69,144,1130.0
8,131,251.0
87,126,490.0
78,125,249.0
83,118,405.0
80,135,159.0
69,115,331.0
79,118,244.0
80,121,249.0
76,142,166.0
69,121,245.0
32,132,248.0
87,131,126.0
72,111,179.0
79,158,254.0
32,132,215.0
72,91,86.0
65,121,353.0
68,137,377.0
32,131,319.0
71,129,229.0
65,129,430.0
84,128,168.0
72,127,131.0
69,178,157.0
82,179,215.0
69,135,399.0
68,126,305.0
32,159,323.0
69,116,228.0
65,117,181.0
82,140,212.0
76,131,227.0
73,114,150.0
69,161,177.0
82,145,442.0
32,135,211.0
79,128,204.0
78,141,213.0
32,173,197.0
84,140,98.0
72,122,86.0
69,152,196.0
32,131,219.0
77,126,118.0
65,114,146.0
73,107,199.0
78,121,218.0
32,153,281.0
79,158,186.0
82,119,636.0
8,122,190.0
8,95,159.0
82,120,188.0
79,133,214.0
65,148,380.0
68,130,403.0
190,69,153.0
190,93,589.0
8,110,756.0
16,109,3744.0
16,194,172.0
73,107,219.0
