KEYCODE,ht,df
16,314,157.0
65,125,297.0
83,145,270.0
32,115,256.0
83,118,165.0
79,103,181.0
79,90,185.0
78,151,323.0
32,80,268.0
65,115,193.0
83,151,230.0
32,140,422.0
16,239,158.0
73,143,284.0
32,143,207.0
71,118,228.0
69,142,349.0
84,132,242.0
32,130,193.0
73,163,225.0
84,97,378.0
32,136,912.0
189,174,597.0
32,114,521.0
16,266,182.0
73,148,1763.0
222,218,922.0
32,145,1352.0
8,158,377.0
76,151,214.0
76,156,250.0
32,125,453.0
70,136,198.0
79,172,172.0
82,130,411.0
87,157,453.0
65,229,765.0
69,141,500.0
8,205,141.0
82,127,298.0
68,113,364.0
32,133,244.0
73,172,172.0
84,102,274.0
32,98,380.0
84,101,101.0
79,146,193.0
32,108,249.0
89,125,234.0
79,214,183.0
85,137,420.0
190,195,242.0
32,143,3441.0
16,215,62.0
76,200,815.0
69,157,329.0
84,146,663.0
222,191,316.0
83,160,318.0
32,113,472.0
87,128,425.0
65,195,195.0
73,124,595.0
84,113,208.0
32,135,244.0
85,96,221.0
78,121,246.0
84,158,252.0
73,156,235.0
79,147,40.0
76,107,404.0
32,112,253.0
16,265,234.0
77,126,282.0
79,174,609.0
8,105,168.0
8,130,209.0
8,126,205.0
8,211,382.0
8,182,479.0
76,125,219.0
32,93,328.0
16,326,203.0
77,185,295.0
79,192,192.0
78,119,322.0
68,112,112.0
65,180,243.0
89,143,379.0
190,205,252.0
32,145,3430.0
16,192,286.0
72,162,287.0
65,220,392.0
78,130,193.0
75,203,329.0
65,129,472.0
8,157,157.0
83,113,222.0
32,113,347.0
70,131,162.0
79,122,170.0
82,133,258.0
32,160,269.0
65,121,167.0
76,105,183.0
76,124,205.0
32,98,176.0
84,124,124.0
72,129,129.0
69,135,150.0
32,120,1015.0
69,156,234.0
77,204,137.0
65,192,192.0
73,143,221.0
76,236,487.0
190,240,2943.0
16,642,705.0
16,318,157.0
66,130,427.0
82,118,196.0
65,72,95.0
83,66,474.0
8,166,260.0
68,144,301.0
89,143,330.0
32,146,271.0
79,157,157.0
78,117,164.0
76,341,245.0
89,144,284.0
32,111,220.0
72,125,141.0
65,146,240.0
83,140,218.0
32,123,346.0
70,112,159.0
73,146,365.0
86,212,274.0
69,114,286.0
32,96,598.0
67,160,363.0
81,67,31.0
65,120,213.0
84,136,467.0
8,120,183.0
8,104,198.0
8,169,126.0
65,197,197.0
67,176,301.0
84,112,362.0
8,104,166.0
8,188,120.0
84,115,287.0
67,206,206.0
72,110,235.0
69,142,220.0
83,149,383.0
32,104,339.0
84,167,127.0
72,104,166.0
73,170,170.0
83,114,208.0
32,143,299.0
83,112,190.0
69,121,418.0
83,103,150.0
83,134,149.0
73,182,182.0
79,187,953.0
8,118,196.0
8,111,189.0
8,130,223.0
8,143,221.0
8,185,611.0
69,99,303.0
65,174,283.0
83,174,237.0
79,168,183.0
78,141,407.0
190,207,2723.0
16,219,141.0
73,133,226.0
32,142,238.0
87,106,247.0
73,64,345.0
76,96,175.0
76,121,184.0
32,109,406.0
84,159,206.0
89,131,522.0
8,151,151.0
82,135,135.0
89,117,242.0
32,96,252.0
79,187,219.0
84,125,218.0
79,136,433.0
8,66,136.0
8,117,164.0
8,167,198.0
84,126,126.0
79,131,209.0
32,90,356.0
69,144,869.0
90,162,537.0
8,191,222.0
88,198,717.0
80,229,260.0
69,145,270.0
68,181,244.0
73,114,239.0
84,128,316.0
69,141,235.0
32,94,282.0
80,234,266.0
65,141,204.0
89,135,465.0
77,172,172.0
69,146,162.0
78,170,137.0
84,149,289.0
32,83,537.0
84,128,160.0
79,128,425.0
77,125,250.0
77,125,344.0
79,178,490.0
8,110,188.0
8,106,200.0
8,78,778.0
77,157,250.0
79,157,313.0
82,44,143.0
82,115,240.0
79,159,300.0
87,96,377.0
190,224,6976.0
16,217,156.0
73,133,576.0
32,110,141.0
67,146,208.0
65,143,174.0
78,118,244.0
32,110,251.0
70,109,454.0
73,104,213.0
76,125,187.0
76,120,200.0
32,119,275.0
89,129,223.0
79,328,422.0
85,127,48.0
73,41,612.0
8,125,312.0
32,97,175.0
73,190,150.0
78,120,229.0
32,125,204.0
79,150,370.0
78,145,285.0
32,81,427.0
77,145,238.0
79,176,332.0
82,133,197.0
69,135,229.0
32,111,314.0
68,130,208.0
69,150,338.0
84,160,213.0
65,150,228.0
73,125,221.0
76,181,213.0
83,155,467.0
32,110,314.0
76,189,189.0
69,73,513.0
8,177,78.0
65,192,271.0
84,80,158.0
69,160,160.0
82,108,358.0
190,206,456.0
222,205,691.0
8,164,3167.0
16,580,187.0
78,190,910.0
69,152,214.0
65,203,673.0
76,161,489.0
188,222,504.0
32,110,204.0
67,151,151.0
65,149,186.0
78,114,223.0
32,97,238.0
89,153,200.0
79,256,218.0
85,152,279.0
32,141,219.0
72,110,110.0
69,146,162.0
76,192,560.0
80,204,236.0
32,172,265.0
87,141,110.0
73,115,287.0
84,131,64.0
72,134,306.0
32,110,423.0
84,146,97.0
72,84,134.0
73,134,134.0
83,148,576.0
16,627,265.0
190,222,566.0
8,158,158.0
16,960,675.0
191,254,599.0
32,99,2763.0
16,333,187.0
84,161,239.0
72,125,141.0
69,128,237.0
32,116,254.0
67,141,141.0
73,129,410.0
76,111,393.0
8,173,173.0
84,141,141.0
89,145,270.0
32,126,361.0
80,227,307.0
76,192,411.0
89,131,445.0
69,141,219.0
83,150,229.0
32,144,577.0
72,147,225.0
79,156,422.0
8,113,193.0
8,127,221.0
8,118,212.0
8,187,941.0
32,84,502.0
8,97,175.0
8,181,149.0
83,140,249.0
32,120,277.0
72,112,190.0
79,155,234.0
83,151,229.0
84,125,220.0
32,126,219.0
84,133,165.0
79,167,229.0
32,125,297.0
65,143,207.0
32,150,228.0
86,95,517.0
73,110,189.0
83,151,260.0
73,127,238.0
84,140,328.0
32,96,378.0
89,144,254.0
32,114,571.0
8,78,140.0
8,177,637.0
66,131,241.0
89,141,235.0
32,135,401.0
85,119,166.0
83,151,229.0
32,126,628.0
80,189,267.0
82,131,194.0
73,119,589.0
8,119,53.0
69,144,222.0
83,172,219.0
73,197,717.0
68,118,212.0
69,125,172.0
78,149,211.0
84,125,360.0
32,112,614.0
16,234,93.0
66,141,235.0
73,121,215.0
76,140,156.0
76,145,209.0
32,95,655.0
16,241,160.0
67,159,238.0
76,289,234.0
73,120,183.0
78,125,923.0
84,144,175.0
79,125,172.0
78,118,415.0
190,197,276.0
32,112,2502.0
16,255,125.0
77,130,302.0
69,113,191.0
69,125,515.0
8,96,174.0
8,117,180.0
8,187,219.0
16,1518,1376.0
78,142,614.0
69,114,209.0
69,103,197.0
68,142,282.0
32,141,172.0
84,118,150.0
79,119,182.0
32,120,655.0
87,113,472.0
83,81,81.0
