KEYCODE,ht,df
16,423,216.0
84,79,239.0
72,192,224.0
69,104,152.0
32,88,440.0
76,96,192.0
79,104,264.0
65,136,336.0
78,128,104.0
83,160,248.0
32,119,360.0
87,136,280.0
82,137,104.0
69,160,232.0
82,144,616.0
220,64,144.0
8,72,128.0
8,80,128.0
8,55,120.0
8,63,328.0
69,128,392.0
82,112,120.0
69,144,384.0
32,120,296.0
65,160,288.0
76,80,160.0
76,103,280.0
69,112,600.0
71,112,351.0
69,144,352.0
68,193,697.0
76,120,328.0
89,96,472.0
32,104,592.0
77,104,87.0
65,177,241.0
71,200,367.0
8,152,344.0
68,96,232.0
69,144,136.0
32,176,760.0
84,120,224.0
79,104,272.0
32,105,577.0
80,112,384.0
76,111,127.0
65,192,376.0
89,104,208.0
69,120,224.0
82,96,88.0
83,177,754.0
190,79,3879.0
16,768,600.0
80,104,200.0
76,112,240.0
69,95,208.0
65,136,264.0
83,160,216.0
69,95,256.0
32,120,728.0
67,104,232.0
65,176,168.0
76,96,184.0
76,97,264.0
32,112,439.0
77,120,176.0
69,121,128.0
32,89,530.0
79,95,271.0
8,136,264.0
73,87,95.0
70,137,185.0
32,104,528.0
89,88,208.0
79,96,240.0
85,112,248.0
32,104,136.0
83,120,328.0
69,96,176.0
69,96,280.0
32,104,231.0
65,160,209.0
78,119,416.0
89,87,232.0
32,88,360.0
80,79,352.0
82,143,183.0
79,88,361.0
66,111,247.0
76,96,232.0
69,136,256.0
77,112,160.0
83,144,624.0
190,72,2705.0
16,536,368.0
84,88,192.0
72,72,136.0
69,112,113.0
32,78,319.0
84,80,296.0
82,168,384.0
73,96,232.0
80,81,257.0
32,95,431.0
73,96,144.0
83,104,136.0
32,88,512.0
78,88,264.0
69,119,344.0
86,64,144.0
69,136,184.0
82,88,496.0
84,104,272.0
72,104,552.0
76,87,208.0
69,96,216.0
83,111,183.0
83,88,217.0
32,111,744.0
73,88,360.0
77,95,272.0
80,112,224.0
79,103,399.0
82,96,192.0
84,104,144.0
65,208,297.0
78,87,383.0
84,88,240.0
32,64,152.0
32,104,513.0
8,159,216.0
84,120,184.0
73,79,432.0
220,55,160.0
8,119,256.0
8,23,288.0
79,103,231.0
32,96,153.0
83,128,664.0
69,111,119.0
84,96,312.0
32,120,432.0
84,112,200.0
72,120,40.0
69,168,208.0
32,104,776.0
67,136,112.0
79,96,408.0
85,112,313.0
82,96,208.0
83,144,264.0
69,120,152.0
32,96,864.0
71,72,136.0
70,48,208.0
8,128,200.0
8,96,144.0
70,160,240.0
8,80,144.0
8,87,144.0
70,136,448.0
79,87,280.0
82,152,184.0
32,111,736.0
70,152,320.0
85,64,256.0
84,88,176.0
69,128,472.0
8,120,768.0
85,71,199.0
84,145,128.0
69,169,793.0
8,88,152.0
8,95,159.0
69,113,529.0
8,87,152.0
8,88,128.0
82,120,216.0
69,184,1320.0
32,87,487.0
84,105,129.0
73,103,231.0
69,120,232.0
83,144,408.0
190,80,200.0
46,80,3248.0
16,712,656.0
87,128,248.0
72,88,216.0
65,135,112.0
84,104,296.0
32,128,472.0
68,144,232.0
73,103,240.0
68,161,185.0
32,104,648.0
89,144,216.0
79,104,273.0
85,151,463.0
32,96,344.0
65,208,272.0
78,120,272.0
68,177,160.0
32,103,207.0
16,449,273.0
65,184,1599.0
86,120,89.0
65,183,304.0
32,144,600.0
68,120,248.0
69,112,240.0
83,120,344.0
45,167,311.0
8,153,144.0
67,136,609.0
73,95,384.0
68,80,168.0
69,151,127.0
32,104,409.0
84,135,912.0
79,79,232.0
32,103,160.0
84,151,520.0
79,71,350.0
16,249,194.0
191,135,3727.0
16,536,400.0
84,88,168.0
72,95,135.0
69,136,105.0
32,88,344.0
77,120,240.0
79,95,400.0
86,160,184.0
69,170,160.0
32,95,737.0
87,96,184.0
65,111,216.0
83,120,144.0
32,96,184.0
65,128,192.0
32,104,792.0
70,120,368.0
73,128,312.0
8,143,296.0
73,63,471.0
8,136,625.0
8,151,327.0
85,112,400.0
82,121,313.0
84,88,176.0
72,128,151.0
69,121,265.0
82,87,391.0
32,120,617.0
84,104,399.0
87,136,345.0
73,111,224.0
83,215,351.0
84,96,249.0
32,111,551.0
73,80,200.0
78,96,168.0
32,88,216.0
84,88,176.0
72,112,80.0
69,136,192.0
32,120,664.0
76,96,232.0
79,64,216.0
78,128,136.0
71,144,1009.0
189,87,479.0
82,136,240.0
85,72,208.0
78,89,168.0
78,72,552.0
73,88,224.0
78,104,176.0
71,160,272.0
32,120,976.0
68,184,408.0
73,88,112.0
83,167,392.0
80,87,480.0
85,256,392.0
84,136,104.0
69,160,1001.0
190,88,2703.0
16,889,784.0
68,128,256.0
79,112,233.0
32,112,223.0
87,168,280.0
69,112,128.0
32,120,616.0
74,96,304.0
8,144,265.0
75,87,439.0
78,88,240.0
79,128,64.0
87,160,280.0
32,136,1256.0
78,88,336.0
8,168,200.0
87,104,208.0
65,168,130.0
72,166,438.0
8,80,152.0
8,95,472.0
72,138,128.0
65,160,200.0
84,144,600.0
8,63,384.0
32,160,207.0
32,112,216.0
87,128,273.0
69,120,136.0
32,120,208.0
78,96,112.0
69,104,192.0
69,112,271.0
68,112,665.0
16,727,696.0
191,87,3097.0
16,271,159.0
72,113,152.0
65,120,225.0
83,97,88.0
32,88,232.0
65,159,359.0
78,144,496.0
89,121,329.0
79,112,248.0
78,95,224.0
69,183,248.0
32,95,623.0
69,128,312.0
76,104,128.0
83,160,400.0
69,120,232.0
32,104,608.0
74,96,288.0
8,256,392.0
72,136,256.0
69,88,104.0
65,208,360.0
82,112,360.0
68,128,240.0
32,200,592.0
65,264,280.0
78,96,560.0
89,160,352.0
84,128,784.0
79,192,520.0
8,144,568.0
72,88,224.0
73,55,160.0
78,105,88.0
71,144,392.0
16,778,768.0
191,80,2944.0
16,304,544.0
16,287,160.0
78,88,208.0
73,111,216.0
67,120,304.0
69,120,136.0
32,120,721.0
87,103,232.0
69,87,223.0
65,144,265.0
84,95,215.0
72,80,64.0
69,177,232.0
82,128,288.0
32,120,864.0
70,48,168.0
79,120,177.0
84,135,183.0
32,136,441.0
8,79,151.0
8,88,120.0
82,128,248.0
32,112,480.0
73,88,136.0
84,128,392.0
190,80,13817.0
16,639,495.0
73,88,232.0
32,88,168.0
87,112,200.0
65,104,160.0
78,128,256.0
84,160,168.0
69,144,280.0
68,144,225.0
32,168,591.0
84,136,248.0
79,55,272.0
32,104,216.0
71,104,144.0
69,160,176.0
84,120,336.0
32,136,176.0
65,176,352.0
75,112,504.0
8,128,263.0
76,113,209.0
76,72,208.0
32,112,416.0
79,147,314.0
70,166,142.0
32,112,560.0
73,184,152.0
