KEYCODE,ht,df
16,1880,1626.0
89,118,254.0
79,161,131.0
85,137,400.0
32,133,829.0
67,124,56.0
65,205,302.0
78,101,204.0
84,119,1474.0
191,138,564.0
45,173,1409.0
8,95,214.0
8,67,652.0
17,449,1447.0
17,956,2033.0
222,164,1165.0
84,84,140.0
32,134,1170.0
66,140,171.0
69,147,366.0
78,107,206.0
67,116,130.0
72,110,470.0
32,168,463.0
16,494,288.0
77,121,381.0
65,121,486.0
82,222,633.0
84,115,146.0
73,214,300.0
78,116,687.0
188,128,232.0
32,122,278.0
77,99,820.0
8,38,172.0
8,72,495.0
78,205,190.0
79,134,199.0
32,114,428.0
77,103,217.0
65,130,283.0
84,89,186.0
84,86,233.0
69,153,100.0
82,153,200.0
32,153,353.0
72,113,240.0
79,152,376.0
87,77,123.0
32,137,1339.0
66,86,101.0
65,188,251.0
68,122,301.0
32,146,581.0
84,83,152.0
72,80,100.0
69,108,204.0
32,105,521.0
77,109,171.0
65,136,355.0
84,70,1573.0
67,139,241.0
72,115,146.0
85,101,338.0
80,174,263.0
32,116,289.0
77,151,173.0
65,186,525.0
89,113,231.0
32,134,1086.0
66,99,264.0
69,103,360.0
190,99,4224.0
16,364,251.0
87,113,198.0
72,117,133.0
65,124,287.0
84,85,175.0
32,101,240.0
65,139,290.0
82,138,101.0
69,158,190.0
32,100,184.0
84,184,131.0
72,137,86.0
69,183,183.0
32,116,1119.0
85,105,207.0
78,193,178.0
73,127,147.0
84,116,214.0
83,138,586.0
16,228,165.0
191,133,3267.0
16,874,647.0
73,103,670.0
186,100,786.0
8,178,694.0
188,128,642.0
8,167,397.0
16,631,247.0
222,153,633.0
8,127,293.0
222,140,1001.0
76,74,174.0
76,101,221.0
32,134,829.0
75,83,274.0
69,70,171.0
69,74,138.0
76,134,473.0
8,132,306.0
80,117,221.0
32,137,336.0
73,154,213.0
84,87,136.0
32,116,609.0
73,133,219.0
78,106,189.0
32,101,248.0
77,115,131.0
73,223,185.0
76,169,216.0
69,126,204.0
83,162,664.0
190,68,2532.0
16,579,393.0
78,83,217.0
79,143,233.0
82,126,172.0
77,118,172.0
65,117,152.0
76,55,135.0
76,151,238.0
89,102,272.0
32,131,537.0
87,184,141.0
69,139,154.0
32,126,473.0
74,135,182.0
85,164,114.0
83,97,251.0
84,99,330.0
32,85,450.0
69,88,292.0
65,159,359.0
84,100,216.0
32,122,353.0
65,124,157.0
78,112,128.0
68,116,131.0
32,131,1017.0
82,114,132.0
85,104,268.0
78,83,727.0
190,124,3306.0
16,587,251.0
83,129,449.0
80,199,115.0
79,152,215.0
82,172,684.0
84,131,274.0
83,135,344.0
32,130,668.0
70,217,163.0
65,224,204.0
78,96,220.0
83,103,355.0
32,116,459.0
72,116,203.0
69,148,105.0
82,173,150.0
69,152,155.0
32,103,204.0
65,185,404.0
82,205,161.0
69,200,257.0
32,101,594.0
69,100,484.0
88,149,467.0
86,131,417.0
8,145,185.0
67,134,187.0
73,148,189.0
84,116,266.0
69,201,538.0
68,100,800.0
190,107,2680.0
16,1400,1219.0
73,81,754.0
222,147,928.0
77,116,253.0
32,132,417.0
87,131,184.0
79,116,232.0
82,116,132.0
75,114,258.0
73,139,118.0
78,148,135.0
71,119,200.0
32,120,301.0
79,118,233.0
78,124,222.0
32,147,1166.0
89,83,186.0
79,170,131.0
85,124,202.0
82,121,189.0
32,133,453.0
79,132,221.0
84,85,100.0
72,85,131.0
69,159,121.0
82,149,217.0
32,116,967.0
69,97,181.0
77,104,176.0
65,143,74.0
73,185,133.0
76,150,350.0
83,153,700.0
32,119,715.0
78,133,185.0
69,172,521.0
88,131,235.0
84,77,760.0
190,100,2784.0
16,338,153.0
73,128,321.0
32,108,245.0
78,133,274.0
69,75,158.0
69,115,220.0
68,156,276.0
32,121,296.0
84,93,125.0
79,118,206.0
32,93,505.0
76,172,177.0
73,112,304.0
78,101,179.0
75,130,277.0
32,69,501.0
84,88,119.0
72,115,153.0
69,120,167.0
77,116,256.0
32,104,1206.0
89,100,350.0
8,132,198.0
85,101,138.0
80,123,231.0
32,100,400.0
84,100,165.0
79,121,209.0
32,126,472.0
84,101,188.0
72,90,106.0
69,132,153.0
32,101,739.0
16,484,295.0
84,105,423.0
65,133,262.0
71,54,136.0
71,88,187.0
32,157,814.0
68,218,116.0
69,155,219.0
65,176,139.0
76,79,456.0
190,155,2957.0
16,423,276.0
84,115,202.0
72,85,132.0
69,116,238.0
32,116,646.0
76,142,227.0
79,143,277.0
67,113,232.0
65,166,259.0
76,92,639.0
32,116,701.0
70,85,116.0
79,153,200.0
82,185,200.0
69,138,543.0
67,179,195.0
65,215,162.0
83,126,331.0
84,116,825.0
69,147,118.0
82,188,204.0
83,139,155.0
32,85,182.0
65,100,305.0
82,187,135.0
69,197,444.0
32,133,454.0
83,146,216.0
72,132,185.0
79,116,164.0
87,114,136.0
73,162,178.0
78,138,69.0
71,110,200.0
32,136,633.0
82,101,223.0
65,162,200.0
73,162,279.0
78,120,222.0
32,116,220.0
70,110,142.0
79,95,144.0
82,113,192.0
32,115,1104.0
16,344,1391.0
16,135,378.0
16,527,239.0
84,115,335.0
72,82,396.0
65,154,654.0
