KEYCODE,ht,df
16,376,243.0
83,102,318.0
69,83,152.0
69,83,249.0
32,112,700.0
89,110,165.0
79,242,188.0
85,141,114.0
32,176,400.0
78,112,336.0
69,98,294.0
88,142,268.0
84,203,180.0
32,191,340.0
87,122,263.0
69,101,176.0
69,165,363.0
75,68,449.0
190,75,19035.0
16,819,618.0
73,152,336.0
84,125,457.0
222,123,550.0
83,166,323.0
32,130,1027.0
74,228,178.0
85,173,296.0
83,169,223.0
84,228,186.0
32,208,811.0
86,125,195.0
69,251,222.0
82,192,331.0
89,268,225.0
32,218,697.0
67,183,351.0
79,293,276.0
78,167,1239.0
70,122,343.0
85,136,313.0
83,146,312.0
73,290,200.0
78,161,322.0
71,158,566.0
32,169,1110.0
65,157,323.0
84,185,173.0
32,169,337.0
70,50,636.0
73,163,185.0
82,95,535.0
83,148,229.0
84,106,665.0
190,105,14777.0
16,1103,920.0
77,144,747.0
65,163,314.0
78,129,180.0
83,121,343.0
69,169,730.0
76,55,154.0
76,182,374.0
32,147,238.0
87,279,302.0
69,159,490.0
78,109,698.0
84,134,246.0
32,120,732.0
79,239,213.0
78,226,215.0
32,150,432.0
84,162,332.0
79,271,255.0
32,190,1819.0
70,117,274.0
73,77,308.0
86,151,320.0
69,171,967.0
32,139,616.0
16,404,225.0
73,94,296.0
78,126,413.0
68,153,265.0
89,143,1320.0
173,24,3199.0
67,244,254.0
65,227,203.0
82,147,498.0
32,139,889.0
84,269,181.0
82,165,1147.0
73,132,260.0
85,44,343.0
77,89,615.0
80,85,559.0
72,153,239.0
83,189,1162.0
190,107,12254.0
16,383,208.0
83,94,618.0
85,195,216.0
78,145,239.0
68,100,466.0
65,130,490.0
89,83,230.0
32,152,383.0
84,117,345.0
73,133,309.0
67,142,662.0
75,134,394.0
69,101,417.0
84,150,162.0
83,184,527.0
32,134,803.0
72,179,185.0
65,145,198.0
86,172,221.0
69,176,246.0
32,176,342.0
66,119,230.0
69,135,235.0
69,153,197.0
78,226,234.0
32,205,754.0
79,244,217.0
78,245,214.0
32,192,300.0
83,139,291.0
65,183,381.0
76,148,247.0
69,190,262.0
32,164,701.0
70,140,367.0
79,164,218.0
82,96,302.0
32,168,312.0
87,131,340.0
69,121,208.0
69,110,257.0
75,146,246.0
83,176,425.0
190,93,11417.0
16,536,371.0
73,131,308.0
32,166,234.0
83,182,248.0
72,121,216.0
79,270,201.0
85,108,215.0
76,200,236.0
68,149,234.0
32,154,270.0
72,131,201.0
65,171,243.0
86,153,259.0
69,178,217.0
32,145,268.0
77,157,244.0
79,183,321.0
82,161,146.0
69,243,508.0
32,107,601.0
73,275,212.0
78,117,279.0
70,170,332.0
79,260,233.0
32,178,775.0
66,109,249.0
89,165,201.0
32,138,570.0
79,277,208.0
85,134,204.0
82,173,238.0
32,149,379.0
77,131,252.0
69,133,217.0
69,167,304.0
84,141,1161.0
73,256,200.0
78,175,277.0
71,163,249.0
32,148,238.0
84,157,200.0
72,238,195.0
73,200,331.0
83,187,348.0
32,142,1057.0
65,174,945.0
70,112,244.0
84,84,244.0
69,120,301.0
82,150,362.0
78,78,555.0
79,68,203.0
79,285,236.0
78,160,1006.0
190,141,9860.0
16,875,678.0
83,89,831.0
85,212,201.0
78,216,281.0
32,211,737.0
16,1230,1045.0
74,136,904.0
73,177,292.0
65,159,1634.0
90,178,986.0
72,114,230.0
69,147,279.0
78,92,448.0
71,102,1134.0
188,140,341.0
32,106,2281.0
53,187,211.0
48,208,1592.0
188,139,403.0
32,100,348.0
84,100,326.0
65,151,349.0
75,142,328.0
69,100,266.0
83,166,504.0
32,152,972.0
65,243,1115.0
8,76,779.0
79,148,324.0
86,127,156.0
69,268,228.0
82,155,249.0
32,159,418.0
65,211,182.0
83,226,310.0
32,165,735.0
82,162,284.0
65,138,315.0
68,146,543.0
73,134,293.0
79,141,1810.0
188,125,364.0
32,138,758.0
70,150,208.0
73,189,246.0
76,103,365.0
77,141,544.0
32,124,491.0
65,168,284.0
78,195,239.0
68,212,416.0
32,180,1159.0
84,136,233.0
69,177,389.0
76,171,268.0
69,168,1188.0
86,175,399.0
73,172,1593.0
83,169,330.0
73,203,176.0
79,214,422.0
78,177,429.0
32,139,648.0
77,144,166.0
73,266,227.0
78,170,926.0
73,149,245.0
83,159,300.0
84,116,379.0
69,210,156.0
82,166,1304.0
190,90,8929.0
16,590,445.0
77,136,448.0
69,114,500.0
71,75,215.0
65,175,300.0
78,65,639.0
188,136,366.0
32,121,717.0
84,170,240.0
82,179,131.0
89,209,198.0
32,159,264.0
84,176,235.0
72,232,204.0
73,204,309.0
83,179,362.0
32,150,740.0
70,121,275.0
79,142,214.0
82,176,337.0
32,129,957.0
16,568,411.0
80,148,457.0
72,70,437.0
73,88,319.0
76,85,168.0
76,119,321.0
73,60,216.0
80,139,641.0
83,184,392.0
190,101,8753.0
16,857,700.0
87,64,605.0
72,119,200.0
65,178,211.0
84,113,480.0
222,139,396.0
83,170,364.0
32,94,545.0
89,162,169.0
79,304,218.0
85,175,1007.0
82,123,340.0
32,106,1060.0
80,174,323.0
72,132,274.0
79,260,213.0
78,148,477.0
69,159,451.0
32,105,463.0
78,133,237.0
85,111,282.0
77,80,312.0
66,121,255.0
69,101,228.0
82,124,625.0
16,158,98.0
191,151,8515.0
16,577,419.0
84,72,595.0
73,238,227.0
77,195,211.0
69,186,275.0
32,139,619.0
84,249,160.0
82,175,850.0
65,161,273.0
