KEYCODE,ht,df
20,63,78.0
73,80,64.0
20,125,1148.0
222,74,136.0
77,103,166.0
32,104,308.0
83,144,279.0
84,173,118.0
73,70,180.0
76,74,136.0
76,88,213.0
32,107,139.0
73,118,243.0
78,79,188.0
32,138,171.0
20,188,266.0
70,119,119.0
87,149,1099.0
190,76,3881.0
73,106,153.0
20,158,125.0
32,111,283.0
84,145,22.0
72,61,170.0
73,91,183.0
78,93,178.0
75,112,143.0
32,104,366.0
84,74,152.0
72,109,72.0
65,154,113.0
84,103,150.0
32,114,130.0
87,154,310.0
73,51,176.0
76,60,115.0
76,94,172.0
32,89,182.0
72,124,105.0
69,133,148.0
76,103,200.0
80,120,874.0
190,84,5134.0
20,135,265.0
84,103,41.0
20,165,125.0
72,135,151.0
69,137,104.0
32,116,241.0
67,168,141.0
65,158,119.0
66,70,242.0
73,109,281.0
78,51,51.0
69,144,457.0
8,59,122.0
8,71,133.0
69,119,228.0
84,155,233.0
32,109,156.0
20,140,219.0
84,102,87.0
20,147,131.0
72,118,321.0
85,138,100.0
82,116,241.0
83,187,417.0
68,93,359.0
65,178,149.0
89,104,167.0
32,120,324.0
65,139,284.0
80,68,147.0
80,71,134.0
82,133,199.0
79,119,338.0
86,115,131.0
69,166,181.0
68,153,216.0
32,106,159.0
65,146,162.0
32,120,245.0
82,78,172.0
69,137,324.0
86,150,114.0
73,93,203.0
83,193,162.0
69,137,262.0
68,189,236.0
32,111,501.0
84,130,76.0
65,133,211.0
82,122,231.0
70,187,249.0
73,80,298.0
8,53,115.0
8,116,444.0
85,107,170.0
70,74,159.0
70,102,196.0
32,101,995.0
8,61,123.0
8,57,88.0
8,53,335.0
8,115,603.0
73,114,129.0
70,72,166.0
70,120,150.0
32,136,402.0
83,73,297.0
67,139,27.0
86,67,83.0
72,131,448.0
8,55,149.0
8,56,498.0
72,166,137.0
69,73,151.0
68,207,151.0
85,135,385.0
76,125,72.0
69,166,850.0
190,70,4353.0
20,145,680.0
87,118,118.0
20,156,250.0
69,148,242.0
32,110,141.0
65,151,967.0
82,125,91.0
69,138,154.0
32,128,159.0
68,151,214.0
79,154,170.0
87,159,104.0
78,114,192.0
32,140,218.0
84,109,141.0
79,133,165.0
32,136,810.0
51,128,139.0
32,93,218.0
69,177,93.0
77,115,286.0
80,82,160.0
76,107,180.0
79,124,280.0
89,111,142.0
69,89,164.0
69,139,232.0
83,187,835.0
8,78,313.0
83,129,145.0
32,104,432.0
72,96,44.0
69,116,194.0
82,134,196.0
69,162,108.0
32,101,289.0
73,95,236.0
78,68,162.0
32,115,533.0
20,117,132.0
68,150,119.0
20,195,172.0
69,159,128.0
78,102,337.0
86,118,85.0
69,122,215.0
82,149,243.0
190,93,4581.0
20,141,188.0
65,168,121.0
20,156,156.0
83,128,238.0
32,93,109.0
83,133,289.0
79,82,135.0
79,65,221.0
78,107,553.0
78,77,374.0
8,70,220.0
32,126,116.0
65,185,100.0
83,166,132.0
32,138,201.0
20,123,93.0
73,108,150.0
20,162,109.0
32,131,381.0
71,100,72.0
69,156,132.0
84,118,196.0
32,106,609.0
73,179,146.0
84,193,166.0
32,122,450.0
189,121,308.0
32,193,303.0
20,156,468.0
73,82,113.0
20,109,628.0
191,109,831.0
8,146,286.0
222,128,661.0
76,74,137.0
76,70,195.0
32,135,115.0
70,130,92.0
79,184,168.0
87,163,634.0
8,85,351.0
82,101,117.0
87,108,71.0
65,187,162.0
68,55,425.0
8,165,80.0
82,116,210.0
68,185,265.0
32,139,264.0
73,141,112.0
84,149,462.0
32,138,231.0
84,144,110.0
79,142,173.0
32,127,220.0
89,129,92.0
79,147,147.0
85,151,780.0
190,95,3651.0
20,115,78.0
72,111,96.0
20,172,343.0
69,126,92.0
32,100,163.0
73,103,119.0
83,136,102.0
32,154,146.0
80,59,24.0
79,32,363.0
8,86,168.0
8,102,243.0
79,125,250.0
85,104,78.0
84,115,146.0
32,120,103.0
73,103,228.0
78,106,310.0
68,160,379.0
69,195,195.0
70,156,156.0
73,104,245.0
78,94,187.0
73,133,106.0
84,117,589.0
69,113,301.0
76,128,820.0
89,159,253.0
32,125,313.0
65,162,186.0
78,97,175.0
68,143,91.0
32,99,396.0
67,174,103.0
79,83,192.0
85,79,188.0
76,148,159.0
68,146,224.0
32,139,155.0
77,124,250.0
73,87,103.0
83,87,180.0
83,138,232.0
32,124,155.0
84,162,134.0
72,166,182.0
69,122,138.0
32,132,101.0
82,100,178.0
69,161,122.0
77,132,147.0
65,168,184.0
73,105,230.0
78,114,61.0
68,129,192.0
69,162,123.0
82,162,146.0
32,105,261.0
79,159,190.0
70,169,200.0
32,141,230.0
84,120,80.0
72,175,238.0
69,141,220.0
32,124,659.0
83,135,276.0
69,156,265.0
65,234,190.0
83,97,566.0
79,31,406.0
78,107,920.0
190,87,4651.0
20,101,148.0
84,74,105.0
