KEYCODE,ht,df
16,353,265.0
76,229,244.0
87,187,281.0
82,126,204.0
32,172,875.0
8,98,176.0
8,122,387.0
84,134,243.0
32,109,831.0
77,113,128.0
69,174,133.0
32,87,165.0
75,87,136.0
78,85,163.0
79,129,176.0
87,161,176.0
32,72,212.0
73,138,169.0
70,136,136.0
32,88,228.0
16,277,203.0
73,136,292.0
32,113,97.0
67,141,99.0
65,188,146.0
78,88,262.0
32,62,280.0
16,215,156.0
72,143,106.0
69,148,226.0
76,91,232.0
80,107,341.0
190,87,2756.0
16,280,203.0
84,140,202.0
72,127,90.0
69,100,193.0
83,144,107.0
69,133,180.0
32,88,338.0
70,82,129.0
65,165,730.0
67,137,481.0
84,116,148.0
79,142,407.0
82,150,181.0
73,137,811.0
8,158,533.0
82,95,599.0
8,127,159.0
83,134,260.0
32,63,1379.0
68,161,161.0
73,181,1027.0
67,141,297.0
65,147,575.0
82,151,245.0
65,126,189.0
84,119,150.0
69,104,151.0
32,119,168.0
67,117,148.0
76,157,103.0
69,135,181.0
65,119,212.0
84,123,218.0
32,91,216.0
76,124,187.0
73,72,1139.0
77,98,160.0
73,152,119.0
84,119,260.0
83,171,186.0
32,106,184.0
84,90,90.0
79,98,254.0
32,80,95.0
84,116,116.0
72,118,134.0
69,99,193.0
32,108,404.0
67,102,102.0
79,85,194.0
78,126,60.0
67,159,144.0
69,149,133.0
80,134,134.0
84,118,152.0
32,102,196.0
79,135,120.0
70,147,194.0
32,122,200.0
83,189,174.0
65,115,193.0
71,107,187.0
69,133,165.0
32,73,198.0
65,122,184.0
82,170,105.0
69,124,233.0
65,238,196.0
83,136,2472.0
16,286,234.0
73,145,317.0
32,100,116.0
87,170,131.0
79,101,948.0
85,111,471.0
76,99,99.0
68,148,133.0
32,102,211.0
78,75,185.0
79,120,104.0
84,119,213.0
32,89,276.0
83,214,142.0
65,165,337.0
89,84,240.0
32,94,204.0
16,288,187.0
73,195,397.0
32,74,183.0
72,120,105.0
65,131,225.0
86,108,171.0
69,150,213.0
32,75,502.0
71,106,623.0
85,115,115.0
82,101,163.0
65,136,183.0
78,121,4072.0
84,133,297.0
69,103,196.0
69,106,186.0
68,135,182.0
32,91,231.0
77,107,216.0
85,123,939.0
8,102,321.0
89,83,255.0
32,111,158.0
70,133,133.0
73,102,227.0
78,93,108.0
65,149,134.0
76,101,210.0
32,91,216.0
80,91,60.0
76,118,82.0
65,145,177.0
67,120,153.0
69,148,2250.0
16,437,378.0
78,169,247.0
69,195,159.0
87,179,288.0
76,113,253.0
89,119,1049.0
189,127,143.0
83,164,164.0
73,120,151.0
71,134,149.0
78,120,152.0
69,133,226.0
68,156,156.0
32,103,306.0
16,479,363.0
84,132,304.0
79,97,223.0
78,92,201.0
89,121,324.0
32,108,405.0
16,211,124.0
83,150,212.0
73,92,219.0
77,74,137.0
77,86,164.0
79,104,214.0
78,106,168.0
83,168,1173.0
8,132,444.0
83,136,167.0
32,58,679.0
77,94,156.0
73,119,119.0
71,101,116.0
72,118,165.0
84,151,353.0
32,116,179.0
87,167,151.0
79,151,338.0
68,145,633.0
76,101,476.0
8,106,184.0
8,137,608.0
82,146,442.0
75,75,246.0
32,112,96.0
65,183,113.0
83,164,180.0
32,104,151.0
84,134,118.0
72,102,133.0
69,117,181.0
32,88,369.0
84,118,118.0
72,100,163.0
73,143,104.0
82,118,305.0
68,159,268.0
32,127,205.0
82,170,137.0
69,149,289.0
67,128,316.0
86,112,784.0
8,160,788.0
69,126,126.0
73,132,163.0
86,103,181.0
69,174,142.0
82,113,2409.0
16,451,296.0
69,139,233.0
83,127,173.0
84,125,234.0
65,164,1340.0
82,111,237.0
68,179,127.0
65,177,255.0
32,140,283.0
82,156,156.0
69,118,213.0
67,122,138.0
69,165,165.0
78,136,136.0
84,132,166.0
76,165,276.0
85,125,343.0
32,101,210.0
82,107,75.0
69,130,239.0
84,125,156.0
85,130,87.0
82,149,195.0
78,120,120.0
69,148,210.0
68,155,170.0
32,105,152.0
70,190,118.0
82,171,134.0
79,147,257.0
