KEYCODE,ht,df
16,315,195.0
84,126,198.0
72,111,64.0
65,164,137.0
78,158,67.0
75,196,112.0
83,153,114.0
32,151,116.0
70,156,100.0
79,159,112.0
82,158,113.0
32,163,157.0
65,152,112.0
76,93,132.0
76,157,58.0
32,185,362.0
89,170,124.0
79,225,100.0
85,224,118.0
32,217,157.0
65,191,126.0
82,178,105.0
69,160,114.0
32,157,144.0
68,151,105.0
79,177,65.0
73,250,139.0
78,137,182.0
71,136,170.0
190,195,137.0
32,125,4335.0
16,448,244.0
87,179,292.0
72,141,111.0
65,199,161.0
84,177,239.0
32,118,345.0
68,223,156.0
79,191,112.0
32,179,112.0
89,169,111.0
79,183,132.0
85,166,64.0
32,169,182.0
83,163,83.0
72,193,87.0
79,191,112.0
87,183,158.0
32,165,158.0
65,197,144.0
83,192,153.0
32,162,182.0
84,111,86.0
72,147,61.0
69,150,144.0
32,170,203.0
83,150,183.0
84,110,434.0
79,176,271.0
82,153,99.0
65,176,689.0
71,142,181.0
69,178,529.0
32,161,309.0
83,156,233.0
67,143,284.0
72,149,214.0
69,131,233.0
67,101,316.0
8,104,762.0
68,123,170.0
85,163,110.0
76,159,146.0
69,156,321.0
16,461,184.0
191,191,3006.0
16,1148,338.0
79,130,1019.0
85,189,131.0
82,176,170.0
32,200,843.0
70,174,281.0
79,188,295.0
82,123,281.0
86,220,239.0
69,236,198.0
83,130,266.0
8,82,140.0
8,91,155.0
8,118,125.0
67,230,111.0
69,244,145.0
83,184,333.0
32,158,104.0
65,198,144.0
82,193,106.0
69,166,120.0
32,156,138.0
82,203,137.0
69,210,191.0
65,222,163.0
68,196,219.0
89,101,438.0
32,157,138.0
84,136,93.0
79,168,83.0
32,153,125.0
67,159,73.0
79,199,99.0
77,193,94.0
69,178,138.0
32,159,306.0
73,138,273.0
77,85,160.0
77,125,481.0
69,123,788.0
73,155,358.0
65,178,315.0
84,174,281.0
69,143,340.0
76,156,224.0
89,146,1141.0
190,105,2250.0
8,826,923.0
8,105,170.0
8,103,156.0
8,137,2355.0
68,118,176.0
73,131,125.0
65,157,203.0
84,144,117.0
69,158,192.0
76,144,130.0
89,116,405.0
190,194,2800.0
16,402,191.0
83,182,273.0
85,170,151.0
82,165,87.0
69,158,383.0
32,174,265.0
65,189,409.0
8,106,73.0
87,157,106.0
65,203,116.0
83,172,119.0
32,166,172.0
71,151,144.0
79,84,136.0
79,138,119.0
68,207,297.0
32,123,150.0
84,130,183.0
65,169,143.0
76,177,113.0
75,162,195.0
73,191,92.0
78,173,115.0
71,102,116.0
32,140,79.0
84,138,74.0
79,176,96.0
32,186,101.0
89,145,79.0
79,158,72.0
85,217,105.0
32,205,448.0
84,165,92.0
72,180,67.0
73,203,120.0
83,150,118.0
32,140,39.0
16,730,146.0
65,191,243.0
77,190,447.0
190,133,2974.0
16,1097,120.0
80,221,163.0
76,152,101.0
69,158,65.0
65,238,133.0
83,218,118.0
69,228,221.0
32,96,668.0
8,81,137.0
8,96,147.0
8,92,148.0
8,94,145.0
8,221,629.0
8,91,330.0
76,118,170.0
69,125,73.0
65,269,954.0
83,221,113.0
69,203,210.0
32,156,341.0
69,106,51.0
76,185,622.0
8,111,796.0
8,97,257.0
76,105,168.0
69,251,205.0
84,203,131.0
32,138,211.0
85,86,170.0
83,83,510.0
32,138,120.0
75,148,101.0
78,239,96.0
79,162,268.0
32,98,349.0
8,118,92.0
87,157,90.0
32,184,204.0
65,236,217.0
83,211,146.0
65,189,833.0
80,136,235.0
190,158,2995.0
16,264,139.0
78,111,254.0
16,138,100.0
79,102,350.0
82,124,262.0
8,84,116.0
8,99,143.0
79,138,111.0
82,125,183.0
77,104,90.0
65,179,166.0
76,64,129.0
76,138,111.0
89,171,140.0
32,149,247.0
87,256,165.0
69,176,131.0
32,157,190.0
74,185,91.0
85,232,139.0
83,239,125.0
84,205,134.0
32,170,741.0
69,182,131.0
65,236,182.0
82,238,511.0
8,126,88.0
84,190,138.0
32,182,366.0
65,137,72.0
78,145,117.0
68,133,76.0
32,157,132.0
69,183,540.0
8,117,170.0
82,143,137.0
85,164,111.0
78,116,250.0
190,176,3201.0
16,234,117.0
87,140,172.0
79,198,107.0
78,170,184.0
69,221,242.0
82,163,227.0
32,156,425.0
8,86,137.0
8,97,150.0
8,92,511.0
68,145,93.0
69,229,157.0
82,143,105.0
32,157,150.0
87,138,113.0
72,98,111.0
65,159,66.0
84,167,139.0
32,158,335.0
78,132,74.0
69,130,260.0
88,117,247.0
84,110,162.0
32,144,202.0
69,123,217.0
69,111,119.0
75,91,280.0
8,86,136.0
8,92,137.0
8,61,228.0
87,179,125.0
69,143,207.0
69,136,199.0
75,197,477.0
32,156,118.0
87,153,105.0
73,167,153.0
76,71,183.0
76,138,413.0
32,168,279.0
66,118,125.0
82,124,99.0
73,185,98.0
78,161,132.0
71,145,536.0
191,169,543.0
8,230,130.0
190,205,3544.0
16,356,158.0
79,179,588.0
8,111,312.0
16,394,185.0
73,146,639.0
222,92,336.0
77,221,110.0
32,191,438.0
70,142,255.0
65,130,326.0
8,104,239.0
8,124,209.0
71,112,797.0
76,116,66.0
65,236,112.0
68,196,137.0
32,146,160.0
83,144,105.0
72,118,93.0
69,163,89.0
32,193,119.0
76,171,87.0
73,159,229.0
75,131,103.0
69,184,105.0
83,179,156.0
32,131,234.0
72,118,66.0
69,191,90.0
82,167,88.0
