KEYCODE,ht,df
78,78,164.0
20,3143,162.0
32,56,75.0
84,80,92.0
72,76,83.0
69,97,97.0
82,108,80.0
69,100,186.0
32,28,425.0
8,1392,2626.0
20,453,935.0
16,96,689.0
16,324,160.0
78,72,333.0
79,75,141.0
32,76,118.0
84,72,87.0
72,59,106.0
69,68,82.0
82,108,76.0
69,60,104.0
32,73,72.0
87,99,104.0
73,40,143.0
76,59,117.0
76,75,125.0
32,80,182.0
66,71,92.0
69,81,117.0
32,47,109.0
80,100,224.0
76,95,111.0
69,71,135.0
78,65,107.0
84,52,135.0
89,88,173.0
32,68,129.0
79,87,102.0
70,76,117.0
32,57,163.0
79,79,131.0
84,72,157.0
72,44,134.0
69,115,88.0
82,119,154.0
83,108,121.0
190,80,3354.0
16,156,93.0
87,100,190.0
72,96,100.0
65,116,130.0
84,88,128.0
32,72,171.0
73,63,76.0
83,92,114.0
32,48,91.0
84,84,72.0
72,68,76.0
69,72,90.0
32,68,99.0
83,140,165.0
84,72,106.0
79,80,173.0
67,75,105.0
75,76,161.0
32,68,154.0
80,100,162.0
82,80,197.0
73,84,170.0
67,64,178.0
69,68,138.0
32,92,320.0
68,96,158.0
79,112,134.0
73,68,136.0
78,92,125.0
71,72,190.0
16,353,201.0
191,124,2927.0
20,293,195.0
72,88,255.0
69,92,139.0
32,76,232.0
77,92,104.0
65,121,149.0
68,80,169.0
69,80,98.0
32,52,116.0
72,68,147.0
73,60,72.0
83,84,96.0
32,68,178.0
77,104,130.0
65,129,100.0
82,106,104.0
75,84,153.0
32,68,326.0
66,96,178.0
89,60,155.0
32,65,166.0
67,148,125.0
65,103,208.0
77,112,181.0
80,128,1116.0
65,72,127.0
73,77,175.0
71,75,135.0
78,44,809.0
73,64,161.0
78,40,68.0
71,56,98.0
32,76,270.0
65,152,467.0
71,100,189.0
65,107,370.0
73,89,127.0
83,56,494.0
8,39,113.0
8,76,721.0
78,71,345.0
8,65,359.0
73,60,160.0
78,44,76.0
83,76,143.0
84,88,174.0
32,84,685.0
72,72,342.0
79,120,233.0
80,68,245.0
73,136,200.0
84,132,234.0
76,72,280.0
8,52,145.0
65,88,91.0
76,113,209.0
32,84,147.0
70,84,511.0
8,61,173.0
8,40,140.0
8,60,149.0
8,64,162.0
8,56,147.0
8,63,305.0
8,96,367.0
83,84,262.0
80,116,194.0
73,52,128.0
84,104,112.0
65,124,128.0
76,88,189.0
32,72,145.0
70,60,251.0
82,96,817.0
65,40,121.0
85,84,231.0
68,84,163.0
190,104,4956.0
74,96,669.0
20,1941,478.0
8,76,409.0
74,64,550.0
79,60,383.0
8,80,248.0
79,92,198.0
69,96,116.0
76,88,144.0
32,72,125.0
87,84,52.0
73,68,175.0
76,31,110.0
76,103,182.0
32,59,139.0
72,87,125.0
65,92,110.0
78,88,254.0
68,92,201.0
76,60,75.0
69,112,153.0
32,81,118.0
84,86,60.0
72,71,140.0
73,59,106.0
83,96,114.0
190,107,3707.0
16,320,177.0
72,79,571.0
69,68,176.0
32,84,186.0
73,67,68.0
83,99,111.0
32,49,155.0
79,111,104.0
85,84,123.0
84,96,132.0
32,72,207.0
73,84,187.0
78,56,117.0
68,36,130.0
69,112,261.0
70,96,148.0
73,40,148.0
78,56,138.0
73,60,140.0
84,108,146.0
69,88,241.0
76,96,203.0
89,72,190.0
32,28,175.0
65,132,144.0
78,75,52.0
68,92,173.0
32,56,124.0
67,92,80.0
79,132,92.0
85,88,183.0
76,104,92.0
68,76,115.0
32,63,166.0
77,76,158.0
73,72,127.0
83,56,114.0
83,80,160.0
32,40,82.0
84,80,92.0
72,87,60.0
69,76,115.0
32,44,70.0
82,115,92.0
69,108,196.0
77,80,158.0
65,75,64.0
73,68,147.0
78,76,168.0
68,96,241.0
69,140,108.0
82,104,176.0
32,88,157.0
79,79,64.0
70,68,118.0
32,68,82.0
84,82,80.0
72,88,72.0
69,64,159.0
32,36,52.0
83,128,187.0
69,180,156.0
65,140,136.0
83,92,364.0
79,92,175.0
78,68,182.0
190,108,208.0
32,32,2959.0
16,1548,1417.0
84,103,436.0
79,67,141.0
78,55,119.0
73,79,134.0
71,75,88.0
72,79,162.0
84,88,357.0
32,80,299.0
73,56,90.0
83,87,80.0
32,44,173.0
77,64,210.0
89,60,103.0
32,88,143.0
65,104,100.0
78,45,116.0
78,60,135.0
73,76,276.0
86,96,190.0
69,115,80.0
82,108,163.0
83,143,162.0
65,127,151.0
82,124,184.0
89,100,143.0
32,67,3146.0
16,237,125.0
84,99,312.0
72,104,116.0
69,68,92.0
89,100,133.0
32,60,143.0
65,108,124.0
82,104,92.0
69,87,92.0
32,76,96.0
83,127,135.0
84,98,97.0
73,52,151.0
76,56,122.0
76,72,124.0
32,96,273.0
66,64,97.0
85,48,389.0
82,88,274.0
78,88,141.0
73,72,153.0
78,56,124.0
71,48,571.0
191,124,543.0
8,80,1070.0
190,64,145.0
32,88,3528.0
16,284,188.0
73,56,408.0
32,68,143.0
87,70,56.0
73,52,147.0
76,60,129.0
76,76,126.0
