PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471953304047,1471953304472,16,425,315.0
1471953304362,1471953304446,66,84,270.0
1471953304632,1471953304738,79,106,238.0
1471953304870,1471953305037,84,167,78.0
1471953304948,1471953305087,72,139,194.0
1471953305142,1471953305321,32,179,746.0
1471953305888,1471953306016,76,128,63.0
1471953305951,1471953306137,69,186,121.0
1471953306072,1471953306270,65,198,583.0
1471953306655,1471953306781,68,126,194.0
1471953306849,1471953306943,73,94,206.0
1471953307055,1471953307208,78,153,193.0
1471953307248,1471953307459,71,211,432.0
1471953307680,1471953307805,8,125,742.0
1471953308422,1471953308696,71,274,125.0
1471953308547,1471953308707,32,160,755.0
1471953309302,1471953309452,67,150,88.0
1471953309390,1471953309533,65,143,150.0
1471953309540,1471953309702,78,162,230.0
1471953309770,1471953309931,68,161,224.0
1471953309994,1471953310115,73,121,989.0
1471953310983,1471953311162,68,179,169.0
1471953311152,1471953311319,65,167,1089.0
1471953312241,1471953312346,8,105,963.0
1471953313204,1471953313339,8,135,1090.0
1471953314294,1471953314427,68,133,98.0
1471953314392,1471953314591,65,199,694.0
1471953315086,1471953315241,84,155,117.0
1471953315203,1471953315325,69,122,213.0
1471953315416,1471953315651,83,235,221.0
1471953315637,1471953315827,32,190,404.0
1471953316041,1471953316171,72,130,65.0
1471953316106,1471953316271,65,165,211.0
1471953316317,1471953316517,86,200,179.0
1471953316496,1471953316700,69,204,211.0
1471953316707,1471953316862,32,155,559.0
1471953317266,1471953317420,80,154,146.0
1471953317412,1471953317561,82,149,171.0
1471953317583,1471953317715,79,132,281.0
1471953317864,1471953318012,77,148,178.0
1471953318042,1471953318179,73,137,126.0
1471953318168,1471953318308,83,140,237.0
1471953318405,1471953318535,69,130,247.0
1471953318652,1471953318807,68,155,192.0
1471953318844,1471953319008,32,164,404.0
1471953319248,1471953319399,84,151,158.0
1471953319406,1471953320004,79,598,600.0
1471953320006,1471953320009,32,3,17.0
1471953320023,1471953320122,67,99,218.0
1471953320241,1471953320475,82,234,146.0
1471953320387,1471953320591,69,204,137.0
1471953320524,1471953320697,65,173,163.0
1471953320687,1471953320854,84,167,121.0
1471953320808,1471953321006,69,198,316.0
1471953321124,1471953321271,32,147,402.0
1471953321526,1471953321664,74,138,170.0
1471953321696,1471953321839,79,143,364.0
1471953322060,1471953322184,66,124,288.0
1471953322348,1471953322514,83,166,494.0
1471953322842,1471953322983,190,141,3213.0
1471953326055,1471953326370,16,315,242.0
1471953326297,1471953326443,87,146,212.0
1471953326509,1471953326646,69,137,299.0
1471953326808,1471953326942,32,134,542.0
1471953327350,1471953327523,68,173,238.0
1471953327588,1471953327703,79,115,658.0
1471953328246,1471953328252,78,6,405.0
1471953328651,1471953328757,191,106,598.0
1471953329249,1471953329388,8,139,372.0
1471953329621,1471953329732,222,111,120.0
1471953329741,1471953329924,84,183,395.0
1471953330136,1471953330273,32,137,651.0
1471953330787,1471953330993,82,206,183.0
1471953330970,1471953331153,69,183,1176.0
1471953332146,1471953332309,67,163,179.0
1471953332325,1471953332418,79,93,262.0
1471953332587,1471953332649,77,62,170.0
1471953332757,1471953332845,77,88,586.0
1471953333343,1471953333444,69,101,644.0
1471953333987,1471953334191,78,204,130.0
1471953334117,1471953334353,68,236,179.0
1471953334296,1471953334490,32,194,516.0
1471953334812,1471953335413,16,601,349.0
1471953335161,1471953335260,77,99,528.0
1471953335689,1471953335843,67,154,317.0
1471953336006,1471953336172,32,166,254.0
1471953336260,1471953336433,16,173,304.0
1471953336564,1471953336711,8,147,264.0
1471953336828,1471953337097,16,269,87.0
1471953336915,1471953337076,78,161,431.0
1471953337346,1471953337524,65,178,371.0
1471953337717,1471953337844,73,127,238.0
1471953337955,1471953338175,82,220,186.0
1471953338141,1471953338323,32,182,653.0
1471953338794,1471953338947,84,153,131.0
1471953338925,1471953339084,72,159,109.0
1471953339034,1471953339198,73,164,134.0
1471953339168,1471953339348,83,180,246.0
1471953339414,1471953339571,32,157,395.0
1471953339809,1471953339914,87,105,200.0
1471953340009,1471953340102,69,93,152.0
1471953340161,1471953340281,69,120,483.0
1471953340644,1471953340779,75,135,118.0
1471953340762,1471953340891,32,129,714.0
1471953341476,1471953341658,65,182,136.0
1471953341612,1471953341872,83,260,208.0
1471953341820,1471953342121,32,301,308.0
1471953342128,1471953342387,65,259,280.0
1471953342408,1471953342626,32,218,638.0
1471953343046,1471953343216,82,170,153.0
1471953343199,1471953343353,69,154,241.0
1471953343440,1471953343783,83,343,784.0
1471953344224,1471953344287,85,63,228.0
1471953344452,1471953344554,76,102,320.0
1471953344772,1471953344900,84,128,1003.0
1471953345775,1471953345838,190,63,2709.0
1471953348484,1471953349334,16,850,698.0
1471953349182,1471953349298,73,116,889.0
1471953350071,1471953350163,222,92,1479.0
1471953351550,1471953351619,76,69,144.0
1471953351694,1471953351781,76,87,305.0
1471953351999,1471953352167,32,168,810.0
1471953352809,1471953352948,71,139,145.0
1471953352954,1471953353117,69,163,210.0
1471953353164,1471953353352,84,188,298.0
1471953353462,1471953353587,32,125,597.0
1471953354059,1471953354179,89,120,192.0
1471953354251,1471953354362,79,111,505.0
1471953354756,1471953354866,85,110,260.0
1471953355016,1471953355152,32,136,723.0
1471953355739,1471953355846,79,107,180.0
1471953355919,1471953356026,78,107,135.0
1471953356054,1471953356193,69,139,371.0
1471953356425,1471953356485,190,60,3064.0
1471953359489,1471953359802,16,313,223.0
1471953359712,1471953359835,79,123,110.0
1471953359822,1471953359921,80,99,550.0
1471953360372,1471953360451,80,79,503.0
1471953360875,1471953361008,79,133,99.0
1471953360974,1471953361141,83,167,984.0
1471953361958,1471953362056,73,98,217.0
1471953362175,1471953362304,84,129,105.0
1471953362280,1471953362411,73,131,91.0
1471953362371,1471953362490,79,119,228.0
1471953362599,1471953362727,78,128,134.0
1471953362733,1471953362865,32,132,791.0
1471953363524,1471953363646,76,122,46.0
1471953363570,1471953363832,69,262,182.0
1471953363752,1471953364003,65,251,646.0
1471953364398,1471953364522,68,124,222.0
1471953364620,1471953364766,69,146,521.0
1471953365141,1471953365260,82,119,285.0
1471953365426,1471953365598,83,172,355.0
1471953365781,1471953365889,32,108,314.0
1471953366095,1471953366223,72,128,55.0
1471953366150,1471953366303,65,153,215.0
1471953366365,1471953366526,86,161,151.0
1471953366516,1471953366724,69,208,215.0
1471953366731,1471953366879,32,148,1163.0
1471953367894,1471953368011,85,117,205.0
1471953368099,1471953368205,82,106,351.0
1471953368450,1471953368580,71,130,137.0
1471953368587,1471953368726,69,139,270.0
1471953368857,1471953369005,68,148,283.0
1471953369140,1471953369314,32,174,332.0
1471953369472,1471953369626,72,154,143.0
1471953369615,1471953369741,73,126,268.0
1471953369883,1471953370030,77,147,176.0
1471953370059,1471953370208,32,149,556.0
1471953370615,1471953370746,84,131,177.0
1471953370792,1471953370899,79,107,28.0
1471953370820,1471953370989,32,169,287.0
1471953371107,1471953371283,67,176,184.0
1471953371291,1471953371474,65,183,544.0
1471953371835,1471953371909,76,74,149.0
1471953371984,1471953372080,76,96,133.0
1471953372117,1471953372264,32,147,372.0
1471953372489,1471953372615,79,126,314.0
1471953372803,1471953372889,70,86,155.0
1471953372958,1471953373132,70,174,156.0
1471953373114,1471953373272,32,158,342.0
1471953373456,1471953373633,84,177,109.0
1471953373565,1471953373700,72,135,116.0
1471953373681,1471953373872,69,191,147.0
1471953373828,1471953373995,32,167,377.0
1471953374205,1471953374331,86,126,165.0
1471953374370,1471953374516,73,146,100.0
1471953374470,1471953374652,83,182,761.0
1471953375231,1471953375363,73,132,452.0
1471953375683,1471953375809,84,126,762.0
1471953376445,1471953376517,190,72,2672.0
1471953379117,1471953379386,16,269,229.0
1471953379346,1471953379493,73,147,277.0
1471953379623,1471953379817,70,194,170.0
1471953379793,1471953379980,32,187,350.0
1471953380143,1471953380273,83,130,73.0
1471953380216,1471953380359,79,143,144.0
1471953380360,1471953380519,32,159,678.0
1471953381038,1471953381192,72,154,118.0
1471953381156,1471953381352,69,196,153.0
1471953381309,1471953381462,32,153,728.0
1471953382037,1471953382182,80,145,179.0
1471953382216,1471953382350,82,134,150.0
1471953382366,1471953382487,79,121,333.0
1471953382699,1471953382947,66,248,769.0
1471953383468,1471953383563,66,95,353.0
1471953383821,1471953383987,8,166,117.0
1471953383938,1471953384116,65,178,126.0
1471953384064,1471953384243,66,179,283.0
1471953384347,1471953384485,76,138,933.0
1471953385280,1471953385394,89,114,120.0
1471953385400,1471953385547,32,147,363.0
1471953385763,1471953385878,87,115,138.0
1471953385901,1471953386010,73,109,239.0
1471953386140,1471953386196,76,56,133.0
1471953386273,1471953386341,76,68,97.0
1471953386370,1471953386501,32,131,341.0
1471953386711,1471953386827,72,116,69.0
1471953386780,1471953386921,65,141,195.0
1471953386975,1471953387144,86,169,144.0
1471953387119,1471953387308,69,189,225.0
1471953387344,1471953387483,32,139,451.0
1471953387795,1471953387951,84,156,118.0
1471953387913,1471953388047,79,134,120.0
1471953388033,1471953388194,32,161,150.0
1471953388183,1471953388345,80,162,115.0
1471953388298,1471953388438,65,140,411.0
1471953388709,1471953388825,89,116,123.0
1471953388832,1471953388976,32,144,658.0
1471953389490,1471953389633,66,143,104.0
1471953389594,1471953389779,65,185,237.0
1471953389831,1471953390020,67,189,269.0
1471953390100,1471953390234,75,134,2638.0
1471953392738,1471953392941,16,203,148.0
1471953392886,1471953393006,78,120,178.0
1471953393064,1471953393251,65,187,163.0
1471953393227,1471953393373,77,146,131.0
1471953393358,1471953393555,69,197,737.0
1471953394095,1471953394251,32,156,428.0
1471953394523,1471953394657,72,134,93.0
1471953394616,1471953394796,85,180,113.0
1471953394729,1471953394918,83,189,803.0
1471953395532,1471953395622,8,90,163.0
1471953395695,1471953395776,8,81,196.0
1471953395891,1471953395973,8,82,404.0
1471953396295,1471953396420,72,125,364.0
1471953396659,1471953396775,8,116,251.0
1471953396910,1471953397063,74,153,215.0
1471953397125,1471953397278,85,153,90.0
1471953397215,1471953397354,83,139,302.0
1471953397517,1471953397751,84,234,230.0
1471953397747,1471953397903,32,156,638.0
1471953398385,1471953398508,79,123,162.0
1471953398547,1471953398718,78,171,117.0
1471953398664,1471953398954,69,290,154.0
1471953398818,1471953399044,32,226,581.0
1471953399399,1471953399591,80,192,193.0
1471953399592,1471953399671,69,79,179.0
1471953399771,1471953399920,82,149,300.0
1471953400071,1471953400279,83,208,252.0
1471953400323,1471953400460,79,137,94.0
1471953400417,1471953400532,80,115,216.0
1471953400633,1471953400765,78,132,171.0
1471953400804,1471953400959,32,155,469.0
1471953401273,1471953401359,8,86,154.0
1471953401427,1471953401497,8,70,151.0
1471953401578,1471953401662,8,84,568.0
1471953402146,1471953402280,78,134,172.0
1471953402318,1471953402484,32,166,804.0
1471953403122,1471953403252,70,130,95.0
1471953403217,1471953403382,79,165,135.0
1471953403352,1471953403565,82,213,198.0
1471953403550,1471953403763,32,213,381.0
1471953403931,1471953404108,69,177,271.0
1471953404202,1471953404382,65,180,196.0
1471953404398,1471953404544,67,146,290.0
1471953404688,1471953404882,72,194,133.0
1471953404821,1471953404999,32,178,824.0
