PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1472004222656,1472004222849,16,193,149.0
1472004222805,1472004222913,66,108,264.0
1472004223069,1472004223288,69,219,235.0
1472004223304,1472004223366,76,62,140.0
1472004223444,1472004223509,76,65,395.0
1472004223839,1472004223907,8,68,474.0
1472004224313,1472004224374,80,61,77.0
1472004224390,1472004224504,87,114,572.0
1472004224962,1472004225047,8,85,148.0
1472004225110,1472004225206,8,96,346.0
1472004225456,1472004225515,79,59,90.0
1472004225546,1472004225640,87,94,157.0
1472004225703,1472004225874,32,171,186.0
1472004225889,1472004225973,79,84,131.0
1472004226020,1472004226128,83,108,155.0
1472004226175,1472004226320,32,145,630.0
1472004226805,1472004226864,84,59,184.0
1472004226989,1472004227081,72,92,108.0
1472004227097,1472004227211,69,114,146.0
1472004227243,1472004227402,32,159,577.0
1472004227820,1472004227906,8,86,133.0
1472004227953,1472004228051,8,98,145.0
1472004228098,1472004228180,8,82,129.0
1472004228227,1472004228308,8,81,127.0
1472004228354,1472004228414,8,60,123.0
1472004228477,1472004228535,8,58,112.0
1472004228589,1472004228684,8,95,518.0
1472004229107,1472004229190,73,83,192.0
1472004229299,1472004229427,83,128,175.0
1472004229474,1472004229618,32,144,128.0
1472004229602,1472004229681,84,79,157.0
1472004229759,1472004229831,72,72,87.0
1472004229846,1472004229954,69,108,124.0
1472004229970,1472004230124,32,154,343.0
1472004230313,1472004230390,73,77,157.0
1472004230470,1472004230563,78,93,563.0
1472004231033,1472004231160,84,127,221.0
1472004231254,1472004231393,69,139,499.0
1472004231753,1472004231846,78,93,108.0
1472004231861,1472004231956,68,95,173.0
1472004232034,1472004232130,69,96,206.0
1472004232240,1472004232370,68,130,319.0
1472004232559,1472004232641,83,82,572.0
1472004233131,1472004233229,8,98,192.0
1472004233323,1472004233453,32,130,633.0
1472004233956,1472004234070,86,114,224.0
1472004234180,1472004234279,69,99,162.0
1472004234342,1472004234423,82,81,237.0
1472004234579,1472004234689,83,110,189.0
1472004234768,1472004234897,73,129,94.0
1472004234862,1472004234956,79,94,203.0
1472004235065,1472004235161,78,96,222.0
1472004235287,1472004235396,83,109,343.0
1472004235630,1472004235729,8,99,474.0
1472004236104,1472004236181,190,77,4861.0
1472004240965,1472004241220,16,255,191.0
1472004241156,1472004241286,84,130,240.0
1472004241396,1472004241472,72,76,61.0
1472004241457,1472004241618,69,161,207.0
1472004241664,1472004241807,32,143,502.0
1472004242166,1472004242345,82,179,97.0
1472004242263,1472004242392,69,129,410.0
1472004242673,1472004242771,8,98,270.0
1472004242943,1472004243038,8,95,204.0
1472004243147,1472004243236,69,89,401.0
1472004243548,1472004243645,83,97,175.0
1472004243723,1472004243821,69,98,176.0
1472004243899,1472004243996,82,97,597.0
1472004244496,1472004244579,86,83,67.0
1472004244563,1472004244661,69,98,207.0
1472004244770,1472004244924,32,154,450.0
1472004245220,1472004245297,8,77,155.0
1472004245375,1472004245456,8,81,159.0
1472004245534,1472004245612,8,78,312.0
1472004245846,1472004245928,8,82,896.0
1472004246742,1472004246822,86,80,329.0
1472004247071,1472004247169,8,98,145.0
1472004247216,1472004247343,82,127,549.0
1472004247765,1472004247845,86,80,96.0
1472004247861,1472004247970,69,109,124.0
1472004247985,1472004248108,32,123,216.0
1472004248201,1472004248294,87,93,423.0
1472004248624,1472004248706,73,82,129.0
1472004248753,1472004248875,68,122,246.0
1472004248999,1472004249095,82,96,408.0
1472004249407,1472004249489,8,82,113.0
1472004249520,1472004249627,69,107,481.0
1472004250001,1472004250095,79,94,173.0
1472004250174,1472004250255,85,81,191.0
1472004250365,1472004250430,84,65,143.0
1472004250508,1472004250619,32,111,833.0
1472004251341,1472004251382,73,41,362.0
1472004251703,1472004251795,8,92,544.0
1472004252247,1472004252314,73,67,83.0
1472004252330,1472004252474,83,144,144.0
1472004252474,1472004252602,32,128,206.0
1472004252680,1472004252776,68,96,112.0
1472004252792,1472004252903,65,111,571.0
1472004253363,1472004253429,89,66,668.0
1472004254031,1472004254097,189,66,831.0
1472004254862,1472004254961,8,99,504.0
1472004255366,1472004255444,84,78,140.0
1472004255506,1472004255572,79,66,129.0
1472004255635,1472004255742,32,107,326.0
1472004255961,1472004256044,8,83,458.0
1472004256419,1472004256495,189,76,76.0
1472004256495,1472004256594,68,99,114.0
1472004256609,1472004256727,65,118,555.0
1472004257164,1472004257213,89,49,502.0
1472004257666,1472004257745,190,79,2703.0
1472004260369,1472004260794,16,425,331.0
1472004260700,1472004260809,84,109,312.0
1472004261012,1472004261079,72,67,114.0
1472004261126,1472004261237,69,111,376.0
1472004261502,1472004261578,8,76,610.0
1472004262112,1472004262241,69,129,191.0
1472004262303,1472004262410,32,107,358.0
1472004262661,1472004262791,68,130,192.0
1472004262853,1472004262912,73,59,231.0
1472004263084,1472004263167,82,83,161.0
1472004263245,1472004263329,69,84,255.0
1472004263500,1472004263624,67,124,233.0
1472004263733,1472004263812,84,79,141.0
1472004263874,1472004263938,79,64,533.0
1472004264407,1472004264519,8,112,957.0
1472004265364,1472004265428,79,64,111.0
