PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471950064197,1471950064310,87,113,528.0
1471950064725,1471950064787,8,62,34.0
1471950064759,1471950065097,16,338,515.0
1471950065274,1471950065403,87,129,208.0
1471950065482,1471950065584,69,102,1162.0
1471950066644,1471950066755,8,111,192.0
1471950066836,1471950066908,8,72,102.0
1471950066938,1471950067380,16,442,237.0
1471950067175,1471950067288,87,113,385.0
1471950067560,1471950067689,69,129,504.0
1471950068064,1471950068264,32,200,171.0
1471950068235,1471950068361,77,126,216.0
1471950068451,1471950068554,85,103,141.0
1471950068592,1471950068664,83,72,204.0
1471950068796,1471950068976,84,180,310.0
1471950069106,1471950069243,32,137,280.0
1471950069386,1471950069555,66,169,230.0
1471950069616,1471950069739,69,123,281.0
1471950069897,1471950069994,32,97,308.0
1471950070205,1471950070354,67,149,165.0
1471950070370,1471950070538,79,168,157.0
1471950070527,1471950070658,78,131,176.0
1471950070703,1471950070823,83,120,1434.0
1471950072137,1471950072256,73,119,328.0
1471950072465,1471950072545,83,80,382.0
1471950072847,1471950072944,84,97,102.0
1471950072949,1471950073058,69,109,173.0
1471950073122,1471950073256,78,134,161.0
1471950073283,1471950073443,84,160,392.0
1471950073675,1471950073749,190,74,4192.0
1471950077867,1471950078251,16,384,291.0
1471950078158,1471950078279,87,121,234.0
1471950078392,1471950078495,69,103,309.0
1471950078701,1471950078806,32,105,189.0
1471950078890,1471950078993,65,103,465.0
1471950079355,1471950079498,82,143,173.0
1471950079528,1471950079614,69,86,181.0
1471950079709,1471950079823,32,114,176.0
1471950079885,1471950080013,71,128,277.0
1471950080162,1471950080374,79,212,126.0
1471950080288,1471950080400,73,112,216.0
1471950080504,1471950080635,78,131,147.0
1471950080651,1471950080745,70,94,430.0
1471950081081,1471950081210,32,129,366.0
1471950081447,1471950081564,84,117,173.0
1471950081620,1471950081737,79,117,216.0
1471950081836,1471950081933,32,97,170.0
1471950082006,1471950082057,83,51,133.0
1471950082139,1471950082238,69,99,203.0
1471950082342,1471950082448,78,106,130.0
1471950082472,1471950082624,68,152,1205.0
1471950083677,1471950083765,8,88,161.0
1471950083838,1471950083916,8,78,148.0
1471950083986,1471950084051,8,65,149.0
1471950084135,1471950084198,8,63,144.0
1471950084279,1471950084339,8,60,144.0
1471950084423,1471950084500,8,77,164.0
1471950084587,1471950084649,8,62,163.0
1471950084750,1471950084827,8,77,164.0
1471950084914,1471950085000,8,86,756.0
1471950085670,1471950085747,71,77,127.0
1471950085797,1471950085911,32,114,136.0
1471950085933,1471950086071,84,138,153.0
1471950086086,1471950086204,79,118,273.0
1471950086359,1471950086464,32,105,195.0
1471950086554,1471950086645,83,91,173.0
1471950086727,1471950086832,69,105,266.0
1471950086993,1471950087084,78,91,141.0
1471950087134,1471950087254,68,120,519.0
1471950087653,1471950087796,32,143,258.0
1471950087911,1471950088000,83,89,153.0
1471950088064,1471950088187,79,123,192.0
1471950088256,1471950088368,77,112,125.0
1471950088381,1471950088469,69,88,150.0
1471950088531,1471950088639,32,108,394.0
1471950088925,1471950089085,77,160,167.0
1471950089092,1471950089272,79,180,134.0
1471950089226,1471950089370,78,144,159.0
1471950089385,1471950089491,69,106,241.0
1471950089626,1471950089789,89,163,538.0
1471950090164,1471950090285,32,121,261.0
1471950090425,1471950090542,84,117,159.0
1471950090584,1471950090701,79,117,226.0
1471950090810,1471950090919,32,109,751.0
1471950091561,1471950091687,65,126,375.0
1471950091936,1471950092082,32,146,493.0
1471950092429,1471950092543,70,114,249.0
1471950092678,1471950092832,85,154,179.0
1471950092857,1471950092974,78,117,82.0
