PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471952483308,1471952483534,16,226,152.0
1471952483460,1471952483543,73,83,314.0
1471952483774,1471952483838,222,64,310.0
1471952484084,1471952484145,77,61,159.0
1471952484243,1471952484319,32,76,303.0
1471952484546,1471952484597,79,51,171.0
1471952484717,1471952484778,80,61,388.0
1471952485105,1471952485196,84,91,1082.0
1471952486187,1471952486255,73,68,217.0
1471952486404,1471952486475,77,71,214.0
1471952486618,1471952486679,73,61,196.0
1471952486814,1471952486891,83,77,344.0
1471952487158,1471952487225,84,67,215.0
1471952487373,1471952487437,73,64,314.0
1471952487687,1471952487756,67,69,1062.0
1471952488749,1471952488796,188,47,180.0
1471952488929,1471952488999,32,70,364.0
1471952489293,1471952489349,89,56,197.0
1471952489490,1471952489560,69,70,237.0
1471952489727,1471952489808,83,81,578.0
1471952490305,1471952490369,188,64,228.0
1471952490533,1471952490603,32,70,726.0
1471952491259,1471952491332,66,73,202.0
1471952491461,1471952491533,85,72,176.0
1471952491637,1471952491705,84,68,147.0
1471952491784,1471952491852,32,68,536.0
1471952492320,1471952492403,67,83,185.0
1471952492505,1471952492564,79,59,214.0
1471952492719,1471952492796,78,77,1320.0
1471952494039,1471952494108,70,69,175.0
1471952494214,1471952494266,73,52,294.0
1471952494508,1471952494572,68,64,230.0
1471952494738,1471952494813,69,75,147.0
1471952494885,1471952494960,78,75,205.0
1471952495090,1471952495165,84,75,1290.0
1471952496380,1471952496451,188,71,190.0
1471952496570,1471952496639,32,69,189.0
1471952496759,1471952496812,78,53,251.0
1471952497010,1471952497066,79,56,348.0
1471952497358,1471952497421,190,63,4154.0
1471952501512,1471952501778,16,266,175.0
1471952501687,1471952501768,84,81,252.0
1471952501939,1471952501991,72,52,318.0
1471952502257,1471952502327,69,70,120.0
1471952502377,1471952502452,32,75,319.0
1471952502696,1471952502757,66,61,262.0
1471952502958,1471952503011,85,53,221.0
1471952503179,1471952503260,83,81,345.0
1471952503524,1471952503586,69,62,208.0
1471952503732,1471952503814,83,82,717.0
1471952504449,1471952504520,32,71,250.0
1471952504699,1471952504766,87,67,178.0
1471952504877,1471952504923,73,46,215.0
1471952505092,1471952505151,76,59,135.0
1471952505227,1471952505309,76,82,238.0
1471952505465,1471952505534,32,69,217.0
1471952505682,1471952505730,66,48,133.0
1471952505815,1471952505904,69,89,119.0
1471952505934,1471952505982,32,48,382.0
1471952506316,1471952506376,73,60,289.0
1471952506605,1471952506664,68,59,225.0
1471952506830,1471952506898,69,68,150.0
1471952506980,1471952507047,78,67,199.0
1471952507179,1471952507232,84,53,175.0
1471952507354,1471952507405,73,51,250.0
1471952507604,1471952507675,70,71,164.0
1471952507768,1471952507816,73,48,186.0
1471952507954,1471952508017,69,63,241.0
1471952508195,1471952508264,68,69,261.0
1471952508456,1471952508530,32,74,712.0
1471952509168,1471952509245,66,77,366.0
1471952509534,1471952509595,89,61,149.0
1471952509683,1471952509764,32,81,188.0
1471952509871,1471952509932,84,61,130.0
1471952510001,1471952510040,72,39,1227.0
1471952511228,1471952511308,69,80,208.0
1471952511436,1471952511489,73,53,156.0
1471952511592,1471952511655,82,63,171.0
1471952511763,1471952511828,32,65,332.0
1471952512095,1471952512152,67,57,184.0
1471952512279,1471952512344,73,65,209.0
1471952512488,1471952512548,84,60,148.0
1471952512636,1471952512672,73,36,191.0
1471952512827,1471952512894,69,67,304.0
1471952513131,1471952513190,83,59,392.0
1471952513523,1471952513609,32,86,844.0
1471952514367,1471952514431,79,64,245.0
1471952514612,1471952514679,70,67,139.0
1471952514751,1471952514800,32,49,340.0
1471952515091,1471952515131,79,40,224.0
1471952515315,1471952515381,82,66,194.0
1471952515509,1471952515560,73,51,270.0
