PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471948722864,1471948723217,16,353,265.0
1471948723129,1471948723358,76,229,244.0
1471948723373,1471948723560,87,187,281.0
1471948723654,1471948723780,82,126,204.0
1471948723858,1471948724030,32,172,875.0
1471948724733,1471948724831,8,98,176.0
1471948724909,1471948725031,8,122,387.0
1471948725296,1471948725430,84,134,243.0
1471948725539,1471948725648,32,109,831.0
1471948726370,1471948726483,77,113,128.0
1471948726498,1471948726672,69,174,133.0
1471948726631,1471948726718,32,87,165.0
1471948726796,1471948726883,75,87,136.0
1471948726932,1471948727017,78,85,163.0
1471948727095,1471948727224,79,129,176.0
1471948727271,1471948727432,87,161,176.0
1471948727447,1471948727519,32,72,212.0
1471948727659,1471948727797,73,138,169.0
1471948727828,1471948727964,70,136,136.0
1471948727964,1471948728052,32,88,228.0
1471948728192,1471948728469,16,277,203.0
1471948728395,1471948728531,73,136,292.0
1471948728687,1471948728800,32,113,97.0
1471948728784,1471948728925,67,141,99.0
1471948728883,1471948729071,65,188,146.0
1471948729029,1471948729117,78,88,262.0
1471948729291,1471948729353,32,62,280.0
1471948729571,1471948729786,16,215,156.0
1471948729727,1471948729870,72,143,106.0
1471948729833,1471948729981,69,148,226.0
1471948730059,1471948730150,76,91,232.0
1471948730291,1471948730398,80,107,341.0
1471948730632,1471948730719,190,87,2756.0
1471948733388,1471948733668,16,280,203.0
1471948733591,1471948733731,84,140,202.0
1471948733793,1471948733920,72,127,90.0
1471948733883,1471948733983,69,100,193.0
1471948734076,1471948734220,83,144,107.0
1471948734183,1471948734316,69,133,180.0
1471948734363,1471948734451,32,88,338.0
1471948734701,1471948734783,70,82,129.0
1471948734830,1471948734995,65,165,730.0
1471948735560,1471948735697,67,137,481.0
1471948736041,1471948736157,84,116,148.0
1471948736189,1471948736331,79,142,407.0
1471948736596,1471948736746,82,150,181.0
1471948736777,1471948736914,73,137,811.0
1471948737588,1471948737746,8,158,533.0
1471948738121,1471948738216,82,95,599.0
1471948738720,1471948738847,8,127,159.0
1471948738879,1471948739013,83,134,260.0
1471948739139,1471948739202,32,63,1379.0
1471948740518,1471948740679,68,161,161.0
1471948740679,1471948740860,73,181,1027.0
1471948741706,1471948741847,67,141,297.0
1471948742003,1471948742150,65,147,575.0
1471948742578,1471948742729,82,151,245.0
1471948742823,1471948742949,65,126,189.0
1471948743012,1471948743131,84,119,150.0
1471948743162,1471948743266,69,104,151.0
1471948743313,1471948743432,32,119,168.0
1471948743481,1471948743598,67,117,148.0
1471948743629,1471948743786,76,157,103.0
1471948743732,1471948743867,69,135,181.0
1471948743913,1471948744032,65,119,212.0
1471948744125,1471948744248,84,123,218.0
1471948744343,1471948744434,32,91,216.0
1471948744559,1471948744683,76,124,187.0
1471948744746,1471948744818,73,72,1139.0
1471948745885,1471948745983,77,98,160.0
1471948746045,1471948746197,73,152,119.0
1471948746164,1471948746283,84,119,260.0
1471948746424,1471948746595,83,171,186.0
1471948746610,1471948746716,32,106,184.0
1471948746794,1471948746884,84,90,90.0
1471948746884,1471948746982,79,98,254.0
1471948747138,1471948747218,32,80,95.0
1471948747233,1471948747349,84,116,116.0
1471948747349,1471948747467,72,118,134.0
1471948747483,1471948747582,69,99,193.0
1471948747676,1471948747784,32,108,404.0
1471948748080,1471948748182,67,102,102.0
1471948748182,1471948748267,79,85,194.0
1471948748376,1471948748502,78,126,60.0
1471948748436,1471948748595,67,159,144.0
1471948748580,1471948748729,69,149,133.0
1471948748713,1471948748847,80,134,134.0
1471948748847,1471948748965,84,118,152.0
1471948748999,1471948749101,32,102,196.0
1471948749195,1471948749330,79,135,120.0
1471948749315,1471948749462,70,147,194.0
1471948749509,1471948749631,32,122,200.0
1471948749709,1471948749898,83,189,174.0
1471948749883,1471948749998,65,115,193.0
1471948750076,1471948750183,71,107,187.0
1471948750263,1471948750396,69,133,165.0
1471948750428,1471948750501,32,73,198.0
1471948750626,1471948750748,65,122,184.0
1471948750810,1471948750980,82,170,105.0
1471948750915,1471948751039,69,124,233.0
1471948751148,1471948751386,65,238,196.0
1471948751344,1471948751480,83,136,2472.0
1471948753816,1471948754102,16,286,234.0
1471948754050,1471948754195,73,145,317.0
1471948754367,1471948754467,32,100,116.0
1471948754483,1471948754653,87,170,131.0
1471948754614,1471948754715,79,101,948.0
1471948755562,1471948755673,85,111,471.0
1471948756033,1471948756132,76,99,99.0
1471948756132,1471948756280,68,148,133.0
1471948756265,1471948756367,32,102,211.0
1471948756476,1471948756551,78,75,185.0
1471948756661,1471948756781,79,120,104.0
1471948756765,1471948756884,84,119,213.0
1471948756978,1471948757067,32,89,276.0
1471948757254,1471948757468,83,214,142.0
1471948757396,1471948757561,65,165,337.0
1471948757733,1471948757817,89,84,240.0
1471948757973,1471948758067,32,94,204.0
1471948758177,1471948758465,16,288,187.0
1471948758364,1471948758559,73,195,397.0
1471948758761,1471948758835,32,74,183.0
1471948758944,1471948759064,72,120,105.0
1471948759049,1471948759180,65,131,225.0
1471948759274,1471948759382,86,108,171.0
1471948759445,1471948759595,69,150,213.0
1471948759658,1471948759733,32,75,502.0
1471948760160,1471948760266,71,106,623.0
1471948760783,1471948760898,85,115,115.0
1471948760898,1471948760999,82,101,163.0
1471948761061,1471948761197,65,136,183.0
1471948761244,1471948761365,78,121,4072.0
1471948765316,1471948765449,84,133,297.0
1471948765613,1471948765716,69,103,196.0
1471948765809,1471948765915,69,106,186.0
1471948765995,1471948766130,68,135,182.0
1471948766177,1471948766268,32,91,231.0
1471948766408,1471948766515,77,107,216.0
1471948766624,1471948766747,85,123,939.0
1471948767563,1471948767665,8,102,321.0
1471948767884,1471948767967,89,83,255.0
1471948768139,1471948768250,32,111,158.0
1471948768297,1471948768430,70,133,133.0
1471948768430,1471948768532,73,102,227.0
1471948768657,1471948768750,78,93,108.0
1471948768765,1471948768914,65,149,134.0
1471948768899,1471948769000,76,101,210.0
1471948769109,1471948769200,32,91,216.0
1471948769325,1471948769416,80,91,60.0
1471948769385,1471948769503,76,118,82.0
1471948769467,1471948769612,65,145,177.0
1471948769644,1471948769764,67,120,153.0
1471948769797,1471948769945,69,148,2250.0
1471948772047,1471948772484,16,437,378.0
1471948772425,1471948772594,78,169,247.0
1471948772672,1471948772867,69,195,159.0
1471948772831,1471948773010,87,179,288.0
1471948773119,1471948773232,76,113,253.0
1471948773372,1471948773491,89,119,1049.0
1471948774421,1471948774548,189,127,143.0
1471948774564,1471948774728,83,164,164.0
1471948774728,1471948774848,73,120,151.0
1471948774879,1471948775013,71,134,149.0
1471948775028,1471948775148,78,120,152.0
1471948775180,1471948775313,69,133,226.0
1471948775406,1471948775562,68,156,156.0
1471948775562,1471948775665,32,103,306.0
1471948775868,1471948776347,16,479,363.0
1471948776231,1471948776363,84,132,304.0
1471948776535,1471948776632,79,97,223.0
1471948776758,1471948776850,78,92,201.0
1471948776959,1471948777080,89,121,324.0
1471948777283,1471948777391,32,108,405.0
1471948777688,1471948777899,16,211,124.0
1471948777812,1471948777962,83,150,212.0
1471948778024,1471948778116,73,92,219.0
1471948778243,1471948778317,77,74,137.0
1471948778380,1471948778466,77,86,164.0
1471948778544,1471948778648,79,104,214.0
1471948778758,1471948778864,78,106,168.0
1471948778926,1471948779094,83,168,1173.0
1471948780099,1471948780231,8,132,444.0
1471948780543,1471948780679,83,136,167.0
1471948780710,1471948780768,32,58,679.0
1471948781389,1471948781483,77,94,156.0
1471948781545,1471948781664,73,119,119.0
1471948781664,1471948781765,71,101,116.0
1471948781780,1471948781898,72,118,165.0
1471948781945,1471948782096,84,151,353.0
1471948782298,1471948782414,32,116,179.0
1471948782477,1471948782644,87,167,151.0
1471948782628,1471948782779,79,151,338.0
1471948782966,1471948783111,68,145,633.0
1471948783599,1471948783700,76,101,476.0
1471948784075,1471948784181,8,106,184.0
1471948784259,1471948784396,8,137,608.0
1471948784867,1471948785013,82,146,442.0
1471948785309,1471948785384,75,75,246.0
1471948785555,1471948785667,32,112,96.0
1471948785651,1471948785834,65,183,113.0
1471948785764,1471948785928,83,164,180.0
1471948785944,1471948786048,32,104,151.0
1471948786095,1471948786229,84,134,118.0
1471948786213,1471948786315,72,102,133.0
1471948786346,1471948786463,69,117,181.0
1471948786527,1471948786615,32,88,369.0
1471948786896,1471948787014,84,118,118.0
1471948787014,1471948787114,72,100,163.0
1471948787177,1471948787320,73,143,104.0
1471948787281,1471948787399,82,118,305.0
1471948787586,1471948787745,68,159,268.0
1471948787854,1471948787981,32,127,205.0
1471948788059,1471948788229,82,170,137.0
1471948788196,1471948788345,69,149,289.0
1471948788485,1471948788613,67,128,316.0
1471948788801,1471948788913,86,112,784.0
1471948789585,1471948789745,8,160,788.0
1471948790373,1471948790499,69,126,126.0
1471948790499,1471948790631,73,132,163.0
1471948790662,1471948790765,86,103,181.0
1471948790843,1471948791017,69,174,142.0
1471948790985,1471948791098,82,113,2409.0
1471948793394,1471948793845,16,451,296.0
1471948793690,1471948793829,69,139,233.0
1471948793923,1471948794050,83,127,173.0
1471948794096,1471948794221,84,125,234.0
1471948794330,1471948794494,65,164,1340.0
1471948795670,1471948795781,82,111,237.0
1471948795907,1471948796086,68,179,127.0
1471948796034,1471948796211,65,177,255.0
1471948796289,1471948796429,32,140,283.0
1471948796572,1471948796728,82,156,156.0
1471948796728,1471948796846,69,118,213.0
1471948796941,1471948797063,67,122,138.0
1471948797079,1471948797244,69,165,165.0
1471948797244,1471948797380,78,136,136.0
1471948797380,1471948797512,84,132,166.0
1471948797546,1471948797711,76,165,276.0
1471948797822,1471948797947,85,125,343.0
1471948798165,1471948798266,32,101,210.0
1471948798375,1471948798482,82,107,75.0
1471948798450,1471948798580,69,130,239.0
1471948798689,1471948798814,84,125,156.0
1471948798845,1471948798975,85,130,87.0
1471948798932,1471948799081,82,149,195.0
1471948799127,1471948799247,78,120,120.0
1471948799247,1471948799395,69,148,210.0
1471948799457,1471948799612,68,155,170.0
1471948799627,1471948799732,32,105,152.0
1471948799779,1471948799969,70,190,118.0
1471948799897,1471948800068,82,171,134.0
1471948800031,1471948800178,79,147,257.0
1471948800288,1471948800384,77,96,238.0
1471948800526,1471948800617,32,91,247.0
1471948800773,1471948801534,16,761,688.0
1471948801461,1471948801627,74,166,307.0
1471948801768,1471948801865,79,97,190.0
1471948801958,1471948802065,72,107,107.0
1471948802065,1471948802252,65,187,131.0
1471948802196,1471948802300,78,104,387.0
1471948802583,1471948802713,83,130,255.0
1471948802838,1471948802965,66,127,111.0
1471948802949,1471948803136,69,187,145.0
1471948803094,1471948803214,82,120,307.0
1471948803401,1471948803545,71,144,4060.0
1471948807461,1471948807769,16,308,250.0
1471948807711,1471948807925,78,214,229.0
1471948807940,1471948808079,69,139,311.0
1471948808251,1471948808395,88,144,253.0
1471948808504,1471948808647,84,143,189.0
1471948808693,1471948808814,32,121,121.0
1471948808814,1471948808930,84,116,147.0
1471948808961,1471948809049,79,88,260.0
1471948809221,1471948809332,77,111,111.0
1471948809332,1471948809480,69,148,554.0
1471948809886,1471948809983,8,97,206.0
1471948810092,1471948810187,8,95,142.0
1471948810234,1471948810363,8,129,473.0
1471948810707,1471948810787,73,80,206.0
1471948810913,1471948811015,77,102,86.0
1471948810999,1471948811131,69,132,178.0
1471948811177,1471948811283,32,106,122.0
1471948811299,1471948811518,65,219,163.0
1471948811462,1471948811612,83,150,919.0
1471948812381,1471948812481,75,100,303.0
1471948812684,1471948812781,32,97,206.0
1471948812890,1471948813168,16,278,234.0
1471948813124,1471948813246,74,122,200.0
1471948813324,1471948813452,73,128,237.0
1471948813561,1471948813649,77,88,213.0
1471948813774,1471948813881,32,107,153.0
1471948813927,1471948814109,84,182,166.0
1471948814093,1471948814214,79,121,277.0
1471948814370,1471948814481,32,111,96.0
1471948814466,1471948814659,67,193,193.0
1471948814659,1471948814812,65,153,137.0
1471948814796,1471948814882,76,86,180.0
1471948814976,1471948815050,76,74,183.0
1471948815159,1471948815255,32,96,221.0
1471948815380,1471948815481,77,101,117.0
1471948815497,1471948815629,69,132,792.0
1471948816289,1471948816353,190,64,2744.0
1471948819033,1471948819401,16,368,312.0
1471948819345,1471948819479,79,134,259.0
1471948819604,1471948819700,75,96,220.0
1471948819824,1471948819917,32,93,140.0
1471948819964,1471948820112,84,148,133.0
1471948820097,1471948820197,79,100,241.0
1471948820338,1471948820432,32,94,156.0
1471948820494,1471948820629,77,135,183.0
1471948820677,1471948820857,65,180,147.0
1471948820824,1471948820918,76,94,39.0
1471948820863,1471948820898,75,35,2689.0
1471948823552,1471948823679,8,127,470.0
1471948824022,1471948824178,8,156,499.0
1471948824521,1471948824631,75,110,141.0
1471948824662,1471948824795,69,133,382.0
1471948825044,1471948825148,32,104,135.0
1471948825179,1471948825335,67,156,117.0
1471948825296,1471948825400,72,104,135.0
1471948825431,1471948825585,65,154,115.0
1471948825546,1471948825679,78,133,133.0
1471948825679,1471948825859,71,180,180.0
1471948825859,1471948825964,69,105,183.0
1471948826042,1471948826215,83,173,137.0
1471948826179,1471948826298,188,119,267.0
1471948826446,1471948826532,32,86,102.0
1471948826548,1471948826681,67,133,133.0
1471948826681,1471948826766,72,85,101.0
1471948826782,1471948826897,65,115,162.0
1471948826944,1471948827051,78,107,72.0
1471948827016,1471948827146,71,130,208.0
1471948827224,1471948827335,69,111,127.0
1471948827351,1471948827433,32,82,285.0
1471948827636,1471948827826,79,190,175.0
1471948827811,1471948827946,85,135,150.0
1471948827961,1471948828111,84,150,229.0
1471948828190,1471948828299,32,109,595.0
1471948828785,1471948828896,79,111,96.0
1471948828881,1471948829012,82,131,146.0
1471948829027,1471948829131,73,104,353.0
1471948829380,1471948829528,70,148,132.0
1471948829512,1471948829599,73,87,181.0
1471948829693,1471948829782,78,89,120.0
1471948829813,1471948829947,65,134,383.0
1471948830196,1471948830298,8,102,196.0
1471948830392,1471948830482,8,90,168.0
1471948830560,1471948830648,8,88,150.0
1471948830710,1471948830830,8,120,1090.0
1471948831800,1471948831961,71,161,161.0
1471948831961,1471948832049,73,88,181.0
1471948832142,1471948832231,78,89,89.0
1471948832231,1471948832381,65,150,478.0
1471948832709,1471948832798,76,89,247.0
1471948832956,1471948833034,190,78,2511.0
1471948835467,1471948835832,16,365,265.0
1471948835732,1471948835879,84,147,241.0
1471948835973,1471948836096,72,123,107.0
1471948836080,1471948836228,69,148,163.0
1471948836243,1471948836316,78,73,198.0
1471948836441,1471948836563,32,122,122.0
1471948836563,1471948836768,87,205,163.0
1471948836726,1471948836862,69,136,167.0
1471948836893,1471948836982,32,89,214.0
1471948837107,1471948837249,76,142,204.0
1471948837311,1471948837445,73,134,119.0
1471948837430,1471948837582,84,152,246.0
1471948837676,1471948837780,32,104,213.0
1471948837889,1471948838039,79,150,213.0
1471948838102,1471948838213,85,111,785.0
1471948838887,1471948839029,82,142,753.0
1471948839640,1471948839767,32,127,160.0
1471948839800,1471948839929,67,129,129.0
1471948839929,1471948840082,65,153,86.0
1471948840015,1471948840115,78,100,146.0
1471948840161,1471948840311,68,150,166.0
1471948840327,1471948840462,76,135,150.0
1471948840477,1471948840611,69,134,228.0
1471948840705,1471948840845,83,140,140.0
1471948840845,1471948840932,32,87,181.0
1471948841026,1471948841161,65,135,120.0
1471948841146,1471948841265,78,119,166.0
1471948841312,1471948841446,68,134,165.0
1471948841477,1471948841565,32,88,833.0
1471948842310,1471948842398,74,88,182.0
1471948842492,1471948842617,85,125,59.0
1471948842551,1471948842680,83,129,160.0
1471948842711,1471948842845,84,134,212.0
1471948842923,1471948843015,32,92,248.0
1471948843171,1471948843329,83,158,220.0
1471948843391,1471948843513,84,122,262.0
1471948843653,1471948843748,79,95,191.0
1471948843844,1471948843963,79,119,322.0
1471948844166,1471948844295,68,129,819.0
1471948844985,1471948845066,32,81,315.0
1471948845300,1471948845414,84,114,114.0
1471948845414,1471948845562,72,148,133.0
1471948845547,1471948845663,69,116,695.0
1471948846242,1471948846393,82,151,135.0
1471948846377,1471948846526,69,149,293.0
1471948846670,1471948846748,32,78,203.0
1471948846873,1471948846953,83,80,470.0
1471948847343,1471948847447,73,104,245.0
