PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471951241400,1471951241601,16,201,121.0
1471951241521,1471951241651,72,130,133.0
1471951241654,1471951241779,73,125,87.0
1471951241741,1471951241863,83,122,79.0
1471951241820,1471951241931,84,111,99.0
1471951241919,1471951242070,79,151,95.0
1471951242014,1471951242184,82,170,88.0
1471951242102,1471951242200,89,98,120.0
1471951242222,1471951242378,32,156,90.0
1471951242312,1471951242454,82,142,77.0
1471951242389,1471951242482,69,93,72.0
1471951242461,1471951242611,80,150,112.0
1471951242573,1471951242740,69,167,326.0
1471951242899,1471951243035,65,136,113.0
1471951243012,1471951243153,84,141,97.0
1471951243109,1471951243187,69,78,159.0
1471951243268,1471951243375,68,107,74.0
1471951243342,1471951243492,32,150,59.0
1471951243401,1471951243537,73,136,148.0
1471951243549,1471951243643,84,94,125.0
1471951243674,1471951243780,83,106,63.0
1471951243737,1471951243848,69,111,99.0
1471951243836,1471951243967,76,131,74.0
1471951243910,1471951244022,70,112,78.0
1471951243988,1471951244091,32,103,70.0
1471951244058,1471951244183,76,125,73.0
1471951244131,1471951244263,65,132,43.0
1471951244174,1471951244320,83,146,93.0
1471951244267,1471951244379,84,112,58.0
1471951244325,1471951244477,32,152,115.0
1471951244440,1471951244568,83,128,151.0
1471951244591,1471951244718,69,127,110.0
1471951244701,1471951244833,65,132,88.0
1471951244789,1471951244911,83,122,111.0
1471951244900,1471951245044,79,144,56.0
1471951244956,1471951245081,78,125,61.0
1471951245017,1471951245134,32,117,47.0
1471951245064,1471951245147,87,83,119.0
1471951245183,1471951245281,72,98,40.0
1471951245223,1471951245313,69,90,124.0
1471951245347,1471951245478,78,131,32.0
1471951245379,1471951245525,32,146,41.0
1471951245420,1471951245568,16,148,80.0
1471951245500,1471951245603,84,103,332.0
1471951245832,1471951245934,69,102,127.0
1471951245959,1471951246101,78,142,173.0
1471951246132,1471951246217,69,85,302.0
1471951246434,1471951246517,82,83,108.0
1471951246542,1471951246669,73,127,119.0
1471951246661,1471951246793,70,132,67.0
1471951246728,1471951246827,69,99,113.0
1471951246841,1471951246954,32,113,176.0
1471951247017,1471951247155,66,138,49.0
1471951247066,1471951247212,69,146,71.0
1471951247137,1471951247255,65,118,50.0
1471951247187,1471951247296,84,109,93.0
1471951247280,1471951247392,32,112,104.0
1471951247384,1471951247525,16,141,70.0
1471951247454,1471951247606,77,152,114.0
1471951247568,1471951247637,65,69,142.0
1471951247710,1471951247836,68,126,102.0
1471951247812,1471951247921,82,109,113.0
1471951247925,1471951248023,73,98,79.0
1471951248004,1471951248113,68,109,184.0
1471951248188,1471951248300,190,112,3252.0
1471951251440,1471951251610,16,170,57.0
1471951251497,1471951251570,73,73,221.0
1471951251718,1471951251781,186,63,277.0
1471951251995,1471951252089,8,94,159.0
1471951252154,1471951252237,222,83,193.0
1471951252347,1471951252411,76,64,137.0
1471951252484,1471951252572,76,88,78.0
1471951252562,1471951252712,32,150,48.0
1471951252610,1471951252735,84,125,80.0
1471951252690,1471951252811,65,121,70.0
1471951252760,1471951252881,75,121,66.0
1471951252826,1471951252934,32,108,48.0
1471951252874,1471951252981,84,107,65.0
1471951252939,1471951253032,79,93,77.0
1471951253016,1471951253130,32,114,67.0
1471951253083,1471951253198,89,115,33.0
1471951253116,1471951253247,79,131,78.0
1471951253194,1471951253271,85,77,46.0
1471951253240,1471951253348,32,108,94.0
1471951253334,1471951253475,79,141,105.0
1471951253439,1471951253547,78,108,121.0
1471951253560,1471951253680,32,120,39.0
1471951253599,1471951253722,16,123,47.0
1471951253646,1471951253750,77,104,118.0
1471951253764,1471951253917,79,153,71.0
1471951253835,1471951253930,78,95,53.0
1471951253888,1471951254015,68,127,71.0
1471951253959,1471951254091,65,132,80.0
1471951254039,1471951254132,89,93,60.0
1471951254099,1471951254187,190,88,2018.0
1471951256117,1471951258893,16,2776,2660.0
1471951258777,1471951258879,87,102,170.0
1471951258947,1471951259060,69,113,117.0
1471951259064,1471951259181,32,117,92.0
1471951259156,1471951259289,78,133,68.0
1471951259224,1471951259303,69,79,160.0
1471951259384,1471951259448,69,64,145.0
1471951259529,1471951259652,68,123,157.0
1471951259686,1471951259833,32,147,113.0
1471951259799,1471951259910,84,111,78.0
1471951259877,1471951259969,79,92,85.0
1471951259962,1471951260094,32,132,77.0
1471951260039,1471951260137,66,98,72.0
1471951260111,1471951260214,82,103,60.0
1471951260171,1471951260336,73,165,77.0
1471951260248,1471951260389,78,141,80.0
1471951260328,1471951260412,71,84,99.0
1471951260427,1471951260575,32,148,91.0
1471951260518,1471951260646,84,128,34.0
1471951260552,1471951260651,72,99,87.0
1471951260639,1471951260745,69,106,84.0
1471951260723,1471951260845,77,122,68.0
1471951260791,1471951260941,32,150,74.0
1471951260865,1471951261016,65,151,80.0
1471951260945,1471951261035,76,90,171.0
1471951261116,1471951261258,79,142,54.0
1471951261170,1471951261305,78,135,51.0
1471951261221,1471951261318,71,97,58.0
1471951261279,1471951261416,32,137,80.0
1471951261359,1471951261462,83,103,62.0
1471951261421,1471951261500,76,79,161.0
1471951261582,1471951261688,79,106,87.0
1471951261669,1471951261778,87,109,115.0
1471951261784,1471951261897,76,113,154.0
1471951261938,1471951262036,89,98,83.0
1471951262021,1471951262120,190,99,1999.0
1471951264020,1471951264188,16,168,85.0
1471951264105,1471951264226,72,121,69.0
1471951264174,1471951264312,69,138,94.0
1471951264268,1471951264400,32,132,69.0
1471951264337,1471951264440,73,103,84.0
1471951264421,1471951264536,83,115,81.0
1471951264502,1471951264603,32,101,48.0
1471951264550,1471951264712,76,162,96.0
1471951264646,1471951264779,73,133,114.0
1471951264760,1471951264873,83,113,89.0
1471951264849,1471951264962,84,113,77.0
1471951264926,1471951265024,69,98,140.0
1471951265066,1471951265184,68,118,74.0
1471951265140,1471951265281,32,141,94.0
1471951265234,1471951265355,65,121,59.0
1471951265293,1471951265425,83,132,79.0
1471951265372,1471951265513,32,141,70.0
1471951265442,1471951265564,80,122,83.0
1471951265525,1471951265638,82,113,80.0
1471951265605,1471951265766,79,161,104.0
1471951265709,1471951265803,66,94,85.0
1471951265794,1471951265926,65,132,91.0
1471951265885,1471951265991,66,106,122.0
1471951266007,1471951266143,76,136,109.0
1471951266116,1471951266217,69,101,78.0
1471951266194,1471951266349,32,155,86.0
1471951266280,1471951266372,70,92,55.0
1471951266335,1471951266461,79,126,60.0
1471951266395,1471951266489,82,94,78.0
1471951266473,1471951266609,32,136,68.0
1471951266541,1471951266656,84,115,34.0
1471951266575,1471951266701,72,126,58.0
1471951266633,1471951266764,73,131,79.0
1471951266712,1471951266785,83,73,45.0
1471951266757,1471951266923,32,166,120.0
1471951266877,1471951266976,87,99,131.0
1471951267008,1471951267121,69,113,185.0
1471951267193,1471951267310,69,117,74.0
1471951267267,1471951267336,75,69,190.0
1471951267457,1471951267545,222,88,68.0
1471951267525,1471951267617,83,92,80.0
1471951267605,1471951267755,32,150,85.0
1471951267690,1471951267836,71,146,76.0
1471951267766,1471951267878,65,112,56.0
1471951267822,1471951267896,77,74,115.0
1471951267937,1471951268030,69,93,129.0
1471951268066,1471951268158,190,92,1632.0
1471951269698,1471951269964,16,266,162.0
1471951269860,1471951269983,71,123,94.0
1471951269954,1471951270081,79,127,90.0
1471951270044,1471951270204,32,160,76.0
1471951270120,1471951270201,70,81,65.0
1471951270185,1471951270316,79,131,51.0
1471951270236,1471951270328,82,92,62.0
1471951270298,1471951270430,32,132,53.0
1471951270351,1471951270487,84,136,54.0
1471951270405,1471951270543,72,138,37.0
1471951270442,1471951270530,69,88,94.0
1471951270536,1471951270641,32,105,65.0
1471951270601,1471951270723,68,122,28.0
1471951270629,1471951270731,79,102,165.0
1471951270794,1471951270857,76,63,135.0
1471951270929,1471951271029,76,100,79.0
1471951271008,1471951271091,65,83,59.0
1471951271067,1471951271203,82,136,57.0
1471951271124,1471951271245,83,121,66.0
1471951271190,1471951271285,190,95,3107.0
1471951274297,1471951274531,16,234,143.0
1471951274440,1471951274568,82,128,179.0
1471951274619,1471951274722,69,103,174.0
1471951274793,1471951274909,83,116,63.0
1471951274856,1471951274977,69,121,68.0
1471951274924,1471951275023,82,99,193.0
1471951275117,1471951275211,86,94,59.0
1471951275176,1471951275288,69,112,88.0
1471951275264,1471951275405,32,141,103.0
1471951275367,1471951275499,16,132,52.0
1471951275419,1471951275560,72,141,124.0
1471951275543,1471951275684,69,141,66.0
1471951275609,1471951275751,65,142,112.0
1471951275721,1471951275813,80,92,84.0
1471951275805,1471951275918,32,113,98.0
1471951275903,1471951276030,79,127,57.0
1471951275960,1471951276084,78,124,43.0
1471951276003,1471951276147,32,144,77.0
1471951276080,1471951276195,89,115,72.0
1471951276152,1471951276317,79,165,56.0
1471951276208,1471951276349,85,141,42.0
1471951276250,1471951276343,82,93,78.0
1471951276328,1471951276504,32,176,130.0
1471951276458,1471951276552,82,94,61.0
1471951276519,1471951276647,79,128,156.0
1471951276675,1471951276822,83,147,123.0
1471951276798,1471951276895,84,97,153.0
1471951276951,1471951277102,69,151,72.0
1471951277023,1471951277105,82,82,62.0
1471951277085,1471951277264,32,179,112.0
1471951277197,1471951277321,84,124,33.0
