PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471948602442,1471948602694,16,252,147.0
1471948602589,1471948602774,67,185,120.0
1471948602709,1471948602869,72,160,353.0
1471948603062,1471948603173,73,111,639.0
1471948603701,1471948603861,83,160,208.0
1471948603909,1471948604013,32,104,296.0
1471948604205,1471948604445,16,240,144.0
1471948604349,1471948604501,70,152,256.0
1471948604605,1471948604725,79,120,144.0
1471948604749,1471948604909,83,160,248.0
1471948604997,1471948605093,84,96,120.0
1471948605117,1471948605293,69,176,112.0
1471948605229,1471948605335,82,106,80.0
1471948605309,1471948605429,32,120,200.0
1471948605509,1471948605589,73,80,96.0
1471948605605,1471948605725,83,120,176.0
1471948605781,1471948605885,32,104,296.0
1471948606077,1471948606173,73,96,168.0
1471948606245,1471948606357,78,112,1144.0
1471948607389,1471948608117,16,728,632.0
1471948608021,1471948608157,49,136,3033.0
1471948611054,1471948611413,16,359,255.0
1471948611309,1471948611429,84,120,208.0
1471948611517,1471948611621,72,104,328.0
1471948611845,1471948611925,69,80,496.0
1471948612341,1471948612421,73,80,184.0
1471948612525,1471948612621,82,96,160.0
1471948612685,1471948612789,32,104,176.0
1471948612861,1471948612965,75,104,160.0
1471948613021,1471948613157,69,136,160.0
1471948613181,1471948613277,89,96,176.0
1471948613357,1471948613461,32,104,240.0
1471948613597,1471948613709,68,112,208.0
1471948613805,1471948613869,69,64,184.0
1471948613989,1471948614149,67,160,145.0
1471948614134,1471948614229,73,95,167.0
1471948614301,1471948614421,83,120,144.0
1471948614445,1471948614605,73,160,96.0
1471948614541,1471948614781,79,240,160.0
1471948614701,1471948614821,78,120,272.0
1471948614973,1471948615069,32,96,272.0
1471948615245,1471948615365,77,120,144.0
1471948615389,1471948615525,65,136,120.0
1471948615509,1471948615589,75,80,144.0
1471948615653,1471948615909,69,256,216.0
1471948615869,1471948616005,82,136,208.0
1471948616077,1471948616157,32,80,248.0
1471948616325,1471948616445,68,120,104.0
1471948616429,1471948616525,73,96,144.0
1471948616573,1471948616653,68,80,128.0
1471948616701,1471948616781,32,80,176.0
1471948616877,1471948616989,78,112,136.0
1471948617013,1471948617133,79,120,96.0
1471948617109,1471948617253,84,144,160.0
1471948617269,1471948617365,32,96,224.0
1471948617493,1471948617589,83,96,112.0
1471948617605,1471948617725,72,120,144.0
1471948617749,1471948617869,79,120,136.0
1471948617885,1471948618021,87,136,264.0
1471948618149,1471948618245,32,96,536.0
1471948618685,1471948618845,87,160,208.0
1471948618893,1471948618989,72,96,144.0
1471948619037,1471948619117,73,80,120.0
1471948619157,1471948619277,67,120,184.0
1471948619341,1471948619421,72,80,376.0
1471948619717,1471948619813,32,96,248.0
1471948619965,1471948620069,73,104,152.0
1471948620117,1471948620213,83,96,120.0
1471948620237,1471948620357,32,120,240.0
1471948620477,1471948620573,78,96,144.0
1471948620621,1471948620725,79,104,120.0
1471948620741,1471948620845,84,104,120.0
1471948620861,1471948620941,32,80,200.0
1471948621061,1471948621181,65,120,186.0
1471948621247,1471948621365,32,118,574.0
1471948621821,1471948621901,71,80,216.0
1471948622037,1471948622117,79,80,144.0
1471948622181,1471948622277,79,96,144.0
1471948622325,1471948622405,68,80,176.0
1471948622501,1471948622581,32,80,184.0
1471948622685,1471948622805,83,120,136.0
1471948622821,1471948622901,73,80,160.0
1471948622981,1471948623061,71,80,240.0
1471948623221,1471948623317,78,96,1048.0
1471948624269,1471948624341,190,72,5105.0
1471948629374,1471948630821,16,1447,335.0
1471948629709,1471948629789,70,80,256.0
1471948629965,1471948630046,89,81,616.0
1471948630581,1471948630645,73,64,568.0
1471948631149,1471948631229,188,80,464.0
1471948631613,1471948631709,32,96,440.0
1471948632053,1471948632157,87,104,120.0
1471948632173,1471948632333,79,160,121.0
1471948632294,1471948632389,85,95,119.0
1471948632413,1471948632509,76,96,304.0
1471948632717,1471948632837,68,120,368.0
1471948633085,1471948633181,32,96,248.0
1471948633333,1471948633437,83,104,120.0
1471948633453,1471948633557,72,104,152.0
1471948633605,1471948633701,69,96,136.0
1471948633741,1471948633837,32,96,192.0
1471948633933,1471948634013,77,80,152.0
1471948634085,1471948634165,69,80,160.0
1471948634245,1471948634405,69,160,208.0
1471948634453,1471948634573,84,120,168.0
1471948634621,1471948634717,32,96,160.0
1471948634781,1471948634877,77,96,184.0
1471948634965,1471948635069,89,104,176.0
1471948635141,1471948635221,32,80,192.0
1471948635333,1471948635549,82,216,121.0
1471948635454,1471948635589,69,135,223.0
1471948635677,1471948635789,81,112,96.0
1471948635773,1471948635893,85,120,186.0
1471948635959,1471948636053,73,94,158.0
1471948636117,1471948636237,82,120,360.0
1471948636477,1471948636557,69,80,296.0
1471948636773,1471948636869,77,96,160.0
1471948636933,1471948637069,69,136,40.0
1471948636973,1471948637054,78,81,185.0
1471948637158,1471948637277,84,119,239.0
1471948637397,1471948637477,83,80,784.0
