PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471952963610,1471952963962,16,352,265.0
1471952963875,1471952964087,87,212,290.0
1471952964165,1471952964324,69,159,331.0
1471952964496,1471952964658,68,162,604.0
1471952965100,1471952965214,78,114,458.0
1471952965558,1471952965713,69,155,359.0
1471952965917,1471952966033,83,116,163.0
1471952966080,1471952966216,83,136,338.0
1471952966418,1471952966552,68,134,321.0
1471952966739,1471952966900,65,161,567.0
1471952967306,1471952967421,89,115,226.0
1471952967532,1471952967687,32,155,360.0
1471952967892,1471952968007,73,115,351.0
1471952968243,1471952968406,83,163,178.0
1471952968421,1471952968559,32,138,418.0
1471952968839,1471952969008,68,169,249.0
1471952969088,1471952969242,69,154,466.0
1471952969554,1471952969727,70,173,438.0
1471952969992,1471952970114,73,122,325.0
1471952970317,1471952970402,78,85,413.0
1471952970730,1471952970912,69,182,827.0
1471952971557,1471952971749,84,192,379.0
1471952971936,1471952972102,69,166,493.0
1471952972429,1471952972556,76,127,424.0
1471952972853,1471952972943,89,90,246.0
1471952973099,1471952973211,32,112,400.0
1471952973499,1471952973672,65,173,314.0
1471952973813,1471952973976,32,163,257.0
1471952974070,1471952974195,72,125,266.0
1471952974336,1471952974478,79,142,392.0
1471952974728,1471952974895,84,167,183.0
1471952974911,1471952975078,32,167,417.0
1471952975328,1471952975529,67,201,294.0
1471952975622,1471952975749,72,127,283.0
1471952975905,1471952976034,79,129,519.0
1471952976424,1471952976615,67,191,239.0
1471952976663,1471952976789,79,126,173.0
1471952976836,1471952976970,76,134,609.0
1471952977445,1471952977604,65,159,518.0
1471952977963,1471952978077,84,114,223.0
1471952978186,1471952978344,69,158,173.0
1471952978359,1471952978493,32,134,638.0
1471952978997,1471952979115,68,118,414.0
1471952979411,1471952979608,65,197,369.0
1471952979780,1471952979882,89,102,655.0
1471952980435,1471952980551,190,116,22455.0
1471953002890,1471953003264,16,374,252.0
1471953003142,1471953003389,84,247,434.0
1471953003576,1471953003731,72,155,469.0
1471953004045,1471953004229,69,184,184.0
1471953004229,1471953004399,32,170,560.0
1471953004789,1471953004965,84,176,303.0
1471953005092,1471953005252,69,160,349.0
1471953005441,1471953005601,65,160,394.0
1471953005835,1471953005942,77,107,185.0
1471953006020,1471953006187,32,167,588.0
1471953006608,1471953006774,70,166,370.0
1471953006978,1471953007144,69,166,181.0
1471953007159,1471953007293,69,134,495.0
1471953007654,1471953007795,76,141,375.0
1471953008029,1471953008195,83,166,166.0
1471953008195,1471953008345,32,150,656.0
1471953008851,1471953009031,67,180,226.0
1471953009077,1471953009204,79,127,455.0
1471953009532,1471953009653,78,121,1144.0
1471953010676,1471953010837,70,161,223.0
1471953010899,1471953011040,73,141,613.0
1471953011512,1471953011674,68,162,240.0
1471953011752,1471953011925,69,173,314.0
1471953012066,1471953012211,78,145,410.0
1471953012476,1471953012613,84,137,153.0
1471953012629,1471953012778,32,149,653.0
1471953013282,1471953013464,84,182,166.0
1471953013448,1471953013599,72,151,494.0
1471953013942,1471953014100,65,158,361.0
1471953014303,1471953014467,84,164,149.0
1471953014452,1471953014602,32,150,983.0
1471953015435,1471953016052,16,617,377.0
1471953015812,1471953016036,77,224,333.0
1471953016145,1471953016370,65,225,459.0
1471953016604,1471953016805,82,201,421.0
1471953017025,1471953017224,84,199,418.0
1471953017443,1471953017580,73,137,372.0
1471953017815,1471953017917,78,102,211.0
1471953018026,1471953018165,32,139,575.0
1471953018601,1471953018781,87,180,320.0
1471953018921,1471953019035,73,114,317.0
1471953019238,1471953019338,76,100,133.0
1471953019371,1471953019489,76,118,290.0
1471953019661,1471953019789,32,128,395.0
1471953020056,1471953020173,66,117,289.0
1471953020345,1471953020504,69,159,175.0
1471953020520,1471953020662,32,142,472.0
1471953020992,1471953021173,65,181,1110.0
1471953022102,1471953022229,86,127,252.0
1471953022354,1471953022528,65,174,332.0
1471953022686,1471953022816,73,130,458.0
1471953023144,1471953023252,76,108,328.0
1471953023472,1471953023663,65,191,394.0
1471953023866,1471953023988,66,122,450.0
1471953024316,1471953024454,76,138,341.0
1471953024657,1471953024852,69,195,13054.0
1471953037711,1471953038105,16,394,297.0
1471953038008,1471953038245,65,237,487.0
1471953038495,1471953038652,32,157,282.0
1471953038777,1471953038920,66,143,347.0
1471953039124,1471953039242,73,118,574.0
1471953039698,1471953039898,84,200,159.0
1471953039857,1471953040039,32,182,1160.0
