PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471951838344,1471951839046,16,702,597.0
1471951838941,1471951839061,74,120,189.0
1471951839130,1471951839262,73,132,185.0
1471951839315,1471951839478,65,163,200.0
1471951839515,1471951839648,78,133,314.0
1471951839829,1471951839905,71,76,570.0
1471951840399,1471951840501,32,102,468.0
1471951840867,1471951841002,77,135,124.0
1471951840991,1471951841168,65,177,512.0
1471951841503,1471951841600,68,97,199.0
1471951841702,1471951841806,69,104,126.0
1471951841828,1471951841953,32,125,295.0
1471951842123,1471951842178,84,55,1048.0
1471951843171,1471951843244,72,73,120.0
1471951843291,1471951843408,69,117,196.0
1471951843487,1471951843576,32,89,469.0
1471951843956,1471951844058,67,102,170.0
1471951844126,1471951844226,79,100,247.0
1471951844373,1471951844459,77,86,200.0
1471951844573,1471951844644,77,71,118.0
1471951844691,1471951844808,69,117,144.0
1471951844835,1471951844926,78,91,292.0
1471951845127,1471951845258,84,131,206.0
1471951845333,1471951845467,83,134,351.0
1471951845684,1471951845799,32,115,362.0
1471951846046,1471951846153,73,107,193.0
1471951846239,1471951846311,78,72,192.0
1471951846431,1471951846493,32,62,122.0
1471951846553,1471951846669,65,116,202.0
1471951846755,1471951846828,32,73,165.0
1471951846920,1471951847036,77,116,185.0
1471951847105,1471951847205,69,100,184.0
1471951847289,1471951847374,69,85,247.0
1471951847536,1471951847656,84,120,216.0
1471951847752,1471951847843,73,91,222.0
1471951847974,1471951848090,78,116,196.0
1471951848170,1471951848275,71,105,274.0
1471951848444,1471951848552,32,108,712.0
1471951849156,1471951849287,87,131,163.0
1471951849319,1471951849456,73,137,269.0
1471951849588,1471951849704,84,116,147.0
1471951849735,1471951849825,72,90,222.0
1471951849957,1471951850073,32,116,316.0
1471951850273,1471951850357,84,84,216.0
1471951850489,1471951850573,72,84,833.0
1471951851322,1471951851425,8,103,215.0
1471951851537,1471951851610,8,73,339.0
1471951851876,1471951852310,16,434,384.0
1471951852260,1471951852360,77,100,232.0
1471951852492,1471951852592,65,100,131.0
1471951852623,1471951852724,76,101,1260.0
1471951853883,1471951853998,65,115,135.0
1471951854018,1471951854118,89,100,185.0
1471951854203,1471951854334,83,131,818.0
1471951855021,1471951855121,73,100,132.0
1471951855153,1471951855290,65,137,169.0
1471951855322,1471951855422,78,100,263.0
1471951855585,1471951855677,32,92,200.0
1471951855785,1471951856212,16,427,384.0
1471951856169,1471951856268,80,99,330.0
1471951856499,1471951856600,82,101,220.0
1471951856719,1471951856810,73,91,224.0
1471951856943,1471951857043,77,100,167.0
1471951857110,1471951857224,69,114,228.0
1471951857338,1471951857427,32,89,238.0
1471951857576,1471951857826,16,250,180.0
1471951857756,1471951857826,77,70,621.0
1471951858377,1471951858445,73,68,212.0
1471951858589,1471951858712,78,123,186.0
1471951858775,1471951858950,73,175,244.0
1471951859019,1471951859133,83,114,214.0
1471951859233,1471951859333,84,100,178.0
1471951859411,1471951859527,69,116,238.0
1471951859649,1471951859750,82,101,706.0
1471951860355,1471951860455,190,100,5297.0
1471951865652,1471951866194,16,542,477.0
1471951866129,1471951866225,75,96,332.0
1471951866461,1471951866561,69,100,184.0
1471951866645,1471951866745,69,100,163.0
1471951866808,1471951866907,80,99,300.0
1471951867108,1471951867229,32,121,385.0
1471951867493,1471951867593,72,100,169.0
1471951867662,1471951867778,73,116,301.0
1471951867963,1471951868078,77,115,263.0
1471951868226,1471951868325,32,99,300.0
1471951868526,1471951868625,73,99,185.0
1471951868711,1471951868794,78,83,225.0
1471951868936,1471951869022,32,86,223.0
1471951869159,1471951869268,77,109,241.0
1471951869400,1471951869498,73,98,222.0
1471951869622,1471951869725,78,103,202.0
1471951869824,1471951869969,68,145,477.0
1471951870301,1471951870368,32,67,448.0
1471951870749,1471951870872,65,123,217.0
1471951870966,1471951871072,83,106,222.0
1471951871188,1471951871272,32,84,166.0
1471951871354,1471951871472,65,118,296.0
