PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471948532078,1471948532837,16,759,687.0
1471948532765,1471948532917,84,152,192.0
1471948532957,1471948533084,72,127,89.0
1471948533046,1471948533228,69,182,151.0
1471948533197,1471948533381,32,184,290.0
1471948533487,1471948533621,82,134,158.0
1471948533645,1471948533797,73,152,743.0
1471948534388,1471948534573,79,185,472.0
1471948534860,1471948535068,84,208,193.0
1471948535053,1471948535213,83,160,128.0
1471948535181,1471948535365,32,184,240.0
1471948535421,1471948535644,87,223,161.0
1471948535582,1471948535701,69,119,63.0
1471948535645,1471948535901,82,256,191.0
1471948535836,1471948535948,69,112,41.0
1471948535877,1471948536101,32,224,656.0
1471948536533,1471948536716,83,183,184.0
1471948536717,1471948536876,84,159,191.0
1471948536908,1471948537125,65,217,160.0
1471948537068,1471948537237,82,169,280.0
1471948537348,1471948537516,84,168,137.0
1471948537485,1471948537621,69,136,248.0
1471948537733,1471948537830,68,97,72.0
1471948537805,1471948537981,32,176,216.0
1471948538021,1471948538204,66,183,127.0
1471948538148,1471948538316,89,168,169.0
1471948538317,1471948538453,32,136,280.0
1471948538597,1471948538749,78,152,144.0
1471948538741,1471948538940,65,199,240.0
1471948538981,1471948539101,84,120,296.0
1471948539277,1471948539397,73,120,400.0
1471948539677,1471948539869,86,192,144.0
1471948539821,1471948539956,69,135,51.0
1471948539872,1471948539932,82,60,101.0
1471948539973,1471948540141,32,168,176.0
1471948540149,1471948540629,16,480,560.0
1471948540709,1471948540797,8,88,184.0
1471948540893,1471948540997,8,104,152.0
1471948541045,1471948541437,16,392,56.0
1471948541101,1471948541277,32,176,255.0
1471948541356,1471948541485,84,129,160.0
1471948541516,1471948541637,73,121,529.0
1471948542045,1471948542156,8,111,136.0
1471948542181,1471948542397,65,216,232.0
1471948542413,1471948542549,73,136,568.0
1471948542981,1471948543133,87,152,207.0
1471948543188,1471948543429,65,241,353.0
1471948543541,1471948543709,78,168,320.0
1471948543861,1471948544037,69,176,160.0
1471948544021,1471948544229,83,208,208.0
1471948544229,1471948544412,69,183,288.0
1471948544517,1471948544701,190,184,5384.0
1471948549901,1471948550293,16,392,272.0
1471948550173,1471948550349,84,176,120.0
1471948550293,1471948550388,74,95,616.0
1471948550909,1471948551021,8,112,336.0
1471948551245,1471948551349,72,104,95.0
1471948551340,1471948551452,69,112,113.0
1471948551453,1471948551596,32,143,175.0
1471948551628,1471948551740,70,112,88.0
1471948551716,1471948551868,79,152,129.0
1471948551845,1471948551948,82,103,192.0
1471948552037,1471948552197,77,160,120.0
1471948552157,1471948552428,69,271,96.0
1471948552253,1471948552437,83,184,127.0
1471948552380,1471948552557,82,177,377.0
1471948552757,1471948552845,8,88,264.0
1471948553021,1471948553141,8,120,199.0
1471948553220,1471948553348,82,128,176.0
1471948553396,1471948553557,32,161,337.0
1471948553733,1471948553893,77,160,168.0
1471948553901,1471948554053,73,152,152.0
1471948554053,1471948554229,78,176,144.0
1471948554197,1471948554348,73,151,191.0
1471948554388,1471948554517,83,129,352.0
1471948554740,1471948554836,84,96,217.0
1471948554957,1471948555077,69,120,72.0
1471948555029,1471948555188,82,159,159.0
1471948555188,1471948555349,32,161,144.0
1471948555332,1471948555461,73,129,96.0
1471948555428,1471948555556,83,128,105.0
1471948555533,1471948555692,32,159,160.0
1471948555693,1471948555821,65,128,231.0
1471948555924,1471948556021,67,97,184.0
1471948556108,1471948556229,67,121,89.0
1471948556197,1471948556372,85,175,264.0
1471948556461,1471948556661,83,200,128.0
1471948556589,1471948556788,69,199,383.0
1471948556972,1471948557085,68,113,201.0
1471948557173,1471948557324,32,151,200.0
1471948557373,1471948557509,79,136,120.0
1471948557493,1471948557596,70,103,136.0
1471948557629,1471948557748,32,119,271.0
1471948557900,1471948558108,82,208,177.0
1471948558077,1471948558229,69,152,335.0
1471948558412,1471948558525,67,113,241.0
1471948558653,1471948558764,69,111,175.0
1471948558828,1471948558941,73,113,249.0
1471948559077,1471948559197,86,120,224.0
1471948559301,1471948559412,73,111,232.0
1471948559533,1471948559653,78,120,136.0
1471948559669,1471948559765,71,96,152.0
1471948559821,1471948559957,32,136,424.0
1471948560245,1471948560404,83,159,136.0
1471948560381,1471948560500,69,119,376.0
1471948560757,1471948560900,86,143,191.0
1471948560948,1471948561061,69,113,169.0
1471948561117,1471948561276,78,159,151.0
1471948561268,1471948561436,32,168,409.0
1471948561677,1471948561829,66,152,496.0
1471948562173,1471948562276,73,103,239.0
1471948562412,1471948562493,76,81,169.0
1471948562581,1471948562716,76,135,104.0
1471948562685,1471948562909,73,224,208.0
1471948562893,1471948563077,79,184,207.0
1471948563100,1471948563325,78,225,177.0
1471948563277,1471948563436,32,159,168.0
