PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471949749910,1471949750663,16,753,607.0
1471949750517,1471949750761,82,244,592.0
1471949751109,1471949751300,85,191,289.0
1471949751398,1471949751609,84,211,229.0
1471949751627,1471949751823,72,196,1001.0
1471949752628,1471949752762,188,134,251.0
1471949752879,1471949753090,32,211,563.0
1471949753442,1471949753638,84,196,179.0
1471949753621,1471949753786,72,165,137.0
1471949753758,1471949753953,69,195,502.0
1471949754260,1471949754386,32,126,246.0
1471949754506,1471949754664,77,158,174.0
1471949754680,1471949754876,65,196,315.0
1471949754995,1471949755136,82,141,322.0
1471949755317,1471949755486,75,169,179.0
1471949755496,1471949755674,69,178,224.0
1471949755720,1471949755889,84,169,229.0
1471949755949,1471949756120,32,171,303.0
1471949756252,1471949756411,70,159,302.0
1471949756554,1471949756655,82,101,156.0
1471949756710,1471949756866,79,156,421.0
1471949757131,1471949757270,8,139,198.0
1471949757329,1471949757398,8,69,141.0
1471949757470,1471949757561,8,91,514.0
1471949757984,1471949758173,68,189,368.0
1471949758352,1471949758513,82,161,560.0
1471949758912,1471949759072,79,160,593.0
1471949759505,1471949759649,86,144,298.0
1471949759803,1471949759989,69,186,172.0
1471949759975,1471949760174,32,199,412.0
1471949760387,1471949760571,85,184,255.0
1471949760642,1471949760794,83,152,170.0
1471949760812,1471949761001,32,189,355.0
1471949761167,1471949761315,66,148,196.0
1471949761363,1471949761484,65,121,374.0
1471949761737,1471949761880,67,143,208.0
1471949761945,1471949762094,75,149,193.0
1471949762138,1471949762332,32,194,212.0
1471949762350,1471949762547,70,197,395.0
1471949762745,1471949762904,79,159,160.0
1471949762905,1471949763068,82,163,169.0
1471949763074,1471949763277,32,203,175.0
1471949763249,1471949763416,84,167,140.0
1471949763389,1471949763577,72,188,159.0
1471949763548,1471949763676,69,128,175.0
1471949763723,1471949763953,32,230,278.0
1471949764001,1471949764147,87,146,231.0
1471949764232,1471949764292,69,60,137.0
1471949764369,1471949764460,69,91,260.0
1471949764629,1471949764763,75,134,636.0
1471949765265,1471949765391,69,126,159.0
1471949765424,1471949765572,78,148,181.0
1471949765605,1471949765722,68,117,1217.0
1471949766822,1471949766915,190,93,2820.0
1471949769642,1471949769809,83,167,216.0
1471949769858,1471949770067,72,209,1041.0
1471949770899,1471949770992,8,93,158.0
1471949771057,1471949771188,8,131,369.0
1471949771426,1471949771641,16,215,216.0
1471949771642,1471949771789,83,147,610.0
1471949772252,1471949772443,74,191,759.0
1471949773011,1471949773177,8,166,167.0
1471949773178,1471949773348,8,170,1971.0
1471949775149,1471949775321,83,172,637.0
1471949775786,1471949775976,74,190,156.0
1471949775942,1471949776090,69,148,870.0
1471949776812,1471949776916,8,104,174.0
1471949776986,1471949777093,8,107,776.0
1471949777762,1471949777926,72,164,211.0
1471949777973,1471949778132,69,159,355.0
1471949778328,1471949778425,73,97,192.0
1471949778520,1471949778674,76,154,221.0
1471949778741,1471949778880,65,139,186.0
1471949778927,1471949779119,32,192,494.0
1471949779421,1471949779600,80,179,196.0
1471949779617,1471949779671,82,54,160.0
1471949779777,1471949779916,76,139,365.0
1471949780142,1471949780238,8,96,195.0
1471949780337,1471949780413,8,76,358.0
1471949780695,1471949780869,76,174,365.0
1471949781060,1471949781207,69,147,260.0
1471949781320,1471949781439,65,119,198.0
1471949781518,1471949781649,83,131,216.0
1471949781734,1471949781862,69,128,213.0
1471949781947,1471949782133,32,186,298.0
1471949782245,1471949782406,84,161,253.0
1471949782498,1471949782639,65,141,176.0
1471949782674,1471949782851,76,177,239.0
1471949782913,1471949783079,75,166,198.0
1471949783111,1471949783279,32,168,286.0
1471949783397,1471949783545,84,148,192.0
1471949783589,1471949783759,79,170,253.0
1471949783842,1471949784019,32,177,1299.0
1471949785141,1471949785361,16,220,150.0
1471949785291,1471949785525,65,234,1051.0
1471949786342,1471949786465,67,123,598.0
1471949786940,1471949787212,8,272,587.0
1471949787527,1471949787768,67,241,328.0
1471949787855,1471949788038,8,183,129.0
1471949787984,1471949788131,86,147,247.0
1471949788231,1471949788427,65,196,419.0
1471949788650,1471949788826,83,176,342.0
1471949788992,1471949789131,72,139,303.0
1471949789295,1471949789453,69,158,955.0
1471949790250,1471949790356,190,106,2050.0
1471949792300,1471949792453,87,153,178.0
1471949792478,1471949792650,69,172,212.0
1471949792690,1471949792887,32,197,322.0
