PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471952881018,1471952881225,16,207,168.0
1471952881186,1471952881265,80,79,103.0
1471952881289,1471952881361,82,72,112.0
1471952881401,1471952881489,79,88,352.0
1471952881753,1471952881825,66,72,104.0
1471952881857,1471952881937,65,80,48.0
1471952881905,1471952881977,66,72,168.0
1471952882073,1471952882201,76,128,320.0
1471952882393,1471952882489,89,96,208.0
1471952882601,1471952882681,32,80,168.0
1471952882769,1471952882905,67,136,104.0
1471952882873,1471952882977,65,104,56.0
1471952882929,1471952883018,78,89,104.0
1471952883033,1471952883113,32,80,160.0
1471952883193,1471952883289,72,96,96.0
1471952883289,1471952883404,65,115,104.0
1471952883393,1471952883481,78,88,120.0
1471952883513,1471952883625,68,112,128.0
1471952883641,1471952883761,76,120,144.0
1471952883785,1471952883873,69,88,224.0
1471952884009,1471952884121,32,112,176.0
1471952884185,1471952884273,77,88,56.0
1471952884241,1471952884353,79,112,344.0
1471952884585,1471952884641,8,56,128.0
1471952884713,1471952884777,8,64,104.0
1471952884817,1471952884977,16,160,120.0
1471952884937,1471952885009,77,72,136.0
1471952885073,1471952885153,79,80,128.0
1471952885201,1471952885281,78,80,104.0
1471952885305,1471952885432,68,127,87.0
1471952885392,1471952885504,65,112,184.0
1471952885576,1471952885648,89,72,304.0
1471952885880,1471952885952,32,72,112.0
1471952885992,1471952886567,16,575,104.0
1471952886096,1471952886184,80,88,200.0
1471952886296,1471952886367,77,71,280.0
1471952886576,1471952886647,190,71,19567.0
1471952906143,1471952906391,16,248,216.0
1471952906359,1471952906455,77,96,72.0
1471952906431,1471952906535,79,104,105.0
1471952906536,1471952906663,83,127,143.0
1471952906679,1471952906767,69,88,432.0
1471952907111,1471952907184,8,73,104.0
1471952907215,1471952907231,82,16,496.0
1471952907711,1471952907767,32,56,312.0
1471952908023,1471952908071,8,48,120.0
1471952908143,1471952908216,8,73,64.0
1471952908207,1471952908311,84,104,152.0
1471952908359,1471952908447,32,88,400.0
1471952908759,1471952908871,82,112,64.0
1471952908823,1471952908959,69,136,200.0
1471952909023,1471952909159,67,136,113.0
1471952909136,1471952909223,69,87,143.0
1471952909279,1471952909399,78,120,136.0
1471952909415,1471952909503,84,88,176.0
1471952909591,1471952909703,32,112,232.0
1471952909823,1471952909919,83,96,128.0
1471952909951,1471952910039,85,88,104.0
1471952910055,1471952910136,82,81,480.0
1471952910535,1471952910647,86,112,88.0
1471952910623,1471952910711,69,88,176.0
1471952910799,1471952910879,89,80,112.0
1471952910911,1471952911023,83,112,192.0
1471952911103,1471952911199,32,96,872.0
1471952911975,1471952912063,80,88,64.0
1471952912039,1471952912143,85,104,192.0
1471952912231,1471952912327,84,96,200.0
1471952912431,1471952912527,32,96,160.0
1471952912591,1471952912671,84,80,65.0
1471952912656,1471952912735,72,79,119.0
1471952912775,1471952912879,69,104,144.0
1471952912919,1471952913031,32,112,416.0
1471952913335,1471952913392,8,57,128.0
1471952913463,1471952913519,8,56,193.0
1471952913656,1471952913719,77,63,103.0
1471952913759,1471952913839,32,80,152.0
1471952913911,1471952913999,73,88,64.0
1471952913975,1471952914079,78,104,56.0
1471952914031,1471952914095,32,64,184.0
1471952914215,1471952914319,65,104,120.0
1471952914335,1471952914407,32,72,152.0
1471952914487,1471952914592,68,105,194.0
1471952914681,1471952914800,69,119,87.0
1471952914768,1471952914889,65,121,104.0
1471952914872,1471952914984,68,112,160.0
1471952915032,1471952915144,32,112,152.0
1471952915184,1471952915280,72,96,72.0
1471952915256,1471952915376,69,120,72.0
1471952915328,1471952915480,65,152,168.0
1471952915496,1471952915640,84,144,632.0
1471952916128,1471952916216,190,88,3600.0
1471952919728,1471952919936,16,208,176.0
1471952919904,1471952920024,87,120,200.0
1471952920104,1471952920224,69,120,256.0
1471952920360,1471952920472,32,112,208.0
1471952920568,1471952920672,65,104,184.0
1471952920752,1471952920880,82,128,96.0
1471952920848,1471952920953,69,105,96.0
1471952920944,1471952921032,32,88,168.0
1471952921112,1471952921168,76,56,152.0
1471952921264,1471952921327,79,63,136.0
1471952921400,1471952921472,79,72,272.0
1471952921672,1471952921768,75,96,192.0
1471952921864,1471952921935,73,71,40.0
1471952921904,1471952922031,78,127,47.0
1471952921951,1471952922048,71,97,112.0
1471952922063,1471952922167,32,104,161.0
1471952922224,1471952922335,65,111,88.0
1471952922312,1471952922431,84,119,160.0
1471952922472,1471952922575,32,103,351.0
1471952922823,1471952922951,77,128,97.0
1471952922920,1471952923039,73,119,103.0
1471952923023,1471952923151,76,128,88.0
1471952923111,1471952923239,73,128,280.0
1471952923391,1471952923503,84,112,96.0
1471952923487,1471952923639,65,152,169.0
1471952923656,1471952923746,89,90,80.0
1471952923736,1471952923831,82,95,271.0
1471952924007,1471952924063,8,56,112.0
1471952924119,1471952924199,8,80,88.0
1471952924207,1471952924271,82,64,137.0
1471952924344,1471952924415,89,71,127.0
1471952924471,1471952924567,32,96,201.0
1471952924672,1471952924751,65,79,168.0
1471952924840,1471952924903,83,63,135.0
1471952924975,1471952925056,83,81,72.0
1471952925047,1471952925159,73,112,152.0
1471952925199,1471952925279,83,80,256.0
1471952925455,1471952925547,84,92,80.0
1471952925535,1471952925672,65,137,96.0
1471952925631,1471952925753,78,122,112.0
1471952925743,1471952925895,67,152,128.0
1471952925871,1471952925951,69,80,168.0
1471952926039,1471952926151,190,112,7409.0
