PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471951495940,1471951496244,16,304,157.0
1471951496097,1471951496245,78,148,562.0
1471951496659,1471951496838,69,179,291.0
1471951496950,1471951497076,65,126,695.0
1471951497645,1471951497720,76,75,534.0
1471951498179,1471951498270,188,91,132.0
1471951498311,1471951498440,32,129,919.0
1471951499230,1471951499307,67,77,288.0
1471951499518,1471951499625,65,107,271.0
1471951499789,1471951499865,78,76,156.0
1471951499945,1471951500031,32,86,282.0
1471951500227,1471951500305,89,78,212.0
1471951500439,1471951500497,79,58,629.0
1471951501068,1471951501131,85,63,234.0
1471951501302,1471951501399,32,97,273.0
1471951501575,1471951501633,72,58,203.0
1471951501778,1471951501859,69,81,292.0
1471951502070,1471951502142,76,72,554.0
1471951502624,1471951502725,80,101,229.0
1471951502853,1471951502970,32,117,855.0
1471951503708,1471951503770,87,62,295.0
1471951504003,1471951504065,73,62,226.0
1471951504229,1471951504314,84,85,174.0
1471951504403,1471951504483,72,80,244.0
1471951504647,1471951504742,32,95,245.0
1471951504892,1471951504979,84,87,171.0
1471951505063,1471951505139,72,76,268.0
1471951505331,1471951505406,73,75,204.0
1471951505535,1471951505624,83,89,323.0
1471951505858,1471951506142,16,284,160.0
1471951506018,1471951506170,191,152,6112.0
1471951512130,1471951512739,16,609,10105.0
1471951522235,1471951522539,16,304,181.0
1471951522416,1471951522549,68,133,422.0
1471951522838,1471951522902,79,64,270.0
1471951523108,1471951523188,78,80,1477.0
1471951524585,1471951524658,192,73,628.0
1471951525213,1471951525285,84,72,283.0
1471951525496,1471951525582,32,86,1191.0
1471951526687,1471951526772,188,85,161.0
1471951526848,1471951526972,65,124,624.0
1471951527472,1471951527548,8,76,158.0
1471951527630,1471951527703,8,73,932.0
1471951528562,1471951528629,77,67,143.0
1471951528705,1471951528790,65,85,252.0
1471951528957,1471951529024,75,67,247.0
1471951529204,1471951529277,69,73,169.0
1471951529373,1471951529486,32,113,859.0
1471951530232,1471951530294,77,62,238.0
1471951530470,1471951530553,69,83,174.0
1471951530644,1471951530750,32,106,434.0
1471951531078,1471951531147,80,69,339.0
1471951531417,1471951531479,85,62,308.0
1471951531725,1471951531772,76,47,138.0
1471951531863,1471951531928,76,65,85.0
1471951531948,1471951532055,32,107,248.0
1471951532196,1471951532282,84,86,483.0
1471951532679,1471951532753,65,74,714.0
1471951533393,1471951533518,80,125,380.0
1471951533773,1471951533891,69,118,335.0
1471951534108,1471951534280,32,172,894.0
1471951535002,1471951535074,8,72,281.0
1471951535283,1471951535363,83,80,156.0
1471951535439,1471951535548,32,109,277.0
1471951535716,1471951535781,79,65,306.0
1471951536022,1471951536098,78,76,236.0
1471951536258,1471951536377,32,119,657.0
1471951536915,1471951536984,87,69,358.0
1471951537273,1471951537342,72,69,801.0
1471951538074,1471951538207,69,133,1055.0
1471951539129,1471951539221,84,92,289.0
1471951539418,1471951539493,72,75,391.0
1471951539809,1471951539908,69,99,210.0
1471951540019,1471951540096,82,77,249.0
1471951540268,1471951540428,32,160,591.0
1471951540859,1471951540933,89,74,320.0
1471951541179,1471951541257,79,78,169.0
1471951541348,1471951541419,85,71,177.0
1471951541525,1471951541658,32,133,551.0
1471951542076,1471951542149,85,73,193.0
1471951542269,1471951542338,78,69,357.0
1471951542626,1471951542697,68,71,146.0
1471951542772,1471951542868,69,96,159.0
1471951542931,1471951543001,82,70,234.0
1471951543165,1471951543241,83,76,290.0
1471951543455,1471951543519,84,64,308.0
1471951543763,1471951543835,79,72,156.0
1471951543919,1471951543999,79,80,339.0
1471951544258,1471951544333,68,75,186.0
1471951544444,1471951544578,32,134,974.0
1471951545418,1471951545499,79,81,584.0
1471951546002,1471951546088,85,86,255.0
1471951546257,1471951546343,82,86,150.0
1471951546407,1471951546531,32,124,215.0
1471951546622,1471951546701,70,79,173.0
1471951546795,1471951546871,82,76,291.0
1471951547086,1471951547165,69,79,155.0
1471951547241,1471951547328,69,87,9639.0
1471951556880,1471951557147,16,267,104.0
1471951556984,1471951557158,83,174,896.0
1471951557880,1471951557936,72,56,191.0
1471951558071,1471951558153,69,82,155.0
1471951558226,1471951558327,32,101,664.0
1471951558890,1471951558965,87,75,502.0
1471951559392,1471951559457,79,65,495.0
1471951559887,1471951559946,85,59,215.0
1471951560102,1471951560168,76,66,367.0
1471951560469,1471951560539,68,70,194.0
1471951560663,1471951560758,32,95,733.0
1471951561396,1471951561455,72,59,134.0
1471951561530,1471951561615,65,85,340.0
1471951561870,1471951561956,84,86,195.0
1471951562065,1471951562158,69,93,179.0
1471951562244,1471951562381,32,137,654.0
1471951562898,1471951562971,84,73,331.0
1471951563229,1471951563310,79,81,148.0
1471951563377,1471951563476,32,99,521.0
1471951563898,1471951563984,83,86,244.0
1471951564142,1471951564208,69,66,151.0
1471951564293,1471951564374,69,81,228.0
1471951564521,1471951564679,32,158,675.0
1471951565196,1471951565299,85,103,173.0
1471951565369,1471951565477,83,108,203.0
1471951565572,1471951565687,32,115,961.0
1471951566533,1471951566620,78,87,326.0
1471951566859,1471951566966,79,107,297.0
1471951567156,1471951567228,84,72,145.0
1471951567301,1471951567437,32,136,872.0
1471951568173,1471951568232,71,59,197.0
1471951568370,1471951568465,69,95,221.0
1471951568591,1471951568658,84,67,185.0
1471951568776,1471951568915,32,139,1083.0
1471951569859,1471951569921,79,62,320.0
1471951570179,1471951570245,85,66,267.0
1471951570446,1471951570506,82,60,187.0
1471951570633,1471951570716,32,83,703.0
1471951571336,1471951571401,69,65,381.0
1471951571717,1471951571790,88,73,294.0
1471951572011,1471951572110,80,99,192.0
1471951572203,1471951572273,69,70,743.0
1471951572946,1471951573022,78,76,125.0
1471951573071,1471951573160,83,89,243.0
1471951573314,1471951573398,69,84,877.0
1471951574191,1471951574326,32,135,807.0
1471951574998,1471951575082,82,84,143.0
1471951575141,1471951575222,69,81,967.0
1471951576108,1471951576180,80,72,232.0
1471951576340,1471951576425,79,85,319.0
1471951576659,1471951576732,82,73,275.0
1471951576934,1471951577027,83,93,2066.0
1471951579000,1471951579063,8,63,362.0
1471951579362,1471951579432,84,70,393.0
1471951579755,1471951579838,83,83,246.0
1471951580001,1471951580091,32,90,799.0
1471951580800,1471951580864,80,64,290.0
1471951581090,1471951581186,65,96,270.0
1471951581360,1471951581434,73,74,371.0
1471951581731,1471951581810,68,79,1550.0
1471951583281,1471951583355,190,74,5239.0
1471951588520,1471951588674,16,154,83.0
1471951588603,1471951588729,77,126,810.0
1471951589413,1471951589507,69,94,422.0
1471951589835,1471951589896,71,61,103.0
1471951589938,1471951590037,65,99,228.0
1471951590166,1471951590234,78,68,1195.0
1471951591361,1471951591504,188,143,157.0
1471951591518,1471951591619,32,101,1053.0
1471951592571,1471951592733,16,162,92.0
1471951592663,1471951592755,73,92,786.0
1471951593449,1471951593487,192,38,958.0
1471951594407,1471951594529,77,122,223.0
1471951594630,1471951594811,32,181,1225.0
1471951595855,1471951595935,78,80,329.0
1471951596184,1471951596238,73,54,1008.0
1471951597192,1471951597252,8,60,440.0
1471951597632,1471951597696,79,64,399.0
1471951598031,1471951598164,84,133,171.0
1471951598202,1471951598343,32,141,620.0
1471951598822,1471951598896,83,74,434.0
1471951599256,1471951599317,85,61,245.0
1471951599501,1471951599584,82,83,106.0
1471951599607,1471951599703,69,96,166.0
1471951599773,1471951599861,32,88,175.0
