PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471951307369,1471951307580,16,211,149.0
1471951307518,1471951307590,79,72,153.0
1471951307671,1471951307703,83,32,192.0
1471951307863,1471951307943,8,80,104.0
1471951307967,1471951308258,16,291,80.0
1471951308047,1471951308151,8,104,120.0
1471951308167,1471951308294,83,127,92.0
1471951308259,1471951308351,79,92,188.0
1471951308447,1471951308519,32,72,945.0
1471951309392,1471951309464,89,72,248.0
1471951309640,1471951309752,79,112,240.0
1471951309880,1471951309944,85,64,128.0
1471951310008,1471951310080,82,72,80.0
1471951310088,1471951310176,69,88,288.0
1471951310376,1471951310432,45,56,328.0
1471951310704,1471951310768,8,64,152.0
1471951310856,1471951310896,8,40,168.0
1471951311024,1471951311192,186,168,520.0
1471951311544,1471951311592,8,48,176.0
1471951311720,1471951311880,222,160,472.0
1471951312192,1471951312303,82,111,104.0
1471951312296,1471951312392,69,96,152.0
1471951312448,1471951312520,32,72,392.0
1471951312840,1471951312912,73,72,216.0
1471951313056,1471951313184,71,128,344.0
1471951313400,1471951313480,78,80,400.0
1471951313800,1471951313864,82,64,432.0
1471951314232,1471951314320,8,88,136.0
1471951314368,1471951314480,79,112,120.0
1471951314488,1471951314551,82,63,96.0
1471951314584,1471951314663,73,79,184.0
1471951314768,1471951314863,78,95,136.0
1471951314904,1471951315023,71,119,400.0
1471951315304,1471951315367,32,63,151.0
1471951315455,1471951315527,77,72,89.0
1471951315544,1471951315607,69,63,216.0
1471951315760,1471951315840,190,80,2983.0
1471951318743,1471951318967,16,224,176.0
1471951318919,1471951319047,88,128,360.0
1471951319279,1471951319351,8,72,57.0
1471951319336,1471951319479,65,143,103.0
1471951319439,1471951319507,83,68,48.0
1471951319487,1471951319591,88,104,192.0
1471951319679,1471951319751,8,72,64.0
1471951319743,1471951320151,16,408,104.0
1471951319847,1471951319903,8,56,104.0
1471951319951,1471951320191,83,240,32.0
1471951319983,1471951320063,8,80,169.0
1471951320152,1471951320279,67,127,207.0
1471951320359,1471951320415,8,56,136.0
1471951320495,1471951320567,8,72,32.0
1471951320527,1471951320719,16,192,104.0
1471951320631,1471951320783,83,152,32.0
1471951320663,1471951320879,67,216,616.0
1471951321279,1471951321367,8,88,64.0
1471951321343,1471951321439,67,96,104.0
1471951321447,1471951321551,80,104,600.0
1471951322047,1471951322159,8,112,240.0
1471951322287,1471951322447,73,160,20.0
1471951322307,1471951322358,79,51,468.0
1471951322775,1471951322831,8,56,144.0
1471951322919,1471951322967,8,48,312.0
1471951323231,1471951323327,79,96,152.0
1471951323383,1471951323471,84,88,368.0
1471951323751,1471951323823,84,72,96.0
1471951323847,1471951323903,85,56,184.0
1471951324031,1471951324111,32,80,216.0
1471951324247,1471951324303,65,56,232.0
1471951324479,1471951324551,78,72,73.0
1471951324552,1471951324631,68,79,87.0
1471951324639,1471951324711,32,72,184.0
1471951324823,1471951325039,16,216,512.0
1471951325335,1471951325399,8,64,184.0
1471951325519,1471951325535,8,16,112.0
1471951325631,1471951325687,8,56,136.0
1471951325767,1471951325815,8,48,120.0
1471951325887,1471951325975,8,88,176.0
1471951326063,1471951326103,8,40,128.0
1471951326191,1471951326211,8,20,201.0
1471951326392,1471951326536,89,144,392.0
1471951326784,1471951326864,8,80,152.0
1471951326936,1471951327072,84,136,336.0
1471951327272,1471951327376,89,104,232.0
1471951327504,1471951327608,32,104,320.0
1471951327824,1471951327872,65,48,232.0
1471951328056,1471951328121,78,65,80.0
1471951328136,1471951328224,68,88,120.0
1471951328256,1471951328304,32,48,144.0
1471951328400,1471951328560,16,160,80.0
1471951328480,1471951328568,73,88,192.0
1471951328672,1471951328744,32,72,464.0
1471951329136,1471951329264,87,128,160.0
1471951329296,1471951329344,73,48,152.0
1471951329448,1471951329536,76,88,160.0
1471951329608,1471951329656,76,48,152.0
1471951329760,1471951329832,32,72,176.0
1471951329936,1471951330000,66,64,120.0
1471951330056,1471951330096,69,40,48.0
1471951330104,1471951330168,32,64,224.0
