PRESS_TIME,RELEASE_TIME,KEYCODE,ht,df
1471950892343,1471950892412,86,69,436.0
1471950892779,1471950892851,73,72,624.0
1471950893403,1471950893484,69,81,162.0
1471950893565,1471950893655,84,90,1064.0
1471950894629,1471950894710,78,81,145.0
1471950894774,1471950894896,65,122,149.0
1471950894923,1471950895018,77,95,239.0
1471950895162,1471950895274,32,112,560.0
1471950895722,1471950895802,80,80,176.0
1471950895898,1471950895994,76,96,169.0
1471950896067,1471950896146,65,79,279.0
1471950896346,1471950896420,78,74,130.0
1471950896476,1471950896564,78,88,192.0
1471950896668,1471950896750,69,82,242.0
1471950896910,1471950897006,68,96,481.0
1471950897391,1471950897502,32,111,634.0
1471950898025,1471950898115,84,90,160.0
1471950898185,1471950898264,79,79,255.0
1471950898440,1471950898538,32,98,284.0
1471950898724,1471950898804,85,80,435.0
1471950899159,1471950899230,80,71,673.0
1471950899832,1471950899906,71,74,201.0
1471950900033,1471950900114,82,81,177.0
1471950900210,1471950900298,65,88,200.0
1471950900410,1471950900484,68,74,130.0
1471950900540,1471950900620,69,80,1032.0
1471950901572,1471950901686,32,114,658.0
1471950902230,1471950902296,73,66,292.0
1471950902522,1471950902594,84,72,184.0
1471950902706,1471950902794,83,88,184.0
1471950902890,1471950902986,32,96,440.0
1471950903330,1471950903395,67,65,347.0
1471950903677,1471950903748,85,71,295.0
1471950903972,1471950904030,82,58,138.0
1471950904110,1471950904182,82,72,160.0
1471950904270,1471950904342,69,72,272.0
1471950904542,1471950904613,78,71,248.0
1471950904790,1471950904869,84,79,369.0
1471950905159,1471950905279,32,120,858.0
1471950906017,1471950906105,70,88,264.0
1471950906281,1471950906369,76,88,209.0
1471950906490,1471950906571,69,81,185.0
1471950906675,1471950906749,69,74,138.0
1471950906813,1471950906910,84,97,328.0
1471950907141,1471950907253,32,112,640.0
1471950907781,1471950907861,79,80,354.0
1471950908135,1471950908231,70,96,264.0
1471950908399,1471950908506,32,107,251.0
1471950908650,1471950908732,83,82,269.0
1471950908919,1471950908989,79,70,494.0
1471950909413,1471950909477,86,64,512.0
1471950909925,1471950910005,73,80,250.0
1471950910175,1471950910249,69,74,170.0
1471950910345,1471950910427,84,82,348.0
1471950910693,1471950910829,32,136,928.0
1471950911621,1471950911709,65,88,256.0
1471950911877,1471950911959,73,82,308.0
1471950912185,1471950912257,82,72,232.0
1471950912417,1471950912497,67,80,408.0
1471950912825,1471950912921,82,96,312.0
1471950913137,1471950913217,65,80,210.0
1471950913347,1471950913421,70,74,162.0
1471950913509,1471950913591,84,82,5666.0
1471950919175,1471950919255,73,80,296.0
1471950919471,1471950919575,32,104,208.0
1471950919679,1471950919777,68,98,196.0
1471950919875,1471950919963,79,88,464.0
1471950920339,1471950920445,32,106,610.0
1471950920949,1471950921020,78,71,232.0
1471950921181,1471950921252,79,71,393.0
1471950921574,1471950921646,84,72,241.0
1471950921815,1471950921926,32,111,575.0
1471950922390,1471950922478,87,88,712.0
1471950923102,1471950923216,65,114,474.0
1471950923576,1471950923664,78,88,408.0
1471950923984,1471950924080,84,96,184.0
1471950924168,1471950924304,32,136,1160.0
1471950925328,1471950925393,84,65,145.0
1471950925473,1471950925569,79,96,399.0
1471950925872,1471950926004,32,132,994.0
1471950926866,1471950926948,82,82,155.0
1471950927021,1471950927101,69,80,339.0
1471950927360,1471950927456,80,96,384.0
1471950927744,1471950927833,69,89,290.0
1471950928034,1471950928115,83,81,161.0
1471950928195,1471950928284,84,89,1305.0
1471950929500,1471950929580,8,80,144.0
1471950929644,1471950929748,8,104,930.0
1471950930574,1471950930656,65,82,511.0
1471950931085,1471950931153,84,68,656.0
1471950931741,1471950931804,46,63,4111.0
1471950935852,1471950935941,65,89,266.0
1471950936118,1471950936213,86,95,152.0
1471950936270,1471950936366,65,96,616.0
1471950936886,1471950936989,32,103,775.0
1471950937661,1471950937733,8,72,152.0
1471950937813,1471950938340,8,527,706.0
1471950938519,1471950938983,16,464,375.0
1471950938894,1471950939031,65,137,617.0
1471950939511,1471950939603,86,92,172.0
1471950939683,1471950939786,65,103,192.0
1471950939875,1471950939989,32,114,666.0
1471950940541,1471950940621,80,80,168.0
1471950940709,1471950940823,76,114,234.0
1471950940943,1471950941047,69,104,272.0
1471950941215,1471950941305,65,90,218.0
1471950941433,1471950941513,83,80,216.0
1471950941649,1471950941753,69,104,240.0
1471950941889,1471950942001,32,112,584.0
1471950942473,1471950942569,80,96,418.0
1471950942891,1471950942981,85,90,282.0
1471950943173,1471950943277,84,104,752.0
1471950943925,1471950944045,32,120,705.0
1471950944630,1471950944710,73,80,257.0
1471950944887,1471950944966,84,79,127.0
1471950945014,1471950945119,32,105,281.0
1471950945295,1471950945374,79,79,240.0
1471950945535,1471950945607,78,72,175.0
1471950945710,1471950945801,32,91,186.0
1471950945896,1471950945994,77,98,708.0
1471950946604,1471950946678,89,74,245.0
1471950946849,1471950946978,32,129,474.0
1471950947323,1471950947395,67,72,176.0
1471950947499,1471950947619,65,120,240.0
1471950947739,1471950947827,76,88,160.0
1471950947899,1471950947995,65,96,1641.0
1471950949540,1471950949635,69,95,175.0
1471950949715,1471950949803,78,88,928.0
1471950950643,1471950950731,68,88,175.0
1471950950818,1471950950906,69,88,147.0
1471950950965,1471950951044,82,79,1200.0
1471950952165,1471950952237,190,72,3287.0
1471950955452,1471950955540,65,88,632.0
1471950956084,1471950956214,8,130,227.0
1471950956311,1471950956560,16,249,207.0
1471950956518,1471950956648,65,130,322.0
1471950956840,1471950956936,82,96,64.0
1471950956904,1471950957040,69,136,688.0
1471950957592,1471950957712,32,120,926.0
1471950958518,1471950958609,89,91,170.0
1471950958688,1471950958777,79,89,224.0
1471950958912,1471950958992,85,80,258.0
1471950959170,1471950959284,32,114,274.0
1471950959444,1471950959540,71,96,168.0
1471950959612,1471950959708,79,96,208.0
1471950959820,1471950959908,73,88,248.0
1471950960068,1471950960180,78,112,512.0
1471950960580,1471950960668,71,88,259.0
1471950960839,1471950960964,32,125,909.0
1471950961748,1471950961820,84,72,152.0
1471950961900,1471950961996,79,96,264.0
1471950962164,1471950962278,32,114,262.0
1471950962426,1471950962496,74,70,198.0
1471950962624,1471950962712,79,88,176.0
1471950962800,1471950962882,73,82,226.0
1471950963026,1471950963130,78,104,241.0
1471950963267,1471950963394,32,127,1055.0
1471950964322,1471950964410,85,88,192.0
1471950964514,1471950964618,83,104,176.0
1471950964690,1471950964810,32,120,610.0
1471950965300,1471950965372,70,72,184.0
1471950965484,1471950965588,79,104,232.0
1471950965716,1471950965804,82,88,168.0
1471950965884,1471950965996,32,112,336.0
1471950966220,1471950966299,76,79,232.0
1471950966452,1471950966523,85,71,240.0
1471950966692,1471950966779,78,87,352.0
1471950967044,1471950967139,67,95,176.0
1471950967220,1471950967315,72,95,1032.0
1471950968252,1471950968611,16,359,200.0
1471950968452,1471950968571,191,119,3391.0
1471950971843,1471950972211,16,368,296.0
1471950972139,1471950972243,72,104,216.0
1471950972355,1471950972467,65,112,240.0
1471950972595,1471950972691,83,96,304.0
1471950972899,1471950973019,32,120,704.0
1471950973603,1471950974739,16,1136,1128.0
1471950974731,1471950974811,68,80,1193.0
1471950975924,1471950975995,89,71,265.0
1471950976189,1471950976277,78,88,2065.0
1471950978254,1471950978341,69,87,527.0
1471950978781,1471950978852,71,71,208.0
1471950978989,1471950979069,84,80,842.0
1471950979831,1471950979925,8,94,414.0
1471950980245,1471950980325,89,80,242.0
1471950980487,1471950980591,32,104,216.0
1471950980703,1471950980799,77,96,168.0
1471950980871,1471950980967,65,96,216.0
1471950981087,1471950981183,68,96,784.0
1471950981871,1471950981958,69,87,208.0
1471950982079,1471950982214,32,135,224.0
1471950982303,1471950982407,65,104,546.0
1471950982849,1471950982976,32,127,200.0
1471950983049,1471950983336,16,287,224.0
1471950983273,1471950983384,83,111,207.0
1471950983480,1471950983577,80,97,176.0
1471950983656,1471950983784,65,128,1592.0
1471950985248,1471950985320,8,72,145.0
1471950985393,1471950985472,8,79,176.0
1471950985569,1471950985640,8,71,151.0
1471950985720,1471950985777,8,57,912.0
1471950986632,1471950986736,32,104,304.0
1471950986936,1471950987034,83,98,234.0
1471950987170,1471950987258,80,88,208.0
1471950987378,1471950987458,69,80,248.0
1471950987626,1471950987706,67,80,584.0
1471950988210,1471950988290,73,80,368.0
1471950988578,1471950988650,70,72,176.0
1471950988754,1471950988834,73,80,336.0
1471950989090,1471950989162,67,72,648.0
1471950989738,1471950989836,32,98,362.0
1471950990100,1471950990411,16,311,319.0
1471950990419,1471950990500,82,81,1097.0
1471950991516,1471950991606,8,90,474.0
1471950991990,1471950992062,82,72,168.0
1471950992158,1471950992246,69,88,408.0
1471950992566,1471950992654,81,88,304.0
1471950992870,1471950992942,85,72,632.0
1471950993502,1471950993566,69,64,216.0
1471950993718,1471950993814,83,96,816.0
1471950994534,1471950994614,84,80,592.0
1471950995126,1471950995886,16,760,608.0
1471950995734,1471950995869,191,135,3144.0
1471950998878,1471950999317,16,439,975.0
1471950999853,1471951000213,16,360,280.0
1471951000133,1471951000277,83,144,352.0
1471951000485,1471951000573,79,88,232.0
1471951000717,1471951000829,77,112,688.0
1471951001405,1471951001509,69,104,441.0
1471951001846,1471951001957,32,111,831.0
1471951002677,1471951002757,79,80,288.0
1471951002965,1471951003053,70,88,168.0
1471951003133,1471951003229,32,96,320.0
1471951003453,1471951003541,85,88,234.0
1471951003687,1471951003789,83,102,182.0
1471951003869,1471951003997,32,128,920.0
1471951004789,1471951004893,77,104,176.0
1471951004965,1471951005069,65,104,144.0
1471951005109,1471951005181,89,72,240.0
1471951005349,1471951005460,32,111,240.0
1471951005589,1471951005685,72,96,160.0
1471951005749,1471951005853,65,104,176.0
1471951005925,1471951006021,86,96,152.0
1471951006077,1471951006157,69,80,160.0
1471951006237,1471951006357,32,120,1528.0
1471951007765,1471951007853,65,88,168.0
1471951007933,1471951008013,67,80,232.0
1471951008165,1471951008261,84,96,160.0
1471951008325,1471951008413,69,88,176.0
1471951008501,1471951008581,68,80,352.0
1471951008853,1471951008973,32,120,272.0
1471951009125,1471951009237,65,112,240.0
1471951009365,1471951009477,83,112,256.0
1471951009621,1471951009749,32,128,776.0
1471951010397,1471951010477,67,80,168.0
1471951010565,1471951010661,82,96,544.0
1471951011109,1471951011181,73,72,272.0
1471951011381,1471951011445,84,64,248.0
1471951011629,1471951011701,73,72,432.0
1471951012061,1471951012133,67,72,184.0
1471951012245,1471951012340,83,95,168.0
1471951012413,1471951012563,32,150,807.0
1471951013220,1471951013318,65,98,323.0
1471951013543,1471951013615,84,72,240.0
1471951013783,1471951013910,32,127,352.0
1471951014135,1471951014222,79,87,247.0
1471951014382,1471951014486,78,104,192.0
1471951014574,1471951014662,69,88,160.0
1471951014734,1471951014862,32,128,1498.0
1471951016232,1471951016312,80,80,224.0
1471951016456,1471951016536,79,80,200.0
1471951016656,1471951016728,73,72,224.0
1471951016880,1471951016984,78,104,304.0
1471951017184,1471951017288,84,104,336.0
1471951017520,1471951017640,32,120,768.0
1471951018288,1471951018368,79,80,504.0
1471951018792,1471951018874,82,82,164.0
1471951018956,1471951019060,32,104,216.0
1471951019172,1471951019276,65,104,136.0
1471951019308,1471951019404,78,96,320.0
1471951019628,1471951019732,79,104,496.0
1471951020124,1471951020196,84,72,200.0
1471951020324,1471951020436,72,112,160.0
1471951020484,1471951020580,69,96,168.0
1471951020652,1471951020748,82,96,4426.0
1471951025078,1471951025158,87,80,168.0
1471951025246,1471951025334,69,88,320.0
1471951025566,1471951025686,32,120,224.0
1471951025790,1471951025910,65,120,272.0
1471951026062,1471951026158,82,96,144.0
1471951026206,1471951026310,69,104,209.0
1471951026415,1471951026534,32,119,311.0
1471951026726,1471951026822,72,96,152.0
1471951026878,1471951026974,65,96,200.0
1471951027078,1471951027166,84,88,746.0
1471951027824,1471951027911,8,87,415.0
1471951028239,1471951028311,82,72,473.0
1471951028712,1471951028783,84,71,216.0
1471951028928,1471951029023,69,95,736.0
1471951029664,1471951029759,78,95,647.0
